quarter,town,flat_type,price
2010-Q3,Choa Chu Kang,2-room,0
2010-Q3,Choa Chu Kang,3-room,-
2010-Q3,Choa Chu Kang,4-room,363500
2010-Q3,Choa Chu Kang,5-room,420000
2010-Q3,Choa Chu Kang,Executive,513000
2010-Q3,Clementi,1-room,0
2010-Q3,Clementi,2-room,-
2010-Q3,Clementi,3-room,330000
2010-Q3,Clementi,4-room,461500
2010-Q3,Clementi,5-room,566500
2010-Q3,Clementi,Executive,-
2010-Q3,Geylang,1-room,0
2010-Q3,Geylang,2-room,-
2010-Q3,Geylang,3-room,278000
2010-Q3,Geylang,4-room,394800
2010-Q3,Geylang,5-room,552500
2010-Q3,Geylang,Executive,-
2010-Q3,Hougang,1-room,0
2010-Q3,Hougang,2-room,0
2010-Q3,Hougang,3-room,288000
2010-Q3,Hougang,4-room,368000
2010-Q3,Hougang,5-room,450000
2010-Q3,Hougang,Executive,550000
2010-Q3,Jurong East,1-room,0
2010-Q3,Jurong East,2-room,0
2010-Q3,Jurong East,3-room,288000
2010-Q3,Jurong East,4-room,386900
2010-Q3,Jurong East,5-room,488500
2010-Q3,Jurong East,Executive,-
2010-Q3,Jurong West,1-room,0
2010-Q3,Jurong West,2-room,-
2010-Q3,Jurong West,3-room,270000
2010-Q3,Jurong West,4-room,361000
2010-Q3,Jurong West,5-room,439500
2010-Q3,Jurong West,Executive,490000
2010-Q3,Kallang/Whampoa,1-room,0
2010-Q3,Kallang/Whampoa,2-room,-
2010-Q3,Kallang/Whampoa,3-room,300000
2010-Q3,Kallang/Whampoa,4-room,472500
2010-Q3,Kallang/Whampoa,5-room,581000
2010-Q3,Kallang/Whampoa,Executive,-
2010-Q3,Marine Parade,1-room,0
2010-Q3,Marine Parade,2-room,0
2010-Q3,Marine Parade,3-room,379000
2010-Q3,Marine Parade,4-room,-
2010-Q3,Marine Parade,5-room,-
2010-Q3,Marine Parade,Executive,0
2010-Q3,Pasir Ris,1-room,0
2010-Q3,Pasir Ris,2-room,-
2010-Q3,Pasir Ris,3-room,0
2010-Q3,Pasir Ris,4-room,388500
2010-Q3,Pasir Ris,5-room,441000
2010-Q3,Pasir Ris,Executive,537500
2010-Q3,Punggol,1-room,0
2010-Q3,Punggol,2-room,0
2010-Q3,Punggol,3-room,0
2010-Q3,Punggol,4-room,414000
2010-Q3,Punggol,5-room,465000
2010-Q3,Punggol,Executive,-
2010-Q3,Queenstown,1-room,0
2010-Q3,Queenstown,2-room,-
2010-Q3,Queenstown,3-room,320000
2010-Q3,Queenstown,4-room,584000
2010-Q3,Queenstown,5-room,720000
2010-Q3,Queenstown,Executive,-
2010-Q3,Sembawang,1-room,0
2010-Q3,Sembawang,2-room,0
2010-Q3,Sembawang,3-room,0
2010-Q3,Sembawang,4-room,380000
2010-Q3,Sembawang,5-room,423000
2010-Q3,Sembawang,Executive,470000
2010-Q3,Sengkang,1-room,0
2010-Q3,Sengkang,2-room,0
2010-Q3,Sengkang,3-room,0
2010-Q3,Sengkang,4-room,389500
2010-Q3,Sengkang,5-room,453000
2010-Q3,Sengkang,Executive,524000
2010-Q3,Serangoon,1-room,0
2010-Q3,Serangoon,2-room,-
2010-Q3,Serangoon,3-room,292000
2010-Q3,Serangoon,4-room,393300
2010-Q3,Serangoon,5-room,464500
2010-Q3,Serangoon,Executive,552500
2010-Q3,Tampines,1-room,0
2010-Q3,Tampines,2-room,0
2010-Q3,Tampines,3-room,313000
2010-Q3,Tampines,4-room,395000
2010-Q3,Tampines,5-room,461500
2010-Q3,Tampines,Executive,555000
2010-Q3,Toa Payoh,1-room,0
2010-Q3,Toa Payoh,2-room,-
2010-Q3,Toa Payoh,3-room,310000
2010-Q3,Toa Payoh,4-room,390000
2010-Q3,Toa Payoh,5-room,576500
2010-Q3,Toa Payoh,Executive,-
2010-Q3,Woodlands,1-room,0
2010-Q3,Woodlands,2-room,-
2010-Q3,Woodlands,3-room,260000
2010-Q3,Woodlands,4-room,342900
2010-Q3,Woodlands,5-room,398000
2010-Q3,Woodlands,Executive,479000
2010-Q3,Yishun,1-room,0
2010-Q3,Yishun,2-room,0
2010-Q3,Yishun,3-room,280000
2010-Q3,Yishun,4-room,330000
2010-Q3,Yishun,5-room,415000
2010-Q3,Yishun,Executive,500000
2010-Q4,Ang Mo Kio,1-room,0
2010-Q4,Ang Mo Kio,2-room,-
2010-Q4,Ang Mo Kio,3-room,310000
2010-Q4,Ang Mo Kio,4-room,418000
2010-Q4,Ang Mo Kio,5-room,580000
2010-Q4,Ang Mo Kio,Executive,0
2010-Q4,Bedok,1-room,0
2010-Q4,Bedok,2-room,-
2010-Q4,Bedok,3-room,300000
2010-Q4,Bedok,4-room,384000
2010-Q4,Bedok,5-room,504000
2010-Q4,Bedok,Executive,-
2010-Q4,Bishan,1-room,0
2010-Q4,Bishan,2-room,0
2010-Q4,Bishan,3-room,-
2010-Q4,Bishan,4-room,460000
2010-Q4,Bishan,5-room,593000
2010-Q4,Bishan,Executive,-
2010-Q4,Bukit Batok,1-room,0
2010-Q4,Bukit Batok,2-room,0
2010-Q4,Bukit Batok,3-room,290000
2010-Q4,Bukit Batok,4-room,385000
2010-Q4,Bukit Batok,5-room,539000
2010-Q4,Bukit Batok,Executive,573000
2010-Q4,Bukit Merah,1-room,-
2010-Q4,Bukit Merah,2-room,-
2010-Q4,Bukit Merah,3-room,345000
2010-Q4,Bukit Merah,4-room,558000
2010-Q4,Bukit Merah,5-room,662000
2010-Q4,Bukit Merah,Executive,0
2010-Q4,Bukit Panjang,1-room,0
2010-Q4,Bukit Panjang,2-room,0
2010-Q4,Bukit Panjang,3-room,287400
2010-Q4,Bukit Panjang,4-room,351500
2010-Q4,Bukit Panjang,5-room,457000
2010-Q4,Bukit Panjang,Executive,560000
2010-Q4,Bukit Timah,1-room,0
2010-Q4,Bukit Timah,2-room,0
2010-Q4,Bukit Timah,3-room,-
2010-Q4,Bukit Timah,4-room,-
2010-Q4,Bukit Timah,5-room,-
2010-Q4,Bukit Timah,Executive,-
2010-Q4,Central,1-room,0
2010-Q4,Central,2-room,-
2010-Q4,Central,3-room,386000
2010-Q4,Central,4-room,-
2010-Q4,Central,5-room,-
2010-Q4,Central,Executive,0
2010-Q4,Choa Chu Kang,1-room,0
2010-Q4,Choa Chu Kang,2-room,0
2010-Q4,Choa Chu Kang,3-room,-
2010-Q4,Choa Chu Kang,4-room,369000
2010-Q4,Choa Chu Kang,5-room,425000
2010-Q4,Choa Chu Kang,Executive,491900
2010-Q4,Clementi,1-room,0
2010-Q4,Clementi,2-room,0
2010-Q4,Clementi,3-room,340400
2010-Q4,Clementi,4-room,462500
2010-Q4,Clementi,5-room,-
2010-Q4,Clementi,Executive,-
2010-Q4,Geylang,1-room,0
2010-Q4,Geylang,2-room,-
2010-Q4,Geylang,3-room,276000
2010-Q4,Geylang,4-room,450000
2010-Q4,Geylang,5-room,-
2010-Q4,Geylang,Executive,-
2010-Q4,Hougang,1-room,0
2010-Q4,Hougang,2-room,0
2010-Q4,Hougang,3-room,292000
2010-Q4,Hougang,4-room,384000
2010-Q4,Hougang,5-room,459000
2010-Q4,Hougang,Executive,545000
2010-Q4,Jurong East,1-room,0
2010-Q4,Jurong East,2-room,0
2010-Q4,Jurong East,3-room,293000
2010-Q4,Jurong East,4-room,372000
2010-Q4,Jurong East,5-room,456500
2010-Q4,Jurong East,Executive,-
2010-Q4,Jurong West,1-room,0
2010-Q4,Jurong West,2-room,-
2010-Q4,Jurong West,3-room,276000
2010-Q4,Jurong West,4-room,370000
2010-Q4,Jurong West,5-room,445500
2010-Q4,Jurong West,Executive,500000
2010-Q4,Kallang/Whampoa,1-room,0
2010-Q4,Kallang/Whampoa,2-room,-
2010-Q4,Kallang/Whampoa,3-room,314000
2010-Q4,Kallang/Whampoa,4-room,465000
2010-Q4,Kallang/Whampoa,5-room,584000
2010-Q4,Kallang/Whampoa,Executive,-
2010-Q4,Marine Parade,1-room,0
2010-Q4,Marine Parade,2-room,-
2010-Q4,Marine Parade,3-room,393000
2010-Q4,Marine Parade,4-room,-
2010-Q4,Marine Parade,5-room,-
2010-Q4,Marine Parade,Executive,0
2010-Q4,Pasir Ris,1-room,0
2010-Q4,Pasir Ris,2-room,0
2010-Q4,Pasir Ris,3-room,-
2010-Q4,Pasir Ris,4-room,395000
2010-Q4,Pasir Ris,5-room,448000
2010-Q4,Pasir Ris,Executive,550000
2010-Q4,Punggol,1-room,0
2010-Q4,Punggol,2-room,0
2010-Q4,Punggol,3-room,0
2010-Q4,Punggol,4-room,405000
2010-Q4,Punggol,5-room,480000
2010-Q4,Punggol,Executive,-
2010-Q4,Queenstown,1-room,0
2010-Q4,Queenstown,2-room,-
2010-Q4,Queenstown,3-room,331500
2010-Q4,Queenstown,4-room,617000
2010-Q4,Queenstown,5-room,-
2010-Q4,Queenstown,Executive,-
2010-Q4,Sembawang,1-room,0
2010-Q4,Sembawang,2-room,0
2010-Q4,Sembawang,3-room,0
2010-Q4,Sembawang,4-room,380000
2010-Q4,Sembawang,5-room,425000
2010-Q4,Sembawang,Executive,492500
2010-Q4,Sengkang,1-room,0
2010-Q4,Sengkang,2-room,0
2010-Q4,Sengkang,3-room,0
2010-Q4,Sengkang,4-room,410000
2010-Q4,Sengkang,5-room,465000
2010-Q4,Sengkang,Executive,542500
2010-Q4,Serangoon,1-room,0
2010-Q4,Serangoon,2-room,0
2010-Q4,Serangoon,3-room,308000
2010-Q4,Serangoon,4-room,404400
2010-Q4,Serangoon,5-room,489000
2010-Q4,Serangoon,Executive,-
2010-Q4,Tampines,1-room,0
2010-Q4,Tampines,2-room,0
2010-Q4,Tampines,3-room,316000
2010-Q4,Tampines,4-room,400000
2010-Q4,Tampines,5-room,474000
2010-Q4,Tampines,Executive,576500
2010-Q4,Toa Payoh,1-room,0
2010-Q4,Toa Payoh,2-room,-
2010-Q4,Toa Payoh,3-room,318000
2010-Q4,Toa Payoh,4-room,475000
2010-Q4,Toa Payoh,5-room,586000
2010-Q4,Toa Payoh,Executive,-
2010-Q4,Woodlands,1-room,0
2010-Q4,Woodlands,2-room,0
2010-Q4,Woodlands,3-room,264500
2010-Q4,Woodlands,4-room,348000
2010-Q4,Woodlands,5-room,404500
2010-Q4,Woodlands,Executive,494000
2010-Q4,Yishun,1-room,0
2010-Q4,Yishun,2-room,0
2010-Q4,Yishun,3-room,280000
2010-Q4,Yishun,4-room,337000
2010-Q4,Yishun,5-room,426000
2010-Q4,Yishun,Executive,-
2011-Q1,Ang Mo Kio,1-room,0
2011-Q1,Ang Mo Kio,2-room,-
2011-Q1,Ang Mo Kio,3-room,318000
2011-Q1,Ang Mo Kio,4-room,418000
2011-Q1,Ang Mo Kio,5-room,590800
2011-Q1,Ang Mo Kio,Executive,0
2011-Q1,Bedok,1-room,0
2011-Q1,Bedok,2-room,-
2011-Q1,Bedok,3-room,300000
2011-Q1,Bedok,4-room,397000
2011-Q1,Bedok,5-room,512000
2011-Q1,Bedok,Executive,-
2011-Q1,Bishan,1-room,0
2011-Q1,Bishan,2-room,0
2011-Q1,Bishan,3-room,-
2011-Q1,Bishan,4-room,463000
2011-Q1,Bishan,5-room,615000
2011-Q1,Bishan,Executive,-
2011-Q1,Bukit Batok,1-room,0
2011-Q1,Bukit Batok,2-room,0
2011-Q1,Bukit Batok,3-room,293000
2011-Q1,Bukit Batok,4-room,382000
2011-Q1,Bukit Batok,5-room,548400
2011-Q1,Bukit Batok,Executive,577500
2011-Q1,Bukit Merah,1-room,-
2011-Q1,Bukit Merah,2-room,-
2011-Q1,Bukit Merah,3-room,343500
2011-Q1,Bukit Merah,4-room,555000
2011-Q1,Bukit Merah,5-room,690000
2011-Q1,Bukit Merah,Executive,0
2011-Q1,Bukit Panjang,1-room,0
2011-Q1,Bukit Panjang,2-room,0
2011-Q1,Bukit Panjang,3-room,298000
2011-Q1,Bukit Panjang,4-room,369000
2011-Q1,Bukit Panjang,5-room,425000
2011-Q1,Bukit Panjang,Executive,516000
2011-Q1,Bukit Timah,1-room,0
2011-Q1,Bukit Timah,2-room,0
2011-Q1,Bukit Timah,3-room,-
2011-Q1,Bukit Timah,4-room,-
2011-Q1,Bukit Timah,5-room,-
2011-Q1,Bukit Timah,Executive,0
2011-Q1,Central,1-room,0
2011-Q1,Central,2-room,0
2011-Q1,Central,3-room,-
2011-Q1,Central,4-room,-
2011-Q1,Central,5-room,-
2011-Q1,Central,Executive,0
2011-Q1,Choa Chu Kang,1-room,0
2011-Q1,Choa Chu Kang,2-room,0
2011-Q1,Choa Chu Kang,3-room,-
2011-Q1,Choa Chu Kang,4-room,373500
2011-Q1,Choa Chu Kang,5-room,437300
2011-Q1,Choa Chu Kang,Executive,529000
2011-Q1,Clementi,1-room,0
2011-Q1,Clementi,2-room,0
2011-Q1,Clementi,3-room,341000
2011-Q1,Clementi,4-room,495000
2011-Q1,Clementi,5-room,-
2011-Q1,Clementi,Executive,-
2011-Q1,Geylang,1-room,0
2011-Q1,Geylang,2-room,-
2011-Q1,Geylang,3-room,285000
2011-Q1,Geylang,4-room,458000
2011-Q1,Geylang,5-room,-
2011-Q1,Geylang,Executive,-
2011-Q1,Hougang,1-room,0
2011-Q1,Hougang,2-room,0
2011-Q1,Hougang,3-room,305000
2011-Q1,Hougang,4-room,388000
2011-Q1,Hougang,5-room,465000
2011-Q1,Hougang,Executive,567500
2011-Q1,Jurong East,1-room,0
2011-Q1,Jurong East,2-room,0
2011-Q1,Jurong East,3-room,305000
2011-Q1,Jurong East,4-room,378000
2011-Q1,Jurong East,5-room,475000
2011-Q1,Jurong East,Executive,-
2011-Q1,Jurong West,1-room,0
2011-Q1,Jurong West,2-room,-
2011-Q1,Jurong West,3-room,271500
2011-Q1,Jurong West,4-room,377000
2011-Q1,Jurong West,5-room,451500
2011-Q1,Jurong West,Executive,502000
2011-Q1,Kallang/Whampoa,1-room,0
2011-Q1,Kallang/Whampoa,2-room,-
2011-Q1,Kallang/Whampoa,3-room,317000
2011-Q1,Kallang/Whampoa,4-room,465000
2011-Q1,Kallang/Whampoa,5-room,-
2011-Q1,Kallang/Whampoa,Executive,-
2011-Q1,Marine Parade,1-room,0
2011-Q1,Marine Parade,2-room,0
2011-Q1,Marine Parade,3-room,-
2011-Q1,Marine Parade,4-room,-
2011-Q1,Marine Parade,5-room,-
2011-Q1,Marine Parade,Executive,0
2011-Q1,Pasir Ris,1-room,0
2011-Q1,Pasir Ris,2-room,-
2011-Q1,Pasir Ris,3-room,-
2011-Q1,Pasir Ris,4-room,400000
2011-Q1,Pasir Ris,5-room,468000
2011-Q1,Pasir Ris,Executive,565000
2011-Q1,Punggol,1-room,0
2011-Q1,Punggol,2-room,0
2011-Q1,Punggol,3-room,0
2011-Q1,Punggol,4-room,426400
2011-Q1,Punggol,5-room,494000
2011-Q1,Punggol,Executive,-
2011-Q1,Queenstown,1-room,0
2011-Q1,Queenstown,2-room,-
2011-Q1,Queenstown,3-room,330000
2011-Q1,Queenstown,4-room,573000
2011-Q1,Queenstown,5-room,-
2011-Q1,Queenstown,Executive,-
2011-Q1,Sembawang,1-room,0
2011-Q1,Sembawang,2-room,0
2011-Q1,Sembawang,3-room,0
2011-Q1,Sembawang,4-room,390000
2011-Q1,Sembawang,5-room,423900
2011-Q1,Sembawang,Executive,500000
2011-Q1,Sengkang,1-room,0
2011-Q1,Sengkang,2-room,0
2011-Q1,Sengkang,3-room,0
2011-Q1,Sengkang,4-room,411500
2011-Q1,Sengkang,5-room,467000
2011-Q1,Sengkang,Executive,570000
2011-Q1,Serangoon,1-room,0
2011-Q1,Serangoon,2-room,0
2011-Q1,Serangoon,3-room,317000
2011-Q1,Serangoon,4-room,399500
2011-Q1,Serangoon,5-room,-
2011-Q1,Serangoon,Executive,-
2011-Q1,Tampines,1-room,0
2011-Q1,Tampines,2-room,0
2011-Q1,Tampines,3-room,326000
2011-Q1,Tampines,4-room,412000
2011-Q1,Tampines,5-room,472300
2011-Q1,Tampines,Executive,587500
2011-Q1,Toa Payoh,1-room,0
2011-Q1,Toa Payoh,2-room,-
2011-Q1,Toa Payoh,3-room,315000
2011-Q1,Toa Payoh,4-room,456500
2011-Q1,Toa Payoh,5-room,630000
2011-Q1,Toa Payoh,Executive,-
2011-Q1,Woodlands,1-room,0
2011-Q1,Woodlands,2-room,-
2011-Q1,Woodlands,3-room,275000
2011-Q1,Woodlands,4-room,356000
2011-Q1,Woodlands,5-room,409000
2011-Q1,Woodlands,Executive,507000
2011-Q1,Yishun,1-room,0
2011-Q1,Yishun,2-room,0
2011-Q1,Yishun,3-room,285000
2011-Q1,Yishun,4-room,342000
2011-Q1,Yishun,5-room,440000
2011-Q1,Yishun,Executive,-
2011-Q2,Ang Mo Kio,1-room,0
2011-Q2,Ang Mo Kio,2-room,-
2011-Q2,Ang Mo Kio,3-room,330000
2011-Q2,Ang Mo Kio,4-room,423000
2011-Q2,Ang Mo Kio,5-room,610000
2011-Q2,Ang Mo Kio,Executive,0
2011-Q2,Bedok,1-room,0
2011-Q2,Bedok,2-room,-
2011-Q2,Bedok,3-room,311500
2011-Q2,Bedok,4-room,401000
2011-Q2,Bedok,5-room,550000
2011-Q2,Bedok,Executive,-
2011-Q2,Bishan,1-room,0
2011-Q2,Bishan,2-room,0
2011-Q2,Bishan,3-room,-
2011-Q2,Bishan,4-room,493000
2011-Q2,Bishan,5-room,630000
2011-Q2,Bishan,Executive,-
2011-Q2,Bukit Batok,1-room,0
2011-Q2,Bukit Batok,2-room,0
2011-Q2,Bukit Batok,3-room,300000
2011-Q2,Bukit Batok,4-room,401000
2011-Q2,Bukit Batok,5-room,566500
2011-Q2,Bukit Batok,Executive,600000
2011-Q2,Bukit Merah,1-room,-
2011-Q2,Bukit Merah,2-room,-
2011-Q2,Bukit Merah,3-room,350000
2011-Q2,Bukit Merah,4-room,589000
2011-Q2,Bukit Merah,5-room,696000
2011-Q2,Bukit Merah,Executive,0
2011-Q2,Bukit Panjang,1-room,0
2011-Q2,Bukit Panjang,2-room,0
2011-Q2,Bukit Panjang,3-room,300000
2011-Q2,Bukit Panjang,4-room,381000
2011-Q2,Bukit Panjang,5-room,449500
2011-Q2,Bukit Panjang,Executive,529000
2011-Q2,Bukit Timah,1-room,0
2011-Q2,Bukit Timah,2-room,0
2011-Q2,Bukit Timah,3-room,-
2011-Q2,Bukit Timah,4-room,-
2011-Q2,Bukit Timah,5-room,-
2011-Q2,Bukit Timah,Executive,-
2011-Q2,Central,1-room,0
2011-Q2,Central,2-room,-
2011-Q2,Central,3-room,411000
2011-Q2,Central,4-room,-
2011-Q2,Central,5-room,-
2011-Q2,Central,Executive,0
2011-Q2,Choa Chu Kang,1-room,0
2011-Q2,Choa Chu Kang,2-room,0
2011-Q2,Choa Chu Kang,3-room,-
2011-Q2,Choa Chu Kang,4-room,388000
2011-Q2,Choa Chu Kang,5-room,440500
2011-Q2,Choa Chu Kang,Executive,546000
2011-Q2,Clementi,1-room,0
2011-Q2,Clementi,2-room,-
2011-Q2,Clementi,3-room,350000
2011-Q2,Clementi,4-room,475000
2011-Q2,Clementi,5-room,-
2011-Q2,Clementi,Executive,-
2011-Q2,Geylang,1-room,0
2011-Q2,Geylang,2-room,-
2011-Q2,Geylang,3-room,295000
2011-Q2,Geylang,4-room,471000
2011-Q2,Geylang,5-room,651500
2011-Q2,Geylang,Executive,-
2011-Q2,Hougang,1-room,0
2011-Q2,Hougang,2-room,0
2011-Q2,Hougang,3-room,311000
2011-Q2,Hougang,4-room,398000
2011-Q2,Hougang,5-room,480000
2011-Q2,Hougang,Executive,550000
2011-Q2,Jurong East,1-room,0
2011-Q2,Jurong East,2-room,0
2011-Q2,Jurong East,3-room,311500
2011-Q2,Jurong East,4-room,404000
2011-Q2,Jurong East,5-room,500900
2011-Q2,Jurong East,Executive,-
2011-Q2,Jurong West,1-room,0
2011-Q2,Jurong West,2-room,0
2011-Q2,Jurong West,3-room,286000
2011-Q2,Jurong West,4-room,390000
2011-Q2,Jurong West,5-room,454000
2011-Q2,Jurong West,Executive,548000
2011-Q2,Kallang/Whampoa,1-room,0
2011-Q2,Kallang/Whampoa,2-room,-
2011-Q2,Kallang/Whampoa,3-room,336500
2011-Q2,Kallang/Whampoa,4-room,480250
2011-Q2,Kallang/Whampoa,5-room,605000
2011-Q2,Kallang/Whampoa,Executive,-
2011-Q2,Marine Parade,1-room,0
2011-Q2,Marine Parade,2-room,0
2011-Q2,Marine Parade,3-room,-
2011-Q2,Marine Parade,4-room,-
2011-Q2,Marine Parade,5-room,-
2011-Q2,Marine Parade,Executive,0
2011-Q2,Pasir Ris,1-room,0
2011-Q2,Pasir Ris,2-room,0
2011-Q2,Pasir Ris,3-room,-
2011-Q2,Pasir Ris,4-room,415000
2011-Q2,Pasir Ris,5-room,485000
2011-Q2,Pasir Ris,Executive,585000
2011-Q2,Punggol,1-room,0
2011-Q2,Punggol,2-room,0
2011-Q2,Punggol,3-room,0
2011-Q2,Punggol,4-room,445000
2011-Q2,Punggol,5-room,505000
2011-Q2,Punggol,Executive,-
2011-Q2,Queenstown,1-room,0
2011-Q2,Queenstown,2-room,-
2011-Q2,Queenstown,3-room,336000
2011-Q2,Queenstown,4-room,644000
2011-Q2,Queenstown,5-room,-
2011-Q2,Queenstown,Executive,-
2011-Q2,Sembawang,1-room,0
2011-Q2,Sembawang,2-room,0
2011-Q2,Sembawang,3-room,0
2011-Q2,Sembawang,4-room,395000
2011-Q2,Sembawang,5-room,440000
2011-Q2,Sembawang,Executive,502500
2011-Q2,Sengkang,1-room,0
2011-Q2,Sengkang,2-room,0
2011-Q2,Sengkang,3-room,0
2011-Q2,Sengkang,4-room,425500
2011-Q2,Sengkang,5-room,485000
2011-Q2,Sengkang,Executive,575000
2011-Q2,Serangoon,1-room,0
2011-Q2,Serangoon,2-room,0
2011-Q2,Serangoon,3-room,324500
2011-Q2,Serangoon,4-room,410000
2011-Q2,Serangoon,5-room,507000
2011-Q2,Serangoon,Executive,-
2011-Q2,Tampines,1-room,0
2011-Q2,Tampines,2-room,0
2011-Q2,Tampines,3-room,340000
2011-Q2,Tampines,4-room,433000
2011-Q2,Tampines,5-room,498000
2011-Q2,Tampines,Executive,601000
2011-Q2,Toa Payoh,1-room,0
2011-Q2,Toa Payoh,2-room,-
2011-Q2,Toa Payoh,3-room,323800
2011-Q2,Toa Payoh,4-room,509000
2011-Q2,Toa Payoh,5-room,662000
2011-Q2,Toa Payoh,Executive,-
2011-Q2,Woodlands,1-room,0
2011-Q2,Woodlands,2-room,0
2011-Q2,Woodlands,3-room,285000
2011-Q2,Woodlands,4-room,368000
2011-Q2,Woodlands,5-room,420000
2011-Q2,Woodlands,Executive,530000
2011-Q2,Yishun,1-room,0
2011-Q2,Yishun,2-room,0
2011-Q2,Yishun,3-room,297500
2011-Q2,Yishun,4-room,358000
2011-Q2,Yishun,5-room,453000
2011-Q2,Yishun,Executive,-
2011-Q3,Ang Mo Kio,1-room,0
2011-Q3,Ang Mo Kio,2-room,-
2011-Q3,Ang Mo Kio,3-room,340800
2011-Q3,Ang Mo Kio,4-room,445500
2011-Q3,Ang Mo Kio,5-room,599000
2011-Q3,Ang Mo Kio,Executive,-
2011-Q3,Bedok,1-room,0
2011-Q3,Bedok,2-room,-
2011-Q3,Bedok,3-room,325500
2011-Q3,Bedok,4-room,420000
2011-Q3,Bedok,5-room,530000
2011-Q3,Bedok,Executive,-
2011-Q3,Bishan,1-room,0
2011-Q3,Bishan,2-room,0
2011-Q3,Bishan,3-room,-
2011-Q3,Bishan,4-room,527000
2011-Q3,Bishan,5-room,647300
2011-Q3,Bishan,Executive,-
2011-Q3,Bukit Batok,1-room,0
2011-Q3,Bukit Batok,2-room,0
2011-Q3,Bukit Batok,3-room,314500
2011-Q3,Bukit Batok,4-room,421000
2011-Q3,Bukit Batok,5-room,568000
2011-Q3,Bukit Batok,Executive,-
2011-Q3,Bukit Merah,1-room,-
2011-Q3,Bukit Merah,2-room,-
2011-Q3,Bukit Merah,3-room,374000
2011-Q3,Bukit Merah,4-room,595900
2011-Q3,Bukit Merah,5-room,715000
2011-Q3,Bukit Merah,Executive,0
2011-Q3,Bukit Panjang,1-room,0
2011-Q3,Bukit Panjang,2-room,0
2011-Q3,Bukit Panjang,3-room,320000
2011-Q3,Bukit Panjang,4-room,394000
2011-Q3,Bukit Panjang,5-room,475000
2011-Q3,Bukit Panjang,Executive,570500
2011-Q3,Bukit Timah,1-room,0
2011-Q3,Bukit Timah,2-room,0
2011-Q3,Bukit Timah,3-room,-
2011-Q3,Bukit Timah,4-room,-
2011-Q3,Bukit Timah,5-room,-
2011-Q3,Bukit Timah,Executive,0
2011-Q3,Central,1-room,0
2011-Q3,Central,2-room,-
2011-Q3,Central,3-room,-
2011-Q3,Central,4-room,-
2011-Q3,Central,5-room,-
2011-Q3,Central,Executive,0
2011-Q3,Choa Chu Kang,1-room,0
2011-Q3,Choa Chu Kang,2-room,0
2011-Q3,Choa Chu Kang,3-room,-
2011-Q3,Choa Chu Kang,4-room,406500
2011-Q3,Choa Chu Kang,5-room,458000
2011-Q3,Choa Chu Kang,Executive,550000
2011-Q3,Clementi,1-room,0
2011-Q3,Clementi,2-room,0
2011-Q3,Clementi,3-room,365000
2011-Q3,Clementi,4-room,500000
2011-Q3,Clementi,5-room,-
2011-Q3,Clementi,Executive,-
2011-Q3,Geylang,1-room,0
2011-Q3,Geylang,2-room,-
2011-Q3,Geylang,3-room,308000
2011-Q3,Geylang,4-room,461500
2011-Q3,Geylang,5-room,638000
2011-Q3,Geylang,Executive,-
2011-Q3,Hougang,1-room,0
2011-Q3,Hougang,2-room,0
2011-Q3,Hougang,3-room,325000
2011-Q3,Hougang,4-room,420000
2011-Q3,Hougang,5-room,505000
2011-Q3,Hougang,Executive,607000
2011-Q3,Jurong East,1-room,0
2011-Q3,Jurong East,2-room,0
2011-Q3,Jurong East,3-room,321000
2011-Q3,Jurong East,4-room,430000
2011-Q3,Jurong East,5-room,506500
2011-Q3,Jurong East,Executive,-
2011-Q3,Jurong West,1-room,0
2011-Q3,Jurong West,2-room,-
2011-Q3,Jurong West,3-room,310000
2011-Q3,Jurong West,4-room,404500
2011-Q3,Jurong West,5-room,470000
2011-Q3,Jurong West,Executive,566000
2011-Q3,Kallang/Whampoa,1-room,0
2011-Q3,Kallang/Whampoa,2-room,-
2011-Q3,Kallang/Whampoa,3-room,330000
2011-Q3,Kallang/Whampoa,4-room,480000
2011-Q3,Kallang/Whampoa,5-room,630000
2011-Q3,Kallang/Whampoa,Executive,-
2011-Q3,Marine Parade,1-room,0
2011-Q3,Marine Parade,2-room,0
2011-Q3,Marine Parade,3-room,413500
2011-Q3,Marine Parade,4-room,-
2011-Q3,Marine Parade,5-room,-
2011-Q3,Marine Parade,Executive,0
2011-Q3,Pasir Ris,1-room,0
2011-Q3,Pasir Ris,2-room,0
2011-Q3,Pasir Ris,3-room,-
2011-Q3,Pasir Ris,4-room,427000
2011-Q3,Pasir Ris,5-room,487500
2011-Q3,Pasir Ris,Executive,587500
2011-Q3,Punggol,1-room,0
2011-Q3,Punggol,2-room,0
2011-Q3,Punggol,3-room,0
2011-Q3,Punggol,4-room,460400
2011-Q3,Punggol,5-room,518000
2011-Q3,Punggol,Executive,-
2011-Q3,Queenstown,1-room,0
2011-Q3,Queenstown,2-room,-
2011-Q3,Queenstown,3-room,352500
2011-Q3,Queenstown,4-room,-
2011-Q3,Queenstown,5-room,-
2011-Q3,Queenstown,Executive,-
2011-Q3,Sembawang,1-room,0
2011-Q3,Sembawang,2-room,0
2011-Q3,Sembawang,3-room,0
2011-Q3,Sembawang,4-room,403000
2011-Q3,Sembawang,5-room,453500
2011-Q3,Sembawang,Executive,-
2011-Q3,Sengkang,1-room,0
