quarter,town,flat_type,price
2015-Q1,Bukit Panjang,2-room,0
2015-Q1,Bukit Panjang,3-room,-
2015-Q1,Bukit Panjang,4-room,365000
2015-Q1,Bukit Panjang,5-room,450000
2015-Q1,Bukit Panjang,Executive,-
2015-Q1,Bukit Timah,1-room,0
2015-Q1,Bukit Timah,2-room,0
2015-Q1,Bukit Timah,3-room,-
2015-Q1,Bukit Timah,4-room,-
2015-Q1,Bukit Timah,5-room,-
2015-Q1,Bukit Timah,Executive,-
2015-Q1,Central,1-room,0
2015-Q1,Central,2-room,-
2015-Q1,Central,3-room,-
2015-Q1,Central,4-room,850000
2015-Q1,Central,5-room,-
2015-Q1,Central,Executive,0
2015-Q1,Choa Chu Kang,1-room,0
2015-Q1,Choa Chu Kang,2-room,0
2015-Q1,Choa Chu Kang,3-room,-
2015-Q1,Choa Chu Kang,4-room,366500
2015-Q1,Choa Chu Kang,5-room,444800
2015-Q1,Choa Chu Kang,Executive,-
2015-Q1,Clementi,1-room,0
2015-Q1,Clementi,2-room,0
2015-Q1,Clementi,3-room,345000
2015-Q1,Clementi,4-room,512800
2015-Q1,Clementi,5-room,-
2015-Q1,Clementi,Executive,0
2015-Q1,Geylang,1-room,0
2015-Q1,Geylang,2-room,-
2015-Q1,Geylang,3-room,299000
2015-Q1,Geylang,4-room,490000
2015-Q1,Geylang,5-room,-
2015-Q1,Geylang,Executive,-
2015-Q1,Hougang,1-room,0
2015-Q1,Hougang,2-room,-
2015-Q1,Hougang,3-room,305000
2015-Q1,Hougang,4-room,400000
2015-Q1,Hougang,5-room,501500
2015-Q1,Hougang,Executive,662500
2015-Q1,Jurong East,1-room,0
2015-Q1,Jurong East,2-room,0
2015-Q1,Jurong East,3-room,315000
2015-Q1,Jurong East,4-room,415000
2015-Q1,Jurong East,5-room,-
2015-Q1,Jurong East,Executive,-
2015-Q1,Jurong West,1-room,0
2015-Q1,Jurong West,2-room,-
2015-Q1,Jurong West,3-room,288000
2015-Q1,Jurong West,4-room,373000
2015-Q1,Jurong West,5-room,455000
2015-Q1,Jurong West,Executive,560000
2015-Q1,Kallang/Whampoa,1-room,0
2015-Q1,Kallang/Whampoa,2-room,-
2015-Q1,Kallang/Whampoa,3-room,360000
2015-Q1,Kallang/Whampoa,4-room,517500
2015-Q1,Kallang/Whampoa,5-room,-
2015-Q1,Kallang/Whampoa,Executive,-
2015-Q1,Marine Parade,1-room,0
2015-Q1,Marine Parade,2-room,0
2015-Q1,Marine Parade,3-room,-
2015-Q1,Marine Parade,4-room,-
2015-Q1,Marine Parade,5-room,-
2015-Q1,Marine Parade,Executive,0
2015-Q1,Pasir Ris,1-room,0
2015-Q1,Pasir Ris,2-room,0
2015-Q1,Pasir Ris,3-room,-
2015-Q1,Pasir Ris,4-room,410000
2015-Q1,Pasir Ris,5-room,485000
2015-Q1,Pasir Ris,Executive,580000
2015-Q1,Punggol,1-room,0
2015-Q1,Punggol,2-room,0
2015-Q1,Punggol,3-room,0
2015-Q1,Punggol,4-room,430000
2015-Q1,Punggol,5-room,465000
2015-Q1,Punggol,Executive,-
2015-Q1,Queenstown,1-room,0
2015-Q1,Queenstown,2-room,-
2015-Q1,Queenstown,3-room,362500
2015-Q1,Queenstown,4-room,679000
2015-Q1,Queenstown,5-room,-
2015-Q1,Queenstown,Executive,0
2015-Q1,Sembawang,1-room,0
2015-Q1,Sembawang,2-room,0
2015-Q1,Sembawang,3-room,0
2015-Q1,Sembawang,4-room,370000
2015-Q1,Sembawang,5-room,428000
2015-Q1,Sembawang,Executive,-
2015-Q1,Sengkang,1-room,0
2015-Q1,Sengkang,2-room,0
2015-Q1,Sengkang,3-room,-
2015-Q1,Sengkang,4-room,420000
2015-Q1,Sengkang,5-room,460000
2015-Q1,Sengkang,Executive,580000
2015-Q1,Serangoon,1-room,0
2015-Q1,Serangoon,2-room,0
2015-Q1,Serangoon,3-room,348000
2015-Q1,Serangoon,4-room,453000
2015-Q1,Serangoon,5-room,-
2015-Q1,Serangoon,Executive,-
2015-Q1,Tampines,1-room,0
2015-Q1,Tampines,2-room,0
2015-Q1,Tampines,3-room,333000
2015-Q1,Tampines,4-room,420000
2015-Q1,Tampines,5-room,525000
2015-Q1,Tampines,Executive,669000
2015-Q1,Toa Payoh,1-room,0
2015-Q1,Toa Payoh,2-room,-
2015-Q1,Toa Payoh,3-room,320000
2015-Q1,Toa Payoh,4-room,552500
2015-Q1,Toa Payoh,5-room,-
2015-Q1,Toa Payoh,Executive,-
2015-Q1,Woodlands,1-room,0
2015-Q1,Woodlands,2-room,-
2015-Q1,Woodlands,3-room,275000
2015-Q1,Woodlands,4-room,360000
2015-Q1,Woodlands,5-room,425000
2015-Q1,Woodlands,Executive,-
2015-Q1,Yishun,1-room,0
2015-Q1,Yishun,2-room,0
2015-Q1,Yishun,3-room,292000
2015-Q1,Yishun,4-room,360000
2015-Q1,Yishun,5-room,460000
2015-Q1,Yishun,Executive,-
2015-Q2,Ang Mo Kio,1-room,0
2015-Q2,Ang Mo Kio,2-room,-
2015-Q2,Ang Mo Kio,3-room,313500
2015-Q2,Ang Mo Kio,4-room,450000
2015-Q2,Ang Mo Kio,5-room,640000
2015-Q2,Ang Mo Kio,Executive,0
2015-Q2,Bedok,1-room,0
2015-Q2,Bedok,2-room,-
2015-Q2,Bedok,3-room,308000
2015-Q2,Bedok,4-room,410000
2015-Q2,Bedok,5-room,556500
2015-Q2,Bedok,Executive,-
2015-Q2,Bishan,1-room,0
2015-Q2,Bishan,2-room,0
2015-Q2,Bishan,3-room,-
2015-Q2,Bishan,4-room,530000
2015-Q2,Bishan,5-room,-
2015-Q2,Bishan,Executive,-
2015-Q2,Bukit Batok,1-room,0
2015-Q2,Bukit Batok,2-room,0
2015-Q2,Bukit Batok,3-room,288000
2015-Q2,Bukit Batok,4-room,407000
2015-Q2,Bukit Batok,5-room,555000
2015-Q2,Bukit Batok,Executive,-
2015-Q2,Bukit Merah,1-room,-
2015-Q2,Bukit Merah,2-room,-
2015-Q2,Bukit Merah,3-room,376900
2015-Q2,Bukit Merah,4-room,615000
2015-Q2,Bukit Merah,5-room,783500
2015-Q2,Bukit Merah,Executive,0
2015-Q2,Bukit Panjang,1-room,0
2015-Q2,Bukit Panjang,2-room,0
2015-Q2,Bukit Panjang,3-room,295000
2015-Q2,Bukit Panjang,4-room,355000
2015-Q2,Bukit Panjang,5-room,472500
2015-Q2,Bukit Panjang,Executive,-
2015-Q2,Bukit Timah,1-room,0
2015-Q2,Bukit Timah,2-room,0
2015-Q2,Bukit Timah,3-room,-
2015-Q2,Bukit Timah,4-room,-
2015-Q2,Bukit Timah,5-room,-
2015-Q2,Bukit Timah,Executive,-
2015-Q2,Central,1-room,0
2015-Q2,Central,2-room,-
2015-Q2,Central,3-room,-
2015-Q2,Central,4-room,855000
2015-Q2,Central,5-room,-
2015-Q2,Central,Executive,0
2015-Q2,Choa Chu Kang,1-room,0
2015-Q2,Choa Chu Kang,2-room,0
2015-Q2,Choa Chu Kang,3-room,-
2015-Q2,Choa Chu Kang,4-room,355000
2015-Q2,Choa Chu Kang,5-room,425000
2015-Q2,Choa Chu Kang,Executive,-
2015-Q2,Clementi,1-room,0
2015-Q2,Clementi,2-room,0
2015-Q2,Clementi,3-room,340000
2015-Q2,Clementi,4-room,508000
2015-Q2,Clementi,5-room,-
2015-Q2,Clementi,Executive,0
2015-Q2,Geylang,1-room,0
2015-Q2,Geylang,2-room,-
2015-Q2,Geylang,3-room,300900
2015-Q2,Geylang,4-room,453000
2015-Q2,Geylang,5-room,-
2015-Q2,Geylang,Executive,-
2015-Q2,Hougang,1-room,0
2015-Q2,Hougang,2-room,-
2015-Q2,Hougang,3-room,308000
2015-Q2,Hougang,4-room,400000
2015-Q2,Hougang,5-room,500000
2015-Q2,Hougang,Executive,639000
2015-Q2,Jurong East,1-room,0
2015-Q2,Jurong East,2-room,0
2015-Q2,Jurong East,3-room,310000
2015-Q2,Jurong East,4-room,411000
2015-Q2,Jurong East,5-room,540000
2015-Q2,Jurong East,Executive,-
2015-Q2,Jurong West,1-room,0
2015-Q2,Jurong West,2-room,-
2015-Q2,Jurong West,3-room,285500
2015-Q2,Jurong West,4-room,377900
2015-Q2,Jurong West,5-room,455000
2015-Q2,Jurong West,Executive,565000
2015-Q2,Kallang/Whampoa,1-room,0
2015-Q2,Kallang/Whampoa,2-room,-
2015-Q2,Kallang/Whampoa,3-room,359300
2015-Q2,Kallang/Whampoa,4-room,520000
2015-Q2,Kallang/Whampoa,5-room,697500
2015-Q2,Kallang/Whampoa,Executive,-
2015-Q2,Marine Parade,1-room,0
2015-Q2,Marine Parade,2-room,0
2015-Q2,Marine Parade,3-room,-
2015-Q2,Marine Parade,4-room,-
2015-Q2,Marine Parade,5-room,-
2015-Q2,Marine Parade,Executive,0
2015-Q2,Pasir Ris,1-room,0
2015-Q2,Pasir Ris,2-room,0
2015-Q2,Pasir Ris,3-room,-
2015-Q2,Pasir Ris,4-room,400000
2015-Q2,Pasir Ris,5-room,470000
2015-Q2,Pasir Ris,Executive,595000
2015-Q2,Punggol,1-room,0
2015-Q2,Punggol,2-room,0
2015-Q2,Punggol,3-room,0
2015-Q2,Punggol,4-room,420000
2015-Q2,Punggol,5-room,447500
2015-Q2,Punggol,Executive,-
2015-Q2,Queenstown,1-room,0
2015-Q2,Queenstown,2-room,-
2015-Q2,Queenstown,3-room,380000
2015-Q2,Queenstown,4-room,655000
2015-Q2,Queenstown,5-room,-
2015-Q2,Queenstown,Executive,0
2015-Q2,Sembawang,1-room,0
2015-Q2,Sembawang,2-room,0
2015-Q2,Sembawang,3-room,0
2015-Q2,Sembawang,4-room,370000
2015-Q2,Sembawang,5-room,418000
2015-Q2,Sembawang,Executive,499000
2015-Q2,Sengkang,1-room,0
2015-Q2,Sengkang,2-room,0
2015-Q2,Sengkang,3-room,-
2015-Q2,Sengkang,4-room,412000
2015-Q2,Sengkang,5-room,456000
2015-Q2,Sengkang,Executive,568000
2015-Q2,Serangoon,1-room,0
2015-Q2,Serangoon,2-room,0
2015-Q2,Serangoon,3-room,336500
2015-Q2,Serangoon,4-room,460000
2015-Q2,Serangoon,5-room,-
2015-Q2,Serangoon,Executive,-
2015-Q2,Tampines,1-room,0
2015-Q2,Tampines,2-room,0
2015-Q2,Tampines,3-room,330000
2015-Q2,Tampines,4-room,425000
2015-Q2,Tampines,5-room,521000
2015-Q2,Tampines,Executive,688900
2015-Q2,Toa Payoh,1-room,0
2015-Q2,Toa Payoh,2-room,-
2015-Q2,Toa Payoh,3-room,310000
2015-Q2,Toa Payoh,4-room,480000
2015-Q2,Toa Payoh,5-room,-
2015-Q2,Toa Payoh,Executive,-
2015-Q2,Woodlands,1-room,0
2015-Q2,Woodlands,2-room,-
2015-Q2,Woodlands,3-room,274500
2015-Q2,Woodlands,4-room,360000
2015-Q2,Woodlands,5-room,425000
2015-Q2,Woodlands,Executive,595000
2015-Q2,Yishun,1-room,0
2015-Q2,Yishun,2-room,0
2015-Q2,Yishun,3-room,290000
2015-Q2,Yishun,4-room,358000
2015-Q2,Yishun,5-room,469900
2015-Q2,Yishun,Executive,-
2015-Q3,Ang Mo Kio,1-room,0
2015-Q3,Ang Mo Kio,2-room,-
2015-Q3,Ang Mo Kio,3-room,320000
2015-Q3,Ang Mo Kio,4-room,450000
2015-Q3,Ang Mo Kio,5-room,633000
2015-Q3,Ang Mo Kio,Executive,0
2015-Q3,Bedok,1-room,0
2015-Q3,Bedok,2-room,-
2015-Q3,Bedok,3-room,308000
2015-Q3,Bedok,4-room,408000
2015-Q3,Bedok,5-room,565300
2015-Q3,Bedok,Executive,-
2015-Q3,Bishan,1-room,0
2015-Q3,Bishan,2-room,0
2015-Q3,Bishan,3-room,-
2015-Q3,Bishan,4-room,537500
2015-Q3,Bishan,5-room,-
2015-Q3,Bishan,Executive,-
2015-Q3,Bukit Batok,1-room,0
2015-Q3,Bukit Batok,2-room,0
2015-Q3,Bukit Batok,3-room,288000
2015-Q3,Bukit Batok,4-room,410000
2015-Q3,Bukit Batok,5-room,-
2015-Q3,Bukit Batok,Executive,-
2015-Q3,Bukit Merah,1-room,-
2015-Q3,Bukit Merah,2-room,-
2015-Q3,Bukit Merah,3-room,361000
2015-Q3,Bukit Merah,4-room,670000
2015-Q3,Bukit Merah,5-room,761500
2015-Q3,Bukit Merah,Executive,0
2015-Q3,Bukit Panjang,1-room,0
2015-Q3,Bukit Panjang,2-room,0
2015-Q3,Bukit Panjang,3-room,283500
2015-Q3,Bukit Panjang,4-room,365000
2015-Q3,Bukit Panjang,5-room,449000
2015-Q3,Bukit Panjang,Executive,-
2015-Q3,Bukit Timah,1-room,0
2015-Q3,Bukit Timah,2-room,0
2015-Q3,Bukit Timah,3-room,-
2015-Q3,Bukit Timah,4-room,-
2015-Q3,Bukit Timah,5-room,0
2015-Q3,Bukit Timah,Executive,-
2015-Q3,Central,1-room,0
2015-Q3,Central,2-room,0
2015-Q3,Central,3-room,-
2015-Q3,Central,4-room,839400
2015-Q3,Central,5-room,-
2015-Q3,Central,Executive,0
2015-Q3,Choa Chu Kang,1-room,0
2015-Q3,Choa Chu Kang,2-room,0
2015-Q3,Choa Chu Kang,3-room,-
2015-Q3,Choa Chu Kang,4-room,350000
2015-Q3,Choa Chu Kang,5-room,415500
2015-Q3,Choa Chu Kang,Executive,-
2015-Q3,Clementi,1-room,0
2015-Q3,Clementi,2-room,-
2015-Q3,Clementi,3-room,350000
2015-Q3,Clementi,4-room,507500
2015-Q3,Clementi,5-room,-
2015-Q3,Clementi,Executive,-
2015-Q3,Geylang,1-room,0
2015-Q3,Geylang,2-room,-
2015-Q3,Geylang,3-room,280000
2015-Q3,Geylang,4-room,490000
2015-Q3,Geylang,5-room,600000
2015-Q3,Geylang,Executive,-
2015-Q3,Hougang,1-room,0
2015-Q3,Hougang,2-room,-
2015-Q3,Hougang,3-room,300000
2015-Q3,Hougang,4-room,390000
2015-Q3,Hougang,5-room,481500
2015-Q3,Hougang,Executive,657500
2015-Q3,Jurong East,1-room,0
2015-Q3,Jurong East,2-room,0
2015-Q3,Jurong East,3-room,297500
2015-Q3,Jurong East,4-room,400000
2015-Q3,Jurong East,5-room,-
2015-Q3,Jurong East,Executive,-
2015-Q3,Jurong West,1-room,0
2015-Q3,Jurong West,2-room,-
2015-Q3,Jurong West,3-room,285000
2015-Q3,Jurong West,4-room,373000
2015-Q3,Jurong West,5-room,445000
2015-Q3,Jurong West,Executive,547500
2015-Q3,Kallang/Whampoa,1-room,0
2015-Q3,Kallang/Whampoa,2-room,-
2015-Q3,Kallang/Whampoa,3-room,310000
2015-Q3,Kallang/Whampoa,4-room,580000
2015-Q3,Kallang/Whampoa,5-room,-
2015-Q3,Kallang/Whampoa,Executive,0
2015-Q3,Marine Parade,1-room,0
2015-Q3,Marine Parade,2-room,0
2015-Q3,Marine Parade,3-room,-
2015-Q3,Marine Parade,4-room,-
2015-Q3,Marine Parade,5-room,-
2015-Q3,Marine Parade,Executive,0
2015-Q3,Pasir Ris,1-room,0
2015-Q3,Pasir Ris,2-room,0
2015-Q3,Pasir Ris,3-room,-
2015-Q3,Pasir Ris,4-room,407500
2015-Q3,Pasir Ris,5-room,469000
2015-Q3,Pasir Ris,Executive,625000
2015-Q3,Punggol,1-room,0
2015-Q3,Punggol,2-room,0
2015-Q3,Punggol,3-room,-
2015-Q3,Punggol,4-room,410000
2015-Q3,Punggol,5-room,446500
2015-Q3,Punggol,Executive,-
2015-Q3,Queenstown,1-room,0
2015-Q3,Queenstown,2-room,-
2015-Q3,Queenstown,3-room,370300
2015-Q3,Queenstown,4-room,685000
2015-Q3,Queenstown,5-room,-
2015-Q3,Queenstown,Executive,-
2015-Q3,Sembawang,1-room,0
2015-Q3,Sembawang,2-room,-
2015-Q3,Sembawang,3-room,0
2015-Q3,Sembawang,4-room,375000
2015-Q3,Sembawang,5-room,420000
2015-Q3,Sembawang,Executive,500000
2015-Q3,Sengkang,1-room,0
2015-Q3,Sengkang,2-room,-
2015-Q3,Sengkang,3-room,-
2015-Q3,Sengkang,4-room,409000
2015-Q3,Sengkang,5-room,460000
2015-Q3,Sengkang,Executive,540800
2015-Q3,Serangoon,1-room,0
2015-Q3,Serangoon,2-room,0
2015-Q3,Serangoon,3-room,328000
2015-Q3,Serangoon,4-room,485000
2015-Q3,Serangoon,5-room,-
2015-Q3,Serangoon,Executive,-
2015-Q3,Tampines,1-room,0
2015-Q3,Tampines,2-room,0
2015-Q3,Tampines,3-room,328000
2015-Q3,Tampines,4-room,424400
2015-Q3,Tampines,5-room,515500
2015-Q3,Tampines,Executive,670000
2015-Q3,Toa Payoh,1-room,0
2015-Q3,Toa Payoh,2-room,-
2015-Q3,Toa Payoh,3-room,315000
2015-Q3,Toa Payoh,4-room,503000
2015-Q3,Toa Payoh,5-room,645000
2015-Q3,Toa Payoh,Executive,-
2015-Q3,Woodlands,1-room,0
2015-Q3,Woodlands,2-room,0
2015-Q3,Woodlands,3-room,268000
2015-Q3,Woodlands,4-room,355000
2015-Q3,Woodlands,5-room,425000
2015-Q3,Woodlands,Executive,568000
2015-Q3,Yishun,1-room,0
2015-Q3,Yishun,2-room,0
2015-Q3,Yishun,3-room,290000
2015-Q3,Yishun,4-room,365000
2015-Q3,Yishun,5-room,455000
2015-Q3,Yishun,Executive,-
2015-Q4,Ang Mo Kio,1-room,0
2015-Q4,Ang Mo Kio,2-room,-
2015-Q4,Ang Mo Kio,3-room,318000
2015-Q4,Ang Mo Kio,4-room,464000
2015-Q4,Ang Mo Kio,5-room,648000
2015-Q4,Ang Mo Kio,Executive,-
2015-Q4,Bedok,1-room,0
2015-Q4,Bedok,2-room,-
2015-Q4,Bedok,3-room,300000
2015-Q4,Bedok,4-room,415000
2015-Q4,Bedok,5-room,587500
2015-Q4,Bedok,Executive,-
2015-Q4,Bishan,1-room,0
2015-Q4,Bishan,2-room,0
2015-Q4,Bishan,3-room,-
2015-Q4,Bishan,4-room,535000
2015-Q4,Bishan,5-room,730000
2015-Q4,Bishan,Executive,-
2015-Q4,Bukit Batok,1-room,0
2015-Q4,Bukit Batok,2-room,0
2015-Q4,Bukit Batok,3-room,280000
2015-Q4,Bukit Batok,4-room,402000
2015-Q4,Bukit Batok,5-room,538500
2015-Q4,Bukit Batok,Executive,-
2015-Q4,Bukit Merah,1-room,-
2015-Q4,Bukit Merah,2-room,-
2015-Q4,Bukit Merah,3-room,385000
2015-Q4,Bukit Merah,4-room,640000
2015-Q4,Bukit Merah,5-room,728000
2015-Q4,Bukit Merah,Executive,0
2015-Q4,Bukit Panjang,1-room,0
2015-Q4,Bukit Panjang,2-room,0
2015-Q4,Bukit Panjang,3-room,-
2015-Q4,Bukit Panjang,4-room,350000
2015-Q4,Bukit Panjang,5-room,449400
2015-Q4,Bukit Panjang,Executive,580000
2015-Q4,Bukit Timah,1-room,0
2015-Q4,Bukit Timah,2-room,0
2015-Q4,Bukit Timah,3-room,-
2015-Q4,Bukit Timah,4-room,-
2015-Q4,Bukit Timah,5-room,-
2015-Q4,Bukit Timah,Executive,0
2015-Q4,Central,1-room,0
2015-Q4,Central,2-room,-
2015-Q4,Central,3-room,425000
2015-Q4,Central,4-room,835000
2015-Q4,Central,5-room,-
2015-Q4,Central,Executive,0
2015-Q4,Choa Chu Kang,1-room,0
2015-Q4,Choa Chu Kang,2-room,-
2015-Q4,Choa Chu Kang,3-room,-
2015-Q4,Choa Chu Kang,4-room,353000
2015-Q4,Choa Chu Kang,5-room,416500
2015-Q4,Choa Chu Kang,Executive,557500
2015-Q4,Clementi,1-room,0
2015-Q4,Clementi,2-room,0
2015-Q4,Clementi,3-room,320000
2015-Q4,Clementi,4-room,535000
2015-Q4,Clementi,5-room,-
2015-Q4,Clementi,Executive,-
2015-Q4,Geylang,1-room,0
2015-Q4,Geylang,2-room,-
2015-Q4,Geylang,3-room,288000
2015-Q4,Geylang,4-room,500000
2015-Q4,Geylang,5-room,-
2015-Q4,Geylang,Executive,-
2015-Q4,Hougang,1-room,0
2015-Q4,Hougang,2-room,0
2015-Q4,Hougang,3-room,300000
2015-Q4,Hougang,4-room,398000
2015-Q4,Hougang,5-room,490000
2015-Q4,Hougang,Executive,638000
2015-Q4,Jurong East,1-room,0
2015-Q4,Jurong East,2-room,0
2015-Q4,Jurong East,3-room,303000
2015-Q4,Jurong East,4-room,416000
2015-Q4,Jurong East,5-room,-
2015-Q4,Jurong East,Executive,-
2015-Q4,Jurong West,1-room,0
2015-Q4,Jurong West,2-room,-
2015-Q4,Jurong West,3-room,287500
2015-Q4,Jurong West,4-room,380000
2015-Q4,Jurong West,5-room,458000
2015-Q4,Jurong West,Executive,556500
2015-Q4,Kallang/Whampoa,1-room,0
2015-Q4,Kallang/Whampoa,2-room,-
2015-Q4,Kallang/Whampoa,3-room,328000
2015-Q4,Kallang/Whampoa,4-room,546000
2015-Q4,Kallang/Whampoa,5-room,666000
2015-Q4,Kallang/Whampoa,Executive,-
2015-Q4,Marine Parade,1-room,0
2015-Q4,Marine Parade,2-room,0
2015-Q4,Marine Parade,3-room,-
2015-Q4,Marine Parade,4-room,-
2015-Q4,Marine Parade,5-room,-
2015-Q4,Marine Parade,Executive,0
2015-Q4,Pasir Ris,1-room,0
2015-Q4,Pasir Ris,2-room,0
2015-Q4,Pasir Ris,3-room,0
2015-Q4,Pasir Ris,4-room,397000
2015-Q4,Pasir Ris,5-room,468000
2015-Q4,Pasir Ris,Executive,600000
2015-Q4,Punggol,1-room,0
2015-Q4,Punggol,2-room,-
2015-Q4,Punggol,3-room,-
2015-Q4,Punggol,4-room,420000
2015-Q4,Punggol,5-room,446900
2015-Q4,Punggol,Executive,-
2015-Q4,Queenstown,1-room,0
2015-Q4,Queenstown,2-room,-
2015-Q4,Queenstown,3-room,367500
2015-Q4,Queenstown,4-room,699000
2015-Q4,Queenstown,5-room,-
2015-Q4,Queenstown,Executive,-
2015-Q4,Sembawang,1-room,0
2015-Q4,Sembawang,2-room,0
2015-Q4,Sembawang,3-room,0
2015-Q4,Sembawang,4-room,360000
2015-Q4,Sembawang,5-room,420000
2015-Q4,Sembawang,Executive,500000
2015-Q4,Sengkang,1-room,0
2015-Q4,Sengkang,2-room,-
2015-Q4,Sengkang,3-room,-
2015-Q4,Sengkang,4-room,402900
2015-Q4,Sengkang,5-room,455000
2015-Q4,Sengkang,Executive,556900
2015-Q4,Serangoon,1-room,0
2015-Q4,Serangoon,2-room,0
2015-Q4,Serangoon,3-room,321500
2015-Q4,Serangoon,4-room,428000
2015-Q4,Serangoon,5-room,-
2015-Q4,Serangoon,Executive,-
2015-Q4,Tampines,1-room,0
2015-Q4,Tampines,2-room,0
2015-Q4,Tampines,3-room,320000
2015-Q4,Tampines,4-room,420000
2015-Q4,Tampines,5-room,519700
2015-Q4,Tampines,Executive,660000
2015-Q4,Toa Payoh,1-room,0
2015-Q4,Toa Payoh,2-room,-
2015-Q4,Toa Payoh,3-room,303000
2015-Q4,Toa Payoh,4-room,530000
2015-Q4,Toa Payoh,5-room,770000
2015-Q4,Toa Payoh,Executive,-
2015-Q4,Woodlands,1-room,0
2015-Q4,Woodlands,2-room,0
2015-Q4,Woodlands,3-room,273000
2015-Q4,Woodlands,4-room,365000
2015-Q4,Woodlands,5-room,429900
2015-Q4,Woodlands,Executive,585000
2015-Q4,Yishun,1-room,0
2015-Q4,Yishun,2-room,0
2015-Q4,Yishun,3-room,290000
2015-Q4,Yishun,4-room,354000
2015-Q4,Yishun,5-room,450000
2015-Q4,Yishun,Executive,-
2016-Q1,Ang Mo Kio,1-room,0
2016-Q1,Ang Mo Kio,2-room,-
2016-Q1,Ang Mo Kio,3-room,318000
2016-Q1,Ang Mo Kio,4-room,465000
2016-Q1,Ang Mo Kio,5-room,680000
2016-Q1,Ang Mo Kio,Executive,-
2016-Q1,Bedok,1-room,0
2016-Q1,Bedok,2-room,-
2016-Q1,Bedok,3-room,300000
2016-Q1,Bedok,4-room,400000
2016-Q1,Bedok,5-room,573000
2016-Q1,Bedok,Executive,-
2016-Q1,Bishan,1-room,0
2016-Q1,Bishan,2-room,0
2016-Q1,Bishan,3-room,-
2016-Q1,Bishan,4-room,545000
2016-Q1,Bishan,5-room,739000
2016-Q1,Bishan,Executive,-
2016-Q1,Bukit Batok,1-room,0
2016-Q1,Bukit Batok,2-room,0
2016-Q1,Bukit Batok,3-room,288000
2016-Q1,Bukit Batok,4-room,400000
2016-Q1,Bukit Batok,5-room,-
2016-Q1,Bukit Batok,Executive,-
2016-Q1,Bukit Merah,1-room,-
2016-Q1,Bukit Merah,2-room,-
2016-Q1,Bukit Merah,3-room,350000
2016-Q1,Bukit Merah,4-room,605000
2016-Q1,Bukit Merah,5-room,750000
2016-Q1,Bukit Merah,Executive,0
2016-Q1,Bukit Panjang,1-room,0
2016-Q1,Bukit Panjang,2-room,-
2016-Q1,Bukit Panjang,3-room,285000
2016-Q1,Bukit Panjang,4-room,356600
2016-Q1,Bukit Panjang,5-room,455000
2016-Q1,Bukit Panjang,Executive,-
2016-Q1,Bukit Timah,1-room,0
2016-Q1,Bukit Timah,2-room,0
2016-Q1,Bukit Timah,3-room,0
2016-Q1,Bukit Timah,4-room,-
2016-Q1,Bukit Timah,5-room,-
2016-Q1,Bukit Timah,Executive,-
2016-Q1,Central,1-room,0
2016-Q1,Central,2-room,-
2016-Q1,Central,3-room,445000
2016-Q1,Central,4-room,-
2016-Q1,Central,5-room,-
2016-Q1,Central,Executive,0
2016-Q1,Choa Chu Kang,1-room,0
2016-Q1,Choa Chu Kang,2-room,-
2016-Q1,Choa Chu Kang,3-room,-
2016-Q1,Choa Chu Kang,4-room,352000
2016-Q1,Choa Chu Kang,5-room,416500
2016-Q1,Choa Chu Kang,Executive,557900
2016-Q1,Clementi,1-room,0
2016-Q1,Clementi,2-room,0
2016-Q1,Clementi,3-room,330000
2016-Q1,Clementi,4-room,514000
2016-Q1,Clementi,5-room,-
2016-Q1,Clementi,Executive,-
2016-Q1,Geylang,1-room,0
2016-Q1,Geylang,2-room,-
2016-Q1,Geylang,3-room,275000
2016-Q1,Geylang,4-room,457500
2016-Q1,Geylang,5-room,-
2016-Q1,Geylang,Executive,-
2016-Q1,Hougang,1-room,0
2016-Q1,Hougang,2-room,-
2016-Q1,Hougang,3-room,298000
2016-Q1,Hougang,4-room,383900
2016-Q1,Hougang,5-room,500000
2016-Q1,Hougang,Executive,-
2016-Q1,Jurong East,1-room,0
2016-Q1,Jurong East,2-room,-
2016-Q1,Jurong East,3-room,300000
2016-Q1,Jurong East,4-room,405000
2016-Q1,Jurong East,5-room,607000
2016-Q1,Jurong East,Executive,-
2016-Q1,Jurong West,1-room,0
2016-Q1,Jurong West,2-room,-
2016-Q1,Jurong West,3-room,285000
2016-Q1,Jurong West,4-room,384000
2016-Q1,Jurong West,5-room,480000
2016-Q1,Jurong West,Executive,570000
2016-Q1,Kallang/Whampoa,1-room,0
2016-Q1,Kallang/Whampoa,2-room,-
2016-Q1,Kallang/Whampoa,3-room,342000
2016-Q1,Kallang/Whampoa,4-room,572500
2016-Q1,Kallang/Whampoa,5-room,-
2016-Q1,Kallang/Whampoa,Executive,-
2016-Q1,Marine Parade,1-room,0
2016-Q1,Marine Parade,2-room,0
2016-Q1,Marine Parade,3-room,-
2016-Q1,Marine Parade,4-room,-
2016-Q1,Marine Parade,5-room,-
2016-Q1,Marine Parade,Executive,0
2016-Q1,Pasir Ris,1-room,0
2016-Q1,Pasir Ris,2-room,0
2016-Q1,Pasir Ris,3-room,0
2016-Q1,Pasir Ris,4-room,402000
2016-Q1,Pasir Ris,5-room,475000
2016-Q1,Pasir Ris,Executive,594000
2016-Q1,Punggol,1-room,0
2016-Q1,Punggol,2-room,-
