NUNCUESTI;P0;P1;P2A;P2B;P3A;P3B;P3C;P3D;P3E;P3F;P3G;P3H;P3I;P3J;P3K;P3L;P3M;P4A;P4B;P5;P141;P142;P151;P152;P161;P162;P163;P164;P165;P166;P167;P168;P169;P1610;P1611;P1612;P1613;P1614;P1615;P1616;P1617;P17;P29;P301;P302;P31;P32LIT;P32;P33;P34;P35;P361;P362;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;SECCION;BARRIO;CODBARRIO;DISTRITO
11898714;1;5;3;3;3;2;2;1;2;1;2;3;2;2;2;3;3;4;3;2;3;3;3;2;5;4;2;4;4;5;6;5;4;4;6;7;11;2;4;11;2;2;2;84;5;1; ;724;1;4;1;;2;3;;2;2;98;1;3;5;99;1;3;69;Castillejos;63;6
11322803;1;5;2;3;2;3;2;1;2;1;3;3;3;2;3;3;3;3;3;2;3;2;3;2;5;4;0;5;2;6;6;5;3;7;6;9;9;6;5;4;1;2;2;40;2;1;peru;604;1;2;3;;4;1;8;1;1;2;1;3;5;6;2;3;79;Zofio;126;12
11133621;1;5;3;3;3;3;3;2;2;1;2;3;3;3;3;3;2;4;4;3;3;2;3;2;2;2;1;2;1;1;2;2;3;3;3;1;2;2;2;2;2;2;2;72;5;1; ;724;1;1;3;;6;8;;2;2;2;1;3;6;1;3;3;32;Estrella;33;3
10729296;1;5;3;3;2;3;1;1;1;1;3;3;3;3;3;3;3;3;4;1;2;1;2;1;8;10;0;5;0;9;10;10;0;0;0;10;1;9;5;7;10;2;1;32;2;1;ecuador;218;2;1;4;;3;4;8;9;9;2;1;5;99;6;2;2;32;Puerta del Ángel;102;10
11823064;1;1;3;3;3;3;3;1;1;1;2;3;3;3;3;3;3;4;3;2;3;3;3;3;8;2;0;2;2;6;3;2;8;8;7;10;3;1;2;1;2;2;2;42;2;1;filipinas;608;1;1;3;;6;1;8;1;1;2;1;4;5;6;2;3;127;Almenara;64;6
11162900;1;5;3;3;3;3;3;2;2;2;2;3;3;2;3;2;2;4;4;3;3;2;3;2;4;3;1;1;2;2;2;2;3;4;4;6;4;4;4;5;6;2;1;26;1;1; ;724;1;2;6;;4;1;5;1;1;5;1;3;5;6;2;3;32;Estrella;33;3
11898698;1;5;3;3;3;3;3;2;2;2;2;2;2;2;3;2;2;4;3;2;3;3;3;2;5;3;0;2;1;3;4;5;4;4;5;7;3;3;4;5;11;2;2;69;5;1; ;724;1;1;3;;2;3;;1;1;99;2;4;5;6;2;3;72;Almenara;64;6
10991096;1;3;1;4;3;3;3;2;2;2;2;3;3;3;3;3;3;2;4;2;3;2;3;2;3;0;0;3;3;2;1;2;1;3;2;5;1;1;2;1;1;2;2;28;1;1; ;724;1;1;3;;5;1;4;1;1;4;2;3;5;99;2;3;22;Alameda de Osuna;211;21
11045081;1;3;3;3;2;4;2;2;2;1;2;1;2;2;3;3;3;5;4;1;3;3;3;3;6;4;1;6;1;1;3;4;3;2;2;5;1;4;4;1;3;2;2;34;2;1;honduras;340;2;2;6;;4;1;5;1;1;2;2;5;5;7;2;1;42;Goya;42;4
11898722;1;5;1;3;2;3;2;2;3;3;3;3;3;3;2;3;3;4;3;2;3;2;2;2;7;5;1;3;4;6;2;3;2;6;3;9;4;4;6;6;1;2;2;74;5;1; ;724;1;4;1;;2;3;;2;2;2;1;4;5;6;3;3;58;Castillejos;63;6
11018301;1;3;2;3;3;3;2;2;1;2;2;3;2;2;3;2;2;3;4;1;3;2;3;2;5;2;1;5;2;4;5;6;6;6;6;5;4;5;6;6;5;2;1;34;2;1;ecuador;218;2;1;4;;2;1;7;1;1;3;1;3;7;99;2;3;4;Bellas Vistas;61;6
11101916;1;5;2;3;2;3;3;1;1;1;2;3;3;1;4;3;3;3;4;3;2;1;3;1;10;1;3;10;0;7;8;8;7;8;8;9;6;8;10;9;11;2;1;63;4;1; ;724;1;1;4;;2;4;6;2;2;2;1;4;4;2;2;3;43;San Cristóbal;172;17
11592398;1;5;3;3;3;2;3;2;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;8;1;2;0;1;1;1;1;2;2;2;1;7;2;3;1;1;1;2;1;89;5;1; ;724;1;1;1;;3;2;;2;2;98;2;4;5;6;1;3;27;Corralejos;215;21
11823069;1;3;3;3;3;3;2;2;2;2;2;3;3;2;3;3;3;4;4;3;3;3;3;3;5;1;0;4;1;3;2;4;3;3;5;8;1;2;2;3;6;1;2;55;4;1;paraguay;600;2;3;6;;3;1;8;1;1;2;1;4;5;7;2;3;127;Almenara;64;6
11515551;1;5;4;4;3;3;3;8;2;2;3;4;3;3;3;3;3;4;4;3;3;2;3;2;4;1;1;1;1;2;1;1;1;1;2;4;2;4;1;1;1;2;2;67;5;1; ;724;1;4;1;;2;7;;2;2;2;2;4;98;99;3;3;18;Ambroz;192;19
11898713;1;3;3;3;3;2;2;2;2;1;3;2;8;2;3;3;3;4;3;2;3;3;3;3;6;3;0;2;1;2;2;1;5;2;4;6;2;4;5;3;3;2;2;28;1;1;bulgaria;100;2;1;3;;6;1;3;1;1;99;1;4;5;7;2;3;69;Castillejos;63;6
10614679;1;5;4;4;3;3;3;2;2;2;2;3;3;3;2;3;4;4;4;8;3;3;3;3;5;5;5;5;6;4;5;5;5;7;5;7;5;6;8;7;3;2;2;50;3;1;polonia;616;2;1;4;;4;7;;1;1;3;1;5;5;6;3;3;7;Casco Historico de Vicálvaro;191;19
10946086;1;5;3;3;3;4;2;2;1;2;3;4;3;2;3;4;3;4;4;3;4;3;4;3;5;2;1;8;7;8;7;8;9;10;7;8;5;7;8;5;4;2;1;47;3;1;argentina;32;1;1;4;;5;4;8;1;1;99;1;3;99;99;2;3;10;Gaztambide;71;7
11101915;1;4;3;3;3;3;3;2;8;1;3;3;3;3;2;3;3;4;4;3;3;3;3;3;3;0;0;2;0;2;2;1;3;1;5;4;2;3;1;2;2;2;2;28;1;1;rep dominicana;214;1;2;2;;2;4;8;2;2;2;1;5;5;7;2;2;43;San Cristóbal;172;17
10911733;1;4;3;3;3;3;3;1;1;2;2;3;3;1;2;3;3;4;3;8;3;3;3;3;2;0;0;2;2;1;2;2;2;1;2;2;2;4;3;3;3;2;2;51;3;1;argentins;32;1;1;4;;6;4;3;1;1;4;1;4;3;2;1;3;11;Alameda de Osuna;211;21
11248726;1;5;4;4;1;3;2;2;3;1;1;3;1;1;2;3;3;3;3;1;3;3;3;3;5;0;0;2;0;1;0;2;2;2;8;10;0;0;0;1;0;2;2;37;2;1; ;724;1;1;4;;5;1;3;1;1;3;1;3;3;2;1;3;103;Arcos;205;20
11317395;1;5;3;2;3;4;2;1;1;1;2;2;2;2;3;3;3;3;3;3;3;2;3;2;1;0;0;5;0;0;0;0;0;0;2;6;1;2;1;3;0;2;1;46;3;1; ;724;1;1;4;;4;4;8;1;1;3;1;5;5;6;2;3;49;Arcos;204;20
11407744;1;5;3;2;2;2;3;1;2;2;3;3;3;2;3;3;3;2;3;2;3;2;3;2;7;11;0;9;0;5;0;10;10;5;10;7;0;10;7;7;0;2;1;59;4;1; ;724;1;1;4;;5;4;3;1;1;2;1;5;98;6;5;1;192;Numancia;136;13
10839842;1;5;3;3;2;2;2;1;2;1;2;3;2;2;2;2;1;4;4;2;3;3;3;2;0;0;0;3;0;0;0;1;0;0;8;10;0;9;9;6;0;2;1;42;2;1;ecuador;218;1;2;6;;6;1;8;1;1;2;1;5;4;1;1;3;9;Peñagrande;83;8
11576010;1;5;3;3;1;3;2;2;1;2;3;1;8;1;3;3;3;3;3;2;3;2;3;2;5;1;1;3;1;1;1;1;4;3;2;7;2;2;2;2;1;2;2;62;4;1; ;724;1;3;6;;2;1;9;1;1;3;2;4;99;9;3;3;97;Pinar del Rey;164;16
11443090;1;5;3;3;2;3;1;1;2;1;3;3;8;3;3;3;3;4;3;1;3;2;3;3;2;1;0;3;4;2;2;2;5;2;3;7;2;2;1;2;1;2;1;57;4;1; ;724;1;1;4;;4;2;;1;1;4;2;4;3;2;3;3;83;Atocha;27;2
11710383;1;5;3;3;3;3;2;1;1;2;3;3;3;2;3;3;3;4;4;8;3;3;3;8;3;4;0;11;2;3;2;2;2;3;6;9;3;5;4;3;2;2;2;67;5;1; ;724;1;1;3;;2;7;;2;2;2;1;5;99;99;4;3;151;Buenavista;116;11
11132437;1;5;3;4;3;3;2;2;2;1;3;3;3;3;8;9;8;4;4;1;3;3;3;3;1;3;0;2;1;1;2;1;3;1;4;6;2;2;2;1;0;2;2;80;5;1; ;724;1;4;2;;1;7;;2;2;2;2;5;99;6;2;3;43;Almendrales;124;12
11810953;1;5;3;3;2;2;2;1;2;2;3;2;2;2;2;3;3;3;3;1;3;3;3;2;5;2;2;7;1;5;6;8;9;6;8;9;5;5;7;7;2;2;2;59;4;1; ;724;1;1;4;;6;1;3;1;1;99;2;3;4;3;2;3;155;Mirasierra;87;8
11103490;1;5;4;3;2;3;2;2;8;2;4;3;3;2;3;3;3;4;4;1;4;3;3;3;5;2;0;5;2;2;2;6;4;0;6;10;2;9;4;5;0;2;1;65;5;1; ;724;1;1;3;;6;2;;1;1;6;1;2;3;2;2;3;105;Palomas;161;16
11074595;1;5;3;3;3;3;3;1;1;2;3;3;3;1;3;2;2;3;3;1;3;3;3;3;0;0;0;1;0;2;0;2;3;0;2;3;0;3;3;3;0;2;1;41;2;1; ;724;1;2;6;;3;4;8;2;1;3;1;5;99;99;4;1;11;Palomas;161;16
10617592;1;3;3;2;2;2;2;1;8;2;8;8;2;8;3;3;3;4;4;2;3;3;3;2;5;5;1;6;1;5;5;7;4;5;6;9;2;5;8;8;10;2;2;25;1;2; ;724;1;1;6;;6;6;;1;1;4;3;4;1;3;2;2;215;Los Cármenes;101;10
11158913;1;5;4;4;3;3;3;2;2;1;3;3;3;2;3;2;2;3;3;3;3;3;2;2;0;0;0;10;0;5;6;10;0;0;7;10;10;6;7;8;11;2;2;34;2;1; ;724;1;1;4;;4;4;4;1;1;3;1;5;8;1;3;3;35;Amposta;203;20
10656440;1;5;1;2;1;3;1;1;1;2;1;4;8;8;2;3;3;2;3;2;3;3;3;3;10;1;1;7;5;3;5;7;2;1;4;6;2;4;2;3;2;1;1;63;4;1; ;724;1;1;3;;2;1;2;1;1;4;1;4;5;4;2;3;7;Casco Historico de Vicálvaro;191;19
10617588;1;1;4;4;3;3;2;2;1;2;2;3;8;2;4;4;4;4;4;3;3;3;3;3;4;3;2;7;4;7;4;6;2;2;2;7;2;5;7;7;7;2;1;26;1;2; ;724;1;2;6;;5;1;3;1;1;4;3;3;5;5;1;3;28;Puerta del Ángel;102;10
11695412;1;5;3;3;3;3;3;1;1;3;3;2;1;1;2;3;2;4;4;1;3;3;3;2;5;3;2;3;4;3;3;2;4;3;4;6;4;5;5;3;5;2;1;24;1;1; ;724;1;2;1;;3;1;5;1;1;99;2;3;1;3;2;1;93;Canillejas;207;20
11550929;1;5;2;2;3;2;3;1;2;3;3;2;3;1;3;3;4;3;2;2;2;1;2;2;5;3;2;2;2;5;4;3;5;6;5;7;5;4;6;4;2;2;1;67;5;1; ;724;1;1;3;;4;2;;1;1;99;2;3;99;99;3;2;25;Ventas;151;15
11466615;1;5;3;3;3;3;2;3;1;1;2;3;3;2;3;3;3;4;4;3;4;4;3;3;5;11;11;10;4;8;8;2;2;1;7;10;10;6;5;8;10;2;2;32;2;1;republica dominicana;214;1;1;4;;4;1;5;1;1;5;1;5;8;1;3;3;145;Portazgo;135;13
11045083;1;5;3;3;2;3;2;2;8;1;3;3;2;2;3;3;3;4;4;2;3;3;3;3;8;1;3;8;2;2;2;3;2;1;2;6;2;2;8;1;1;1;1;47;3;1; ;724;1;1;4;;3;1;8;1;1;3;2;5;4;1;2;1;42;Goya;42;4
11794855;1;5;3;3;2;3;2;1;1;1;3;3;8;2;2;2;2;4;4;3;3;2;3;8;4;2;0;4;2;3;3;3;2;2;7;6;3;2;2;2;1;2;2;64;4;1; ;724;1;4;2;;2;3;;1;2;1;1;4;5;6;2;3;91;Valdeacederas;65;6
10563371;1;5;2;2;2;2;2;1;8;1;3;1;2;1;1;2;1;3;2;1;4;4;4;4;2;11;0;7;0;2;3;4;1;1;1;9;4;5;2;2;0;2;1;56;4;1; ;724;1;1;4;;4;1;4;1;1;6;1;4;5;2;2;3;6;Casco Historico de Vallecas;181;18
11536167;1;5;4;4;3;4;2;3;8;1;3;3;8;2;3;4;4;4;3;3;4;3;4;3;3;11;2;5;0;0;3;5;0;0;0;0;0;0;0;5;0;2;2;56;4;1; ;724;1;2;1;;3;1;8;1;1;2;1;4;3;6;1;3;90;Almagro;74;7
11200546;1;5;2;3;2;2;2;2;1;1;1;2;1;1;3;3;3;3;4;2;2;1;3;8;7;6;7;7;6;8;8;6;7;8;8;9;5;8;8;11;12;2;2;40;2;1; ;724;1;1;4;;4;1;4;1;1;99;2;3;7;6;2;3;20;Casco Histórico de Vallecas;181;18
11599736;1;5;4;4;2;2;2;2;2;2;3;3;3;2;3;3;3;4;4;2;4;3;4;3;4;0;0;5;0;3;3;5;5;2;3;6;2;3;3;1;1;2;2;55;4;1; ;724;1;1;6;9;;1;5;1;1;4;2;3;5;9;2;3;73;Apóstol Santiafo;165;16
11823057;1;5;3;3;2;3;2;2;3;1;1;3;3;1;2;2;3;3;3;3;3;3;3;2;0;1;0;1;1;6;4;4;4;4;5;8;4;4;4;4;1;2;1;78;5;1; ;724;1;4;1;;4;3;;2;2;2;3;3;5;99;3;3;104;Valdeacederas;65;6
11823066;1;1;3;3;2;3;2;1;1;1;2;3;2;2;3;3;3;3;3;3;3;3;3;3;2;1;0;11;1;4;2;3;1;8;2;8;1;2;7;4;1;2;2;49;3;2; ;724;1;3;6;;4;4;4;2;2;2;1;4;5;9;2;3;127;Almenara;64;6
11737972;1;3;4;3;3;3;3;2;2;1;3;3;3;3;2;3;3;5;4;3;4;4;3;2;1;1;2;3;2;2;4;3;5;5;4;4;3;4;8;6;2;1;2;25;1;2;Paraguay;600;2;2;6;;4;1;8;1;1;2;2;3;98;6;2;3;53;Hispanoamérica;54;5
10540788;1;4;3;3;3;3;2;2;2;2;1;3;1;2;3;3;4;4;3;2;4;3;3;3;2;11;11;9;0;5;4;6;7;8;6;5;4;4;6;6;0;2;2;28;1;2;ecuador;218;2;2;3;;5;1;4;1;1;4;2;3;5;1;2;1;99;Legazpi;24;2
11464384;1;5;3;3;2;2;2;4;2;2;3;3;3;1;3;3;4;4;3;2;3;3;3;2;2;0;0;0;0;1;1;2;3;1;1;7;2;4;4;1;1;2;2;42;2;1; ;724;1;1;5;;4;1;4;1;1;4;2;3;98;99;2;3;112;Valdefuentes;166;16
11077781;1;5;3;3;1;2;3;2;2;1;3;2;2;8;3;3;3;4;3;2;3;3;3;2;3;0;0;7;5;4;4;4;3;3;3;10;4;5;3;3;11;2;2;55;4;1; ;724;1;2;6;;4;1;4;1;2;2;2;3;98;99;2;3;60;San Isidro;113;11
11076293;1;5;3;3;3;3;3;2;2;2;3;3;3;1;3;3;3;5;4;2;3;3;3;3;5;11;11;5;0;0;5;7;5;5;8;8;0;5;6;6;0;2;2;36;2;1;ecuador;218;1;1;4;;3;1;8;1;1;2;1;5;4;6;4;3;16;Peñagrande;83;8
11016703;1;5;3;3;3;2;2;2;8;2;3;3;2;2;3;2;3;4;3;2;3;3;3;2;1;11;11;1;0;1;0;0;1;1;1;1;0;0;11;11;11;2;1;23;1;1; ;724;1;2;6;;3;6;;1;1;98;8;8;98;9;2;2;17;Marroquina;143;14
10973573;1;5;3;3;2;2;2;2;2;1;2;1;2;2;3;3;3;3;3;2;3;3;3;2;3;0;0;0;0;1;0;3;5;5;4;9;2;7;7;5;0;2;2;66;5;1; ;724;1;4;1;;2;2;;1;2;2;1;4;3;2;3;3;104;Piovera;162;16
10986424;1;5;3;3;3;3;3;2;2;2;3;1;8;8;8;8;8;2;3;3;3;3;3;3;2;2;1;3;3;4;4;6;4;6;3;8;6;6;5;6;11;2;2;72;5;1; ;724;1;1;3;;2;2;;2;2;2;1;3;5;9;2;3;83;Quintana;153;15
10973576;1;2;3;3;3;3;2;2;8;2;3;8;8;1;8;3;3;4;4;2;3;3;3;3;11;11;11;11;11;11;11;11;11;5;11;11;11;6;8;5;0;2;2;39;2;1;peru;604;2;1;4;;6;7;;1;1;6;2;3;5;6;2;3;104;Piovera;162;16
11761678;1;5;3;3;1;8;2;1;8;2;3;3;8;2;3;3;3;5;4;8;3;3;3;3;2;2;0;2;8;2;2;2;2;2;2;8;2;2;5;2;2;2;1;54;3;1; ;724;1;1;3;;6;1;3;1;1;9;1;2;1;2;2;3;53;Hispanoamérica;54;5
11443096;1;5;3;3;3;3;3;2;8;2;3;2;3;2;3;3;3;4;5;8;3;3;3;2;5;1;0;2;2;2;2;1;1;1;1;6;2;2;6;2;1;2;1;44;2;1; ;724;1;1;4;;4;1;7;1;1;4;2;3;99;99;1;3;83;Atocha;27;2
11443094;1;5;3;3;3;3;3;2;2;2;3;3;8;3;3;3;3;4;4;3;3;3;3;3;2;2;0;2;2;2;2;2;1;2;1;3;2;3;2;1;0;2;2;65;5;1; ;724;1;2;1;;3;2;;1;2;4;2;3;99;99;3;3;83;Atocha;27;2
10909817;1;5;3;3;2;3;2;1;1;2;3;3;3;1;2;3;3;3;3;2;3;3;3;3;11;11;0;0;0;0;0;3;0;5;3;8;0;7;7;8;0;2;1;54;3;1; ;724;1;1;4;;4;1;5;1;1;3;2;4;5;6;2;3;16;Peñagrande;83;8
11314970;1;4;3;3;2;3;3;8;2;2;3;3;2;2;3;3;3;4;4;1;3;2;3;2;7;2;0;11;2;1;1;2;6;3;6;7;1;1;2;2;1;1;1;45;3;1; ;724;1;1;4;;1;9;;9;9;99;9;9;99;99;2;3;52;Delicias;25;2
11493617;1;5;4;4;2;3;2;2;2;2;8;3;3;2;3;3;8;3;3;3;3;2;3;2;5;1;1;11;0;1;4;8;8;4;6;8;6;6;5;8;11;2;1;81;5;1; ;724;1;1;3;;2;2;;2;2;2;1;5;8;1;3;3;157;Portazgo;135;13
10875999;1;5;3;3;2;3;2;2;8;2;2;3;8;2;3;8;8;4;3;8;3;3;3;8;11;11;11;2;11;2;11;3;3;2;2;4;11;11;11;11;11;2;1;83;5;1; ;724;1;1;3;;3;2;;2;2;2;1;8;5;9;3;2;88;Pavones;141;14
11517121;1;3;3;3;2;3;2;2;8;1;3;2;8;2;3;4;4;4;4;1;4;4;3;2;4;0;0;6;0;2;7;0;0;0;0;3;5;6;5;4;7;2;1;21;1;2; ;724;1;2;6;1;;6;;1;1;5;2;3;3;6;1;3;115;Ríos Rosas;75;7
11200564;1;3;3;3;3;2;3;2;1;2;2;3;8;2;3;3;3;4;4;8;3;3;3;3;2;2;4;6;4;7;5;4;6;3;7;6;6;6;7;3;2;2;1;30;2;1;domihicano;214;2;1;4;;2;1;7;1;1;98;2;3;99;6;2;3;46;Ciudad Jardín;53;5
11200502;1;5;4;3;3;2;3;1;8;1;2;2;3;1;3;3;3;4;4;2;3;3;3;3;5;4;5;7;7;4;7;4;7;8;7;7;5;6;5;11;12;2;2;25;1;1;portugal;620;2;2;6;;4;6;;1;1;99;2;3;99;99;2;3;20;Casco Histórico de Vallecas;181;18
11216325;1;5;3;4;1;2;1;1;1;1;1;1;1;1;2;2;4;4;4;2;4;2;9;9;12;12;12;12;0;0;0;0;0;0;8;10;0;10;8;10;0;2;2;68;5;1; ;724;1;1;3;;3;7;;2;2;3;1;4;99;5;3;3;48;Pilar;84;8
11040243;1;5;3;4;2;2;2;1;1;1;1;2;2;1;3;3;3;4;4;3;3;2;3;2;12;12;12;4;0;6;0;7;0;0;0;9;4;6;6;5;4;2;2;53;3;1; ;724;1;1;5;;3;4;5;1;1;2;1;3;99;9;2;3;33;Amposta;203;20
11153988;1;5;4;4;2;4;1;1;1;1;4;1;1;1;4;1;1;4;2;1;4;4;1;1;12;12;12;8;0;4;12;8;0;6;8;8;0;0;8;12;12;2;2;61;4;1; ;724;1;1;4;;3;1;5;1;1;3;1;5;5;6;4;1;57;Lucero;103;10
10842688;1;5;4;2;3;2;3;1;1;1;2;4;3;1;1;2;2;3;3;3;3;3;2;2;0;0;0;7;0;5;0;9;8;4;8;9;8;9;6;8;0;2;1;49;3;1; ;724;1;2;6;;5;4;8;2;2;2;1;5;8;3;2;3;20;Simancas;201;20
10842622;1;5;3;2;2;2;2;1;1;1;1;2;2;2;3;1;1;4;3;1;3;3;3;2;3;0;0;3;0;1;5;4;4;4;4;3;3;6;3;12;5;2;1;38;2;1; ;724;1;1;4;;5;1;5;1;1;7;1;3;1;3;2;3;19;Pacifico;31;3
11343007;1;5;2;2;2;2;2;8;8;2;2;2;2;1;3;2;3;3;4;8;2;2;2;2;4;2;1;4;3;3;6;5;6;5;6;7;3;5;3;0;0;2;2;67;5;1; ;724;1;1;3;;4;2;;2;2;99;2;3;99;99;3;3;88;Guindalera;44;4
10686681;1;5;4;4;1;1;1;1;9;1;1;2;2;2;9;4;4;3;3;9;4;9;4;9;10;10;0;10;0;10;10;10;10;10;10;10;0;10;0;0;0;2;1;68;5;1; ;724;1;1;2;;3;2;;2;2;99;1;5;99;9;3;3;12;Simancas;201;20
11132449;1;5;3;3;3;3;2;1;2;3;8;2;1;2;3;2;1;2;4;3;3;3;3;3;6;3;0;10;0;3;8;8;8;1;5;10;9;10;9;8;1;1;1;20;1;1; ;724;1;2;6;;5;6;;1;1;5;1;5;3;3;1;2;34;San Fermín;123;12
10614605;1;5;4;4;3;3;2;3;2;2;3;2;3;8;2;3;3;4;4;3;3;3;3;3;6;11;11;6;0;3;3;3;3;3;5;10;0;9;5;3;8;2;2;45;3;1; ;724;1;1;4;;6;1;3;1;1;5;2;3;5;1;2;3;18;Casco Historico de Vallecas;181;18
11794852;1;5;1;2;2;3;2;1;1;1;1;3;3;1;3;3;3;2;3;3;2;1;2;1;10;9;1;6;7;10;5;9;10;10;9;9;1;2;2;2;2;1;2;74;5;1; ;724;1;4;1;;2;2;;2;2;2;2;3;5;99;2;3;91;Valdeacederas;65;6
11737968;1;5;3;3;3;3;3;2;1;1;2;3;3;2;3;3;3;4;4;2;3;3;3;3;8;1;0;11;2;2;7;8;8;8;7;8;4;8;6;8;0;1;1;43;2;1;mexico;484;2;3;1;;6;1;2;1;1;9;1;3;99;6;3;3;53;Hispanoamérica;54;5
10652344;1;5;2;2;1;2;2;1;1;1;2;3;1;2;3;3;2;3;3;2;4;4;4;4;8;2;2;8;2;8;3;3;3;3;6;8;2;2;6;2;5;2;2;48;3;1; ;724;1;1;5;;3;4;8;1;1;3;1;5;3;4;2;1;29;Entrevías;131;13
10874645;1;5;3;3;2;3;2;2;2;2;2;2;2;2;3;3;3;4;4;2;4;4;3;2;4;3;0;2;1;1;0;1;0;2;3;4;0;3;2;1;0;2;2;34;2;1; ;724;1;2;6;;5;1;5;1;1;2;1;3;6;1;3;3;26;Hellín;202;20
11225002;1;5;3;3;3;3;2;2;2;2;3;3;2;2;3;3;3;4;4;3;4;4;3;3;7;2;2;8;1;1;1;3;2;1;2;9;1;1;2;1;3;2;1;39;2;1;ecuador;218;1;1;4;;4;1;5;1;1;4;2;4;4;1;2;3;51;Fontarrón;145;14
10248406;1;5;3;3;2;4;2;2;1;2;2;3;3;3;8;3;4;4;4;1;3;2;3;3;8;7;7;10;10;10;7;7;1;4;7;9;9;6;4;4;4;2;1;35;2;1; ;724;1;1;4;;3;1;7;1;1;3;1;4;99;2;2;3;14;San Andrés;171;17
10655273;1;5;3;3;1;3;2;1;1;1;1;1;1;1;1;3;3;3;3;2;3;3;3;3;2;9;9;2;2;2;2;3;2;0;2;2;3;2;2;2;5;2;1;62;4;1; ;724;1;1;3;;5;1;2;1;1;3;3;3;98;99;2;3;5;Comillas;111;11
10842685;1;5;1;4;2;3;2;4;1;1;3;4;4;1;1;2;3;3;4;2;2;1;4;2;7;7;0;10;0;7;0;10;10;10;10;10;0;2;2;2;0;1;1;35;2;1;brasileno;76;1;1;4;;5;1;9;1;1;3;3;5;99;6;2;3;20;Simancas;201;20
11342885;1;5;2;2;2;1;2;1;1;1;2;3;2;8;3;2;2;3;3;3;2;1;2;2;6;7;7;8;8;8;6;8;8;8;9;9;6;5;5;3;5;1;1;39;2;1;marruecos;504;1;1;4;;4;1;5;1;1;98;2;3;99;6;2;3;70;Palos de Moguer;26;2
11279767;1;5;3;3;3;4;2;2;1;2;3;3;8;3;3;3;3;4;4;1;3;3;3;3;2;2;0;3;8;3;3;4;2;3;3;7;4;6;8;2;7;2;1;43;2;1; ;724;1;1;3;;4;4;4;1;1;3;1;3;5;4;2;3;103;Los Rosales;174;17
10583910;1;5;3;3;3;3;3;1;2;2;2;3;3;2;3;3;3;4;4;3;3;3;3;3;1;11;11;1;1;2;1;1;10;10;1;1;9;9;9;10;10;2;1;57;4;1; ;724;1;2;1;;4;1;2;1;1;3;3;3;98;99;2;3;23;Opañel;112;11
11016685;1;3;3;3;3;4;2;1;8;1;3;2;3;1;3;3;3;4;3;3;3;3;3;3;1;0;0;3;11;4;5;4;6;3;5;8;4;2;6;4;0;2;1;22;1;1;colombiano;170;1;2;6;;4;1;5;1;1;3;1;4;5;9;2;3;12;El Viso;51;5
10875704;1;5;3;2;3;3;2;9;2;2;3;3;3;2;3;3;3;4;3;9;3;2;3;2;6;1;0;3;0;4;4;7;2;4;3;7;4;6;6;6;7;2;2;60;4;1; ;724;1;3;2;;4;2;;1;1;99;1;2;9;1;2;3;19;Pacifico;31;3
11869707;1;2;3;3;3;3;4;1;2;3;4;3;3;2;3;3;4;5;4;2;3;3;3;2;4;6;5;3;3;3;2;2;5;5;6;4;4;3;3;3;2;1;1;35;2;1; ;724;1;2;6;;6;2;;1;1;99;1;3;99;99;2;3;74;Jerónimos;35;3
11695484;1;5;3;3;3;3;2;1;1;1;2;2;2;1;3;2;4;4;3;2;3;3;3;3;5;3;2;5;4;3;3;5;5;2;6;7;5;4;5;7;3;2;1;30;2;1; ;724;1;2;1;;6;1;3;1;1;99;2;3;99;99;2;1;38;Ciudad Universitaria;93;9
11346491;1;5;3;2;2;2;2;1;2;1;3;1;1;1;2;2;2;2;3;1;3;2;3;2;7;6;0;8;0;7;6;10;8;5;5;10;9;10;7;7;10;1;2;39;2;1; ;724;1;3;2;;3;1;5;1;1;3;1;4;3;2;3;3;110;Palomeras Sureste;134;13
10656441;1;5;1;2;1;4;2;1;1;1;8;2;3;1;3;3;4;2;3;2;3;1;3;1;3;0;0;6;3;2;2;2;1;2;6;9;4;3;4;2;1;2;2;73;5;1; ;724;1;2;1;;2;2;;2;2;2;2;4;98;6;3;3;7;Casco Historico de Vicálvaro;191;19
10258981;1;5;3;3;2;3;2;1;1;1;2;2;2;2;3;3;3;4;3;1;3;3;3;3;8;5;5;8;7;7;3;3;3;6;2;5;6;3;3;3;4;1;1;48;3;2; ;724;1;4;6;;5;1;9;1;1;6;1;4;4;2;2;1;8;Palacio;11;1
11869721;1;5;4;4;4;3;4;3;3;3;2;3;3;4;3;4;4;5;4;3;3;3;3;1;3;2;2;2;5;3;3;5;5;3;6;7;5;4;4;3;2;2;2;35;2;1; ;724;1;2;6;;3;1;8;1;1;99;1;3;99;6;2;3;76;Jerónimos;35;3
11869715;1;5;4;3;3;4;2;3;3;3;3;3;1;3;4;4;4;5;4;3;3;3;3;1;3;4;7;7;4;3;5;6;7;6;6;8;4;4;6;2;5;2;1;70;5;1; ;724;1;1;4;;6;2;;1;2;99;1;2;98;1;2;3;76;Jerónimos;35;3
11869738;1;5;4;3;3;3;2;3;3;2;3;3;3;3;3;3;3;5;4;3;3;2;3;1;6;2;3;6;5;6;6;4;7;3;6;6;4;5;3;5;3;2;1;64;4;1; ;724;1;1;3;;6;2;;1;1;99;1;2;9;1;2;3;80;Niño Jesús;36;3
