RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
354,545,B,21,1,1,2,34,1484,16,2,4,6:38,8:50,132,1,9,,1,1,1,2,2,1,2,3,3,3,2,3,3,6,6,2,3,3,6,4,3,5,3,5,5,5,5,5,1,4,7,3,5,5,2,3,01/01/28031 12:00:00 AM,US,12,3,2,3,1
355,546,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,6,7,,1,1,0,2,2,4,2,3,2,4,4,4,4,6,6,4,4,4,6,4,4,3,6,3,3,3,3,4,2,,6,4,3,3,1,3,,US,12,5,2,4,1
356,547,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,2,6,,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,,5,4,4,4,2,1,01/01/94117 12:00:00 AM,US,1,4,2,3,1
357,548,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,2,2,,1,1,2,0,0,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,4,1,4,6,4,5,3,2,1,01/01/94019 12:00:00 AM,US,2,4,2,2,1
358,659,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,1,2,,1,2,2,2,2,3,1,3,6,6,5,5,5,6,6,6,6,5,6,6,4,3,6,6,6,6,3,5,2,,6,5,5,4,2,1,01/01/94066 12:00:00 AM,US,2,4,1,3,1
359,660,G,100,3,3,8,30,39,101,6,2,14:30,19:35,305,1,2,,1,2,2,2,2,1,1,5,6,6,2,5,2,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,38,5,5,3,2,2,01/01/95310 12:00:00 AM,US,10,7,1,0,1
361,662,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,3,,1,2,1,2,2,2,2,4,4,4,5,4,5,6,4,6,6,6,6,6,3,5,6,6,6,5,5,5,2,,11,0,5,5,2,4,01/01/91913 12:00:00 AM,US,10,4,1,2,1
364,665,G,100,3,3,8,30,39,101,6,2,16:50,19:35,165,2,3,,2,2,2,2,2,1,2,4,3,3,4,4,4,3,3,6,6,6,6,6,3,4,6,6,6,6,4,4,2,,11,4,4,6,2,4,01/01/91913 12:00:00 AM,US,10,3,2,1,1
365,666,G,100,3,3,8,30,39,101,6,2,16:17,19:35,198,2,6,,1,2,1,1,2,2,2,3,2,3,4,4,5,4,4,3,3,6,6,6,3,0,6,6,6,4,4,3,1,4,2,3,4,4,2,1,01/01/94602 12:00:00 AM,US,3,7,2,3,1
366,667,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,1,4,0,0,0,1,1,1,2,3,2,2,4,5,5,6,6,5,6,6,6,6,4,5,6,6,6,5,5,5,2,,22,5,5,5,2,2,01/01/95959 12:00:00 AM,US,10,6,2,0,1
371,672,G,100,3,3,8,30,39,101,6,2,16:00,19:35,215,1,1,4,2,2,1,2,2,5,2,3,4,3,3,3,4,3,3,4,3,3,4,3,4,4,4,4,3,3,4,5,1,4,1,4,4,4,2,1,01/01/94602 12:00:00 AM,US,3,3,2,3,1
372,673,G,100,3,3,8,30,39,101,6,2,18:00,19:35,95,3,3,,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,6,0,2,,11,3,5,6,2,4,01/01/98042 12:00:00 AM,US,10,2,2,1,1
376,677,G,100,3,3,8,30,39,101,6,2,17:30,19:35,125,2,3,,2,2,2,1,2,1,2,4,6,6,4,4,5,6,6,6,6,5,6,6,4,4,6,4,6,6,4,5,2,,11,5,4,5,2,4,01/01/97266 12:00:00 AM,US,10,3,1,0,1
379,680,G,100,3,3,8,30,39,101,6,2,15:00,19:35,275,2,6,,1,1,1,1,2,1,2,5,3,6,5,5,5,6,5,6,6,6,6,6,5,4,6,6,6,4,5,4,2,,32,6,5,5,2,3,01/01/95437 12:00:00 AM,US,10,6,1,2,1
380,681,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,2,11,,1,2,1,1,2,4,1,4,3,4,4,5,4,6,6,3,6,6,6,6,4,5,0,0,0,5,5,5,2,,6,5,5,5,2,1,01/01/94402 12:00:00 AM,US,2,6,2,4,1
381,682,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,2,2,,1,1,2,2,2,1,1,6,0,3,5,5,5,6,6,6,6,6,6,6,3,3,6,6,6,6,3,5,2,,7,5,5,5,2,1,01/01/95020 12:00:00 AM,US,4,2,1,1,1
383,684,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,8,,1,1,1,2,2,3,2,6,3,3,4,4,5,3,3,4,2,6,4,6,4,4,6,6,6,3,3,4,1,5,6,5,5,5,2,1,01/01/94061 12:00:00 AM,US,2,6,1,4,1
384,685,G,93,3,3,8,5,7,5,9,2,19:00,21:45,165,2,13,,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,0,5,6,6,6,6,3,3,2,,12,4,4,0,2,3,01/01/59715 12:00:00 AM,US,10,2,2,1,1
387,688,G,93,3,3,8,5,7,5,9,2,17:30,21:45,255,4,3,,2,1,1,2,2,3,2,5,5,5,5,4,5,6,6,4,4,5,4,6,5,5,5,5,5,5,4,5,1,5,11,6,5,6,2,4,01/01/2115 12:00:00 AM,US,12,2,2,1,1
388,689,G,93,3,3,8,5,7,5,9,2,21:00,21:45,45,2,3,,2,2,2,2,2,1,2,0,6,6,4,4,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,11,6,5,5,2,4,01/01/39110 12:00:00 AM,US,11,2,1,3,1
389,690,G,93,3,3,8,5,7,5,9,2,18:05,21:45,220,2,3,,2,2,1,2,2,1,2,6,3,6,4,5,4,4,4,6,6,6,6,6,4,5,6,6,6,3,4,4,2,,11,4,5,6,2,4,01/01/84003 12:00:00 AM,US,10,2,2,0,1
390,691,G,93,3,3,8,5,7,5,9,2,18:40,21:45,185,3,5,,1,2,1,1,2,1,2,4,2,3,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,1,5,1,5,5,5,2,1,01/01/94706 12:00:00 AM,US,3,3,1,1,1
394,695,G,93,3,3,8,5,7,5,9,2,17:30,21:45,255,2,3,,2,2,2,2,2,1,2,5,6,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,11,4,4,6,2,4,01/01/48198 12:00:00 AM,US,11,6,2,0,1
396,697,G,93,3,3,8,5,7,5,9,2,19:15,21:45,150,3,2,,1,2,2,2,2,1,2,5,4,4,4,4,4,4,4,4,4,6,6,6,5,5,4,6,6,5,5,5,2,,40,4,5,4,2,3,01/01/96097 12:00:00 AM,US,10,6,2,2,1
399,700,G,93,3,3,8,5,7,5,9,2,18:50,21:45,175,3,1,2,1,1,2,0,2,1,2,0,0,0,4,5,0,0,0,3,0,0,0,0,5,5,4,0,0,0,0,5,2,,1,3,5,0,1,1,01/01/94601 12:00:00 AM,US,3,6,2,0,1
400,701,G,93,3,3,8,5,7,5,9,2,19:30,21:45,135,2,2,,1,2,2,1,2,3,2,6,4,3,4,4,4,6,6,4,3,6,6,6,4,4,6,6,6,4,3,4,2,,7,4,4,3,2,1,01/01/94306 12:00:00 AM,US,4,3,2,2,1
406,707,G,93,3,3,8,5,7,5,9,2,14:30,21:45,435,2,3,,2,2,1,2,2,1,2,4,4,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,11,5,5,6,1,4,01/01/30067 12:00:00 AM,US,12,3,2,2,1
414,549,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,1,2,,1,1,0,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,,6,5,5,0,2,1,01/01/94060 12:00:00 AM,US,2,7,1,2,1
415,550,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,8,1,1,1,2,2,2,2,2,2,3,3,3,4,3,3,0,2,4,3,6,6,6,3,3,4,6,6,6,3,4,1,3,7,4,3,3,1,3,01/01/16428 12:00:00 AM,US,12,3,2,2,1
416,551,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,1,5,,2,1,2,2,2,3,2,3,3,3,3,3,2,6,6,3,3,4,3,3,4,3,6,4,6,3,4,3,3,,2,4,3,2,2,1,01/01/94598 12:00:00 AM,US,5,0,0,0,1
417,552,B,21,1,1,2,34,1484,16,2,4,7:20,8:50,90,8,2,,2,2,2,1,1,1,2,2,4,0,3,0,4,3,2,5,4,3,4,5,5,3,4,3,2,2,2,3,3,,6,3,5,3,2,3,01/01/23692 12:00:00 AM,US,12,5,1,2,1
418,553,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,2,3,,2,2,2,1,2,3,2,4,3,3,1,4,3,6,2,6,6,4,6,6,3,4,6,5,6,6,6,4,2,,11,0,2,3,1,4,01/01/97405 12:00:00 AM,US,10,5,1,2,1
419,554,B,21,1,1,2,34,1484,16,2,4,6:40,8:50,130,3,2,,1,1,1,1,1,3,2,5,4,4,5,4,4,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,01/01/32605 12:00:00 AM,US,12,7,1,4,1
422,557,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,3,2,,1,2,1,2,2,2,1,5,5,6,5,6,5,6,6,5,6,6,6,6,5,5,6,6,6,5,6,5,2,,6,5,5,5,2,1,01/01/94080 12:00:00 AM,US,2,3,1,1,1
423,558,B,21,1,1,2,34,1484,16,2,4,7:15,8:50,95,1,9,,1,2,2,2,2,2,1,5,4,4,5,5,5,6,6,5,6,5,6,2,5,5,6,6,5,6,4,3,2,,6,5,3,5,2,3,01/01/11031 12:00:00 AM,US,12,5,1,3,1
424,832,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,4,,1,0,0,1,1,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,2,,12,5,5,5,2,3,,US,11,5,1,0,1
425,833,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,1,2,1,1,6,2,3,4,4,3,2,2,3,3,1,4,3,0,4,4,3,3,3,3,4,2,5,2,,2,3,3,3,2,3,,US,11,2,1,2,1
426,834,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,1,9,,1,2,2,2,1,4,2,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,2,,12,3,3,3,2,3,,US,11,4,1,0,1
427,835,C,47,1,1,4,15,2389,26,3,3,7:20,9:10,110,3,7,,1,2,2,2,2,3,2,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,1,5,7,5,5,5,2,1,01/01/95020 12:00:00 AM,US,4,5,2,4,1
428,836,C,47,1,1,4,15,2389,26,3,3,6:30,9:10,160,2,3,,2,2,1,2,2,1,2,6,6,2,0,4,4,6,6,6,6,6,6,6,4,3,6,6,6,6,3,4,2,,11,4,4,6,2,4,01/01/18452 12:00:00 AM,US,12,2,2,1,1
429,837,C,47,1,1,4,15,2389,26,3,3,7:15,9:10,115,1,7,,1,1,2,2,2,1,2,6,6,4,5,3,5,5,5,6,6,6,6,6,4,5,6,6,6,6,4,5,2,,5,5,5,5,2,3,01/01/48326 12:00:00 AM,US,11,4,1,2,1
430,838,C,47,1,1,4,15,2389,26,3,3,7:45,9:10,85,3,11,,0,1,1,2,2,3,2,3,3,3,3,3,4,3,2,0,3,0,4,2,3,2,0,0,0,0,0,5,2,,3,5,4,0,0,1,,US,6,5,2,0,1
431,839,C,47,1,1,4,15,2398,26,3,3,7:30,9:10,100,1,3,,1,1,1,2,2,6,2,3,4,4,4,3,4,6,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,11,0,0,0,0,4,,US,11,2,2,2,1
433,841,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,2,7,,0,0,1,2,0,3,2,5,3,3,5,5,5,4,4,5,3,3,3,4,4,5,3,4,4,4,4,5,2,,5,5,3,3,2,3,01/01/32708 12:00:00 AM,US,12,6,1,3,1
435,843,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,4,,1,2,1,2,2,2,2,4,4,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,5,5,0,3,2,3,01/01/48390 12:00:00 AM,US,11,6,2,2,1
436,844,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,2,1,0,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,5,2,,5,5,5,5,1,3,01/01/53719 12:00:00 AM,US,11,5,2,0,1
437,845,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,2,1,2,2,4,2,4,3,3,4,4,3,3,3,4,6,4,6,4,4,4,6,4,4,4,3,4,0,,5,0,4,3,2,3,01/01/53719 12:00:00 AM,US,11,2,1,2,1
438,846,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,1,3,,1,2,1,2,2,1,2,4,4,4,4,4,4,4,4,2,6,6,6,6,4,5,6,6,6,5,6,5,1,5,11,0,2,1,1,4,01/01/48220 12:00:00 AM,US,11,3,2,3,1
439,847,C,47,1,1,4,15,2389,26,3,3,8:00,9:10,70,3,5,,2,1,2,2,2,3,2,4,3,3,3,3,3,2,2,2,1,1,1,6,2,3,4,3,6,3,3,3,2,,1,0,3,3,2,1,01/01/94611 12:00:00 AM,US,3,5,1,3,1
440,848,C,47,1,1,4,15,2389,26,3,3,6:45,9:10,145,1,6,,1,2,1,2,0,3,2,5,4,4,4,4,4,6,6,4,3,6,6,6,4,4,4,6,6,4,4,5,1,3,5,3,5,3,1,1,01/01/94124 12:00:00 AM,US,1,7,1,3,1
441,849,C,47,1,1,4,15,2389,26,3,3,6:45,9:10,145,1,6,,1,1,2,2,2,2,1,4,6,5,5,6,6,6,6,6,6,6,6,6,4,3,6,6,6,6,3,4,2,,5,5,5,5,2,3,01/01/48167 12:00:00 AM,US,11,3,2,0,1
442,850,C,47,1,1,4,15,2389,26,3,3,6:30,9:10,160,1,9,,1,2,1,2,2,4,1,4,3,3,2,3,3,6,6,3,6,1,6,1,3,4,6,3,3,3,3,4,2,,5,3,3,2,2,3,01/01/46236 12:00:00 AM,US,11,5,1,4,1
443,851,C,47,1,1,4,15,2389,26,3,3,7:20,9:10,110,1,7,,1,2,1,2,2,1,1,4,6,6,5,5,5,6,5,5,6,5,6,5,5,4,6,4,4,6,4,5,2,,5,5,5,5,2,3,01/01/48642 12:00:00 AM,US,11,5,1,3,1
444,852,C,47,1,1,4,15,2389,26,3,3,7:15,9:10,115,1,7,,2,2,2,2,2,3,1,3,3,3,2,3,4,6,6,3,6,3,6,3,3,4,6,4,4,4,4,4,2,,6,3,4,3,2,3,01/01/49630 12:00:00 AM,US,11,6,1,3,1
445,853,C,47,1,1,4,15,2389,26,3,3,8:00,9:10,70,1,4,,2,2,1,2,2,5,1,5,4,3,4,6,4,6,6,4,6,0,0,0,0,1,6,4,4,6,4,5,2,,7,5,5,4,2,3,01/01/48335 12:00:00 AM,US,11,5,2,4,1
446,854,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,1,1,1,2,2,3,1,6,4,5,4,4,4,6,6,4,6,3,6,3,4,3,6,4,3,5,3,5,3,,5,5,5,5,2,3,01/01/53719 12:00:00 AM,US,11,3,2,4,1
447,855,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,1,1,2,2,2,3,1,3,3,5,5,6,5,6,6,5,6,5,6,5,5,5,6,5,5,5,5,5,2,,3,5,5,5,2,3,01/01/48067 12:00:00 AM,US,11,5,2,4,1
448,808,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,2,2,,1,2,1,1,1,2,2,3,1,2,3,3,4,6,6,3,6,6,6,6,3,4,6,6,6,4,4,3,2,,7,3,4,3,2,1,01/01/95008 12:00:00 AM,US,4,3,1,1,1
449,809,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,6,2,,1,1,1,2,1,3,2,4,2,2,4,6,4,6,6,4,6,6,6,6,3,4,6,6,6,4,4,4,2,,7,4,5,4,2,1,01/01/95008 12:00:00 AM,US,4,3,2,1,1
450,810,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,7,,1,1,1,2,2,1,2,4,3,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,3,2,2,2,,6,4,5,4,2,3,01/01/10038 12:00:00 AM,US,12,3,2,4,1
451,811,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,1,9,,1,2,1,2,2,3,2,3,6,6,4,4,3,6,6,3,6,4,6,4,4,3,6,4,3,6,4,4,2,,9,3,4,4,2,3,01/01/66049 12:00:00 AM,US,11,5,0,4,1
452,812,C,43,1,1,4,18,654,25,3,4,8:40,10:40,120,3,2,,2,2,1,1,2,2,2,5,6,4,5,5,4,6,6,5,5,6,4,6,5,5,6,6,6,5,5,4,1,3,6,5,5,5,2,1,01/01/94044 12:00:00 AM,US,2,4,2,3,1
453,813,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,2,,2,2,2,2,2,3,2,5,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,3,3,4,4,2,1,01/01/94965 12:00:00 AM,US,6,5,1,4,1
454,814,C,43,1,1,4,18,654,25,3,4,9:45,10:40,55,2,5,,0,1,0,2,2,3,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,5,3,5,5,2,1,01/01/94109 12:00:00 AM,US,1,2,2,1,1
455,815,C,43,1,1,4,18,654,25,3,4,9:10,10:40,90,2,2,,2,2,2,2,1,3,2,3,3,3,3,4,4,6,6,3,2,6,6,6,3,3,6,6,6,3,3,4,1,3,1,4,4,5,2,1,01/01/94619 12:00:00 AM,US,3,4,2,3,1
457,817,C,43,1,1,4,18,654,25,3,4,9:00,10:40,100,1,2,,1,2,1,2,2,5,2,3,3,3,4,4,4,6,6,4,6,4,6,4,4,4,6,4,4,4,4,5,2,,5,3,5,3,2,3,01/01/80210 12:00:00 AM,US,10,3,2,4,1
458,818,C,43,1,1,4,18,654,25,3,4,8:45,10:40,115,3,2,,1,2,1,1,2,3,2,3,3,3,4,0,4,0,0,5,6,6,6,6,4,4,6,6,6,4,4,3,2,,7,3,4,4,2,1,01/01/95037 12:00:00 AM,US,4,6,2,2,1
459,819,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,5,4,,1,1,1,1,2,3,2,4,2,3,4,6,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,5,4,5,5,2,3,01/01/68137 12:00:00 AM,US,11,4,1,3,1
460,820,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,2,,2,1,1,2,1,4,2,3,4,3,4,4,4,6,6,3,3,2,2,6,3,3,3,3,6,4,3,3,2,,7,4,4,5,2,1,01/01/94085 12:00:00 AM,US,4,3,2,4,1
461,821,C,43,1,1,4,18,654,25,3,4,9:05,10:40,95,1,6,,0,1,0,2,2,3,2,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,2,,5,5,5,5,2,1,01/01/94118 12:00:00 AM,US,1,3,1,1,1
462,822,C,43,1,1,4,18,654,25,3,4,7:20,10:40,200,3,2,,1,2,1,2,2,1,2,4,4,5,4,5,4,6,6,5,6,6,6,6,5,5,6,6,6,5,5,4,2,,17,5,5,5,2,2,01/01/95064 12:00:00 AM,US,10,2,1,2,1
463,823,C,43,1,1,4,18,654,25,3,4,9:20,10:40,80,3,5,,2,2,1,2,2,3,2,4,4,4,3,4,5,6,6,5,5,5,6,6,4,5,4,5,6,4,4,5,2,,1,5,5,5,2,1,01/01/94555 12:00:00 AM,US,3,4,2,3,1
464,824,C,43,1,1,4,18,654,25,3,4,8:00,10:40,160,2,6,,1,1,1,2,2,1,2,2,3,3,3,3,3,2,2,6,6,6,6,6,6,4,6,6,6,3,3,5,2,,5,5,5,5,2,3,01/01/53212 12:00:00 AM,US,11,5,2,2,1
465,825,C,43,1,1,4,18,654,25,3,4,9:15,10:40,85,1,4,,1,2,1,2,2,3,2,3,3,3,4,4,4,6,6,6,6,4,6,2,3,5,6,4,4,4,4,4,2,,5,5,5,4,2,3,01/01/80447 12:00:00 AM,US,10,4,1,4,1
466,826,C,43,1,1,4,18,654,25,3,4,7:30,10:40,190,12,2,,1,1,1,1,2,1,1,5,5,4,5,5,5,6,6,5,5,6,6,6,5,5,5,6,6,5,5,5,2,,7,5,5,5,1,3,01/01/66442 12:00:00 AM,US,11,3,2,2,1
467,827,C,43,1,1,4,18,654,25,3,4,8:20,10:40,140,2,5,,2,2,2,1,2,4,1,3,2,3,4,4,3,6,6,3,3,4,6,3,4,4,6,4,3,4,4,5,2,,5,5,5,5,2,1,01/01/94804 12:00:00 AM,US,5,3,1,2,1
468,828,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,2,6,,1,1,2,2,2,1,1,4,6,6,5,5,5,6,6,6,6,5,6,6,4,4,6,3,6,6,4,5,2,,5,5,5,3,2,3,01/01/46250 12:00:00 AM,US,11,6,1,4,1
469,829,C,43,1,1,4,18,654,25,3,4,7:30,10:40,190,2,6,,1,2,1,2,2,1,1,6,5,4,5,6,5,6,6,6,3,6,5,6,5,5,6,6,6,5,5,5,2,,4,5,5,5,2,1,01/01/94559 12:00:00 AM,US,9,3,2,1,1
470,830,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,3,2,,1,1,1,1,2,1,1,4,6,3,4,4,4,6,6,2,6,6,6,6,4,4,6,6,6,6,3,3,2,,8,4,5,4,2,1,01/01/94535 12:00:00 AM,US,8,2,1,1,1
471,831,C,43,1,1,4,18,654,25,3,4,8:30,10:40,130,3,2,,2,2,2,2,2,3,1,4,6,6,4,4,4,4,6,4,4,4,6,6,4,5,4,4,6,6,4,5,2,,1,5,5,5,2,1,01/01/94501 12:00:00 AM,US,3,3,1,3,1
472,787,A,7,2,3,2,22,606,2,6,4,11:00,14:00,180,3,3,,1,2,2,2,2,1,2,0,0,0,5,5,0,5,5,0,0,0,0,0,5,5,0,5,0,0,5,3,0,,11,5,5,6,2,4,01/01/96002 12:00:00 AM,US,10,7,2,1,1
475,790,A,7,2,3,2,22,606,2,6,4,13:00,14:00,60,2,5,,0,0,1,0,0,3,2,5,2,3,5,4,4,6,6,6,6,6,6,6,3,3,6,5,6,4,5,4,2,,12,0,5,4,1,1,01/01/94597 12:00:00 AM,US,5,7,1,2,1
476,791,A,7,2,3,2,22,606,2,6,4,11:45,14:00,135,3,2,,1,1,2,2,2,2,2,4,3,3,4,3,3,3,3,4,4,4,4,3,4,5,4,4,4,4,4,5,1,4,5,5,5,5,2,1,01/01/94044 12:00:00 AM,US,2,2,2,4,1
478,793,A,7,2,3,2,22,606,2,6,4,12:00,14:00,120,5,13,,1,2,1,2,2,3,2,5,5,4,4,4,3,6,6,4,3,6,3,6,5,5,6,6,6,5,4,5,1,4,6,4,4,3,2,1,01/01/94025 12:00:00 AM,US,2,3,2,3,1
479,794,A,7,2,3,2,22,606,2,6,4,12:00,14:00,120,3,1,2,1,2,1,2,2,2,2,5,4,4,4,5,4,6,6,5,4,6,6,6,4,5,6,6,6,3,3,4,2,,1,5,5,2,2,1,01/01/94705 12:00:00 AM,US,3,3,2,1,1
480,795,A,7,2,3,2,22,606,2,6,4,12:30,14:00,90,1,2,,1,2,2,2,2,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,3,4,4,0,4,3,4,5,2,,7,4,4,4,2,1,01/01/94539 12:00:00 AM,US,3,5,1,4,1
481,796,A,7,2,3,2,22,606,2,6,4,11:30,14:00,150,2,2,,1,2,2,2,2,3,2,3,4,4,4,4,3,6,6,6,6,6,6,6,4,5,6,4,6,4,4,5,2,,1,5,4,2,2,1,01/01/94610 12:00:00 AM,US,3,3,2,1,1
482,797,A,7,2,3,2,22,606,2,6,4,11:30,14:00,150,3,4,,0,1,0,2,2,1,2,6,2,2,4,4,3,3,3,4,3,6,6,6,3,4,6,6,6,6,4,4,3,,6,5,5,2,2,1,01/01/94560 12:00:00 AM,US,3,3,2,2,1
484,799,A,7,2,3,2,22,606,2,6,4,11:10,14:00,170,2,4,,1,2,2,2,2,4,1,4,3,3,3,4,4,6,6,6,6,2,0,6,4,4,6,6,6,4,4,3,2,,5,4,3,5,2,1,01/01/94109 12:00:00 AM,US,1,3,1,2,1
486,801,A,7,2,3,2,22,606,2,6,4,11:00,14:00,180,2,4,,1,1,2,2,2,4,1,4,3,2,1,4,4,6,6,4,2,5,6,4,3,4,4,5,4,4,4,4,2,,2,3,3,5,1,1,01/01/94506 12:00:00 AM,US,5,5,2,4,1
493,856,C,46,1,2,4,15,1106,55,3,3,6:00,7:50,110,1,4,,1,2,1,2,2,1,2,3,2,2,3,6,3,6,6,6,6,3,6,6,3,4,6,3,6,4,3,3,2,,6,3,2,4,2,3,01/01/55126 12:00:00 AM,US,11,2,1,1,1
494,857,C,46,1,2,4,15,1106,55,3,3,5:40,7:50,130,1,9,,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,4,6,4,6,3,2,4,6,4,3,4,3,4,2,,6,4,3,1,2,3,01/01/55076 12:00:00 AM,US,11,5,1,4,1
495,858,C,46,1,2,4,15,1106,55,3,3,5:40,7:50,130,1,9,,1,2,2,2,2,1,2,2,2,2,1,3,2,6,6,4,3,3,6,3,2,3,3,3,3,6,6,1,2,,5,3,1,1,1,3,,US,12,4,1,4,1
496,859,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,3,1,4,1,2,2,2,2,3,2,5,5,5,5,5,5,6,6,5,5,6,5,6,5,5,5,6,6,5,4,4,2,,6,0,5,4,2,1,01/01/94027 12:00:00 AM,US,2,7,2,0,1
497,860,C,46,1,2,4,15,1106,55,3,3,6:30,7:50,80,1,7,,1,2,1,2,2,2,2,4,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,5,2,,5,5,3,2,1,3,01/01/56377 12:00:00 AM,US,11,3,2,2,1
498,861,C,46,1,2,4,15,1106,55,3,3,6:25,7:50,85,2,1,3,2,1,1,2,2,2,2,4,6,3,4,4,4,6,6,4,4,4,4,6,4,4,6,4,6,4,4,3,2,,1,4,5,0,2,1,01/01/94538 12:00:00 AM,US,3,4,2,3,1
499,862,C,46,1,2,4,15,1106,55,3,3,6:00,7:50,110,5,6,,1,1,2,2,2,1,2,4,4,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,5,5,2,,5,5,5,4,2,3,01/01/67206 12:00:00 AM,US,11,4,2,4,1
