CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,CPF,COPPERFIELD,SOUTHEAST,DEVELOPING,BUILDING OUT,2009,,5609,2269,884,0,1834,1999,21,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,136,376,0,64,0,17,1856,1694,5224,44,82,0,0,249,804,456,492,45,2846,2763,381,327,65,143,1019,591,196,92,23,9,367,319,68,180,1047,460,211,74,25,12,748,646,133,323,2066,1051,407,166,48,21,4414774.84443000000,10002.05626550000
Residential,1,SHG,SHAGANAPPI,CENTRE,BUILT-OUT,1950s,2009,,1603,878,102,0,343,384,98,0,156,132,0,105,0,0,0,3,0,0,0,0,147,26,213,5,0,4,1,80,5,129,7,0,17,1,90,28,214,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,1,0,0,1,108,20,149,1,0,22,1,358,264,880,22,2,1,3,316,259,117,83,10,835,768,41,55,36,79,164,145,155,60,39,61,45,51,40,66,168,128,109,59,40,62,86,106,76,145,332,273,264,119,79,123,1481741.91893000000,5717.74366248000
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2009,,16444,5562,1949,0,4578,4080,324,96,751,299,1,11,0,0,0,0,0,0,0,0,607,469,1101,21,122,1,0,7,0,19,3,0,1,12,277,239,648,3,32,0,0,0,0,0,1,0,0,0,86,29,155,1,9,9,0,0,0,0,0,0,0,2,250,160,565,17,30,0,20,3865,3681,13956,62,131,2,0,536,1376,989,1852,339,8215,8229,758,1360,479,438,1611,1718,1024,505,231,91,766,1359,427,493,1753,1698,920,451,251,111,1524,2719,906,931,3364,3416,1944,956,482,202,6216789.29052000000,11506.84269630000
Residual Sub Area,4,12F,12F,SOUTHEAST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718537.57669000000,9493.41079057000
Industrial,2,VAF,VALLEYFIELD,EAST,N/A,EMPLOYMENT,2009,,11,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,11,0,0,0,0,2,2,0,1,0,5,6,0,0,0,2,2,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,3,5,2,0,0,0,0,1200378.08049000000,5091.86282713000
Industrial,2,FHI,FOOTHILLS,EAST,N/A,EMPLOYMENT,2009,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7644881.35798000000,13205.81137850000
Industrial,2,EFV,EAST FAIRVIEW INDUSTRIAL,SOUTH,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310347.72573000000,7172.78668065000
Residential,1,CAS,CASTLERIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,2009,,6096,1952,584,0,1193,1458,226,0,120,0,0,148,0,0,0,0,0,0,0,0,98,0,185,21,0,1,0,108,6,235,4,0,36,0,215,130,715,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1057,4961,56,0,2,0,221,421,399,591,189,3125,2971,234,473,230,255,546,534,473,249,102,29,213,471,247,232,528,495,414,220,103,48,447,944,477,487,1074,1029,887,469,205,77,1212142.53691000000,4570.77564806000
Residential,1,CHN,CHINATOWN,CENTRE,BUILT-OUT,CENTRE CITY,2009,,1287,1457,36,0,171,0,0,0,1435,21,0,0,1,0,0,0,0,0,0,10,805,171,1273,44,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,448,278,53,25,2,563,724,14,20,9,19,78,75,77,53,59,159,15,17,8,32,68,76,65,46,96,301,29,37,17,51,146,151,142,99,155,460,247558.36621800000,2670.20357868000
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2009,,3985,2126,275,0,1123,1150,360,16,292,94,0,213,1,0,0,0,0,0,0,0,275,48,388,17,0,0,0,156,3,250,7,1,49,0,304,205,702,40,16,0,0,0,0,0,0,0,0,0,15,7,28,1,0,0,0,0,0,0,1,0,0,0,83,46,162,7,4,0,2,1086,814,2455,40,8,14,1,677,716,300,213,13,2019,1966,130,122,72,143,497,393,325,198,78,61,103,121,79,160,475,352,301,172,93,110,233,243,151,303,972,745,626,370,171,171,1793962.03274000000,6460.14544925000
Residential,1,SPH,SPRINGBANK HILL,WEST,DEVELOPING,BUILDING OUT,2009,,7875,2900,874,0,2359,2147,159,0,513,78,0,1,0,0,0,0,2,0,0,2,426,263,692,16,69,0,0,1,0,2,0,0,0,3,139,131,250,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,121,0,0,0,0,77,62,163,1,0,0,8,2001,1903,6647,55,72,11,2,415,753,524,866,88,3971,3904,393,627,294,249,511,828,644,269,117,39,315,590,276,236,582,883,591,256,125,50,708,1217,570,485,1093,1711,1235,525,242,89,6344592.51632000000,10406.29471790000
Residential,1,MOR,MONTEREY PARK,NORTHEAST,BUILT-OUT,1980s/1990s,2009,,10536,3139,799,0,2639,2474,23,0,157,138,299,46,1,0,0,1,0,0,0,1,151,110,282,4,0,1,0,39,7,119,1,0,6,0,23,20,70,0,0,0,0,273,270,480,26,0,0,0,0,0,0,0,0,0,0,2,1,100,0,0,0,0,136,73,366,2,0,0,0,2429,2158,9119,40,0,5,2,302,790,543,1105,313,5205,5331,319,730,403,415,671,806,836,519,316,190,286,739,368,382,725,811,883,538,323,276,605,1469,771,797,1396,1617,1719,1057,639,466,3264127.00477000000,8498.41060157000
Residential,1,TEM,TEMPLE,NORTHEAST,BUILT-OUT,1960s/1970s,2009,,10999,3619,868,0,2524,2302,611,0,118,426,0,160,0,0,1,0,1,0,0,0,117,0,200,1,0,0,0,136,8,294,7,0,17,0,593,358,1772,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,406,261,1127,20,0,0,0,2244,1896,7603,53,1,4,2,437,1075,692,993,300,5516,5483,321,691,490,460,871,875,834,656,236,82,355,789,393,443,871,834,868,597,242,91,676,1480,883,903,1742,1709,1702,1253,478,173,2624813.31029000000,6496.64413440000
Residential,1,SOW,SOUTHWOOD,SOUTH,BUILT-OUT,1960s/1970s,2009,,6123,2641,383,0,1612,1376,290,32,334,520,0,88,1,0,0,0,0,0,0,1,306,117,528,27,0,0,0,72,6,139,11,0,5,0,285,102,734,5,0,0,0,0,0,0,0,0,0,0,32,18,42,0,0,0,0,1,0,13,0,0,0,0,503,184,1239,17,0,0,0,1353,1185,3428,20,0,3,1,620,967,506,423,36,3121,3002,159,312,203,262,535,522,478,272,234,144,137,281,165,250,473,510,470,292,262,162,296,593,368,512,1008,1032,948,564,496,306,2661115.55028000000,6583.13440565000
Residential,1,BRA,BRAESIDE,SOUTH,BUILT-OUT,1960s/1970s,2009,,6012,2541,354,0,1993,1401,76,0,161,899,0,4,0,0,0,0,0,0,0,0,154,99,254,7,0,0,0,4,1,8,0,0,0,0,73,56,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,564,1812,27,0,0,0,1377,1273,3804,22,0,2,0,560,985,454,442,39,2976,3036,141,321,209,228,479,455,476,341,220,106,143,288,216,184,426,440,556,413,238,132,284,609,425,412,905,895,1032,754,458,238,1960856.77809000000,5660.81584647000
Residential,1,KIN,KINGSLAND,SOUTH,BUILT-OUT,1950s,2009,,4358,2377,221,0,817,664,191,0,1259,189,0,73,0,0,0,0,0,1,0,2,1107,117,1808,124,13,13,1,63,1,111,5,0,4,0,182,46,452,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,180,112,400,9,0,0,2,645,541,1586,15,1,1,1,855,794,285,225,19,2308,2050,85,128,93,202,567,426,392,218,96,101,99,134,102,178,434,329,290,197,113,174,184,262,195,380,1001,755,682,415,209,275,1327746.37858000000,4886.85203118000
Industrial,2,GTI,GOLDEN TRIANGLE,EAST,N/A,EMPLOYMENT,2009,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510543.34838300000,3196.11410025000
Industrial,2,EFI,EASTFIELD,EAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126949.17583000000,4650.07918335000
Industrial,2,BUR,BURNS INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2009,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898941.05997000000,9626.05588801000
Industrial,2,GBP,GLENDEER BUSINESS PARK,SOUTH,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263720.58870800000,2325.65571135000
Industrial,2,MER,MERIDIAN,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382365.08147000000,5945.49270721000
Industrial,2,MLI,MAYLAND,NORTHEAST,N/A,EMPLOYMENT,2009,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227207.17909000000,5751.14063819000
Industrial,2,STD,STARFIELD,EAST,N/A,EMPLOYMENT,2009,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348197.05778000000,8621.75002482000
Industrial,2,OSH,OGDEN SHOPS,EAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219730.09952000000,7725.44883788000
Residential,1,RDL,ROSEDALE,CENTRE,BUILT-OUT,INNER CITY,2009,,1644,637,102,0,505,578,0,0,36,4,0,18,0,0,0,0,1,0,0,0,35,3,43,1,0,0,0,18,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,4,4,8,0,0,0,1,556,491,1555,11,9,1,1,131,199,106,163,15,822,822,42,90,63,72,70,102,180,133,48,22,40,118,67,58,72,113,177,108,45,24,82,208,130,130,142,215,357,241,93,46,666245.95290500000,3717.75001759000
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,EAST,N/A,EMPLOYMENT,2009,,130,63,2,0,51,0,0,0,0,0,60,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,108,6,0,0,0,0,0,0,0,0,0,0,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,27,10,3,1,90,40,2,1,4,6,13,20,24,13,7,0,0,0,1,3,5,16,7,7,1,0,2,1,5,9,18,36,31,20,8,0,1538900.03954000000,7472.28345925000
Industrial,2,HIF,HIGHFIELD,CENTRE,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736442.20451000000,7657.70089829000
Industrial,2,SFH,SOUTH FOOTHILLS,SOUTHEAST,N/A,EMPLOYMENT,2009,Y,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638979.51835000000,7849.61545102000
Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17367775.17390000000,17686.68783990000
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952597.49578000000,7806.69041376000
Industrial,2,WES,WESTWINDS,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950607.61624000000,6713.54956631000
