Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,MAX ANS DELAY,ABANDONED
20/05/2015,ccc_priority_script,44,42,0:00:22,,2
20/05/2015,ccc_tax_script,22,12,0:07:47,,10
20/05/2015,ccc_help_script,7,6,0:00:04,,1
20/05/2015,ccc_311_calgary_combined,4593,3207,0:05:39,,1386
21/05/2015,ccc_priority_script,23,23,0:00:14,,0
21/05/2015,ccc_tax_script,32,25,0:04:22,,7
21/05/2015,ccc_help_script,9,8,0:00:31,,1
21/05/2015,ccc_311_calgary_combined,4522,3128,0:05:33,,1394
22/05/2015,ccc_priority_script,18,18,0:00:21,,0
22/05/2015,ccc_tax_script,11,9,0:05:51,,2
22/05/2015,ccc_help_script,16,14,0:00:12,,2
22/05/2015,ccc_311_calgary_combined,4605,3178,0:05:27,,1427
23/05/2015,ccc_priority_script,31,31,0:00:11,,0
23/05/2015,ccc_tax_script,1,1,0:06:20,,0
23/05/2015,ccc_311_calgary_combined,1762,1627,0:00:49,,135
24/05/2015,ccc_priority_script,25,23,0:00:26,,2
24/05/2015,ccc_tax_script,1,1,0:00:35,,0
24/05/2015,ccc_help_script,2,2,0:00:11,,0
24/05/2015,ccc_311_calgary_combined,1378,1264,0:01:01,,114
25/05/2015,ccc_priority_script,35,34,0:00:20,,1
25/05/2015,ccc_tax_script,29,29,0:06:07,,0
25/05/2015,ccc_help_script,11,7,0:00:15,,4
25/05/2015,ccc_311_calgary_combined,5021,3700,0:05:25,,1321
26/05/2015,ccc_priority_script,42,37,0:00:17,,5
26/05/2015,ccc_tax_script,24,21,0:05:10,,3
26/05/2015,ccc_help_script,22,17,0:00:13,,5
26/05/2015,ccc_311_calgary_combined,4346,3347,0:03:59,,999
27/05/2015,ccc_priority_script,29,29,0:00:17,,0
27/05/2015,ccc_tax_script,21,14,0:07:11,,7
27/05/2015,ccc_help_script,9,6,0:00:10,,3
27/05/2015,ccc_311_calgary_combined,4737,2888,0:07:40,,1848
28/05/2015,ccc_priority_script,25,25,0:00:13,,0
28/05/2015,ccc_tax_script,24,16,0:07:12,,8
28/05/2015,ccc_help_script,14,10,0:00:12,,4
28/05/2015,ccc_311_calgary_combined,5202,2931,0:08:31,,2271
29/05/2015,ccc_priority_script,23,22,0:00:14,,1
29/05/2015,ccc_tax_script,17,12,0:09:21,,5
29/05/2015,ccc_help_script,6,6,0:00:14,,0
29/05/2015,ccc_311_calgary_combined,5540,3514,0:07:43,,2026
30/05/2015,ccc_priority_script,18,17,0:00:12,,1
30/05/2015,ccc_help_script,2,2,0:00:10,,0
30/05/2015,ccc_311_calgary_combined,1862,1787,0:00:24,,75
31/05/2015,ccc_priority_script,23,20,0:00:15,,3
31/05/2015,ccc_help_script,3,3,0:00:04,,0
31/05/2015,ccc_311_calgary_combined,1532,1436,0:00:43,,96
1/6/2015,ccc_priority_script,28,28,0:00:35,,0
1/6/2015,ccc_tax_script,18,11,0:11:14,,7
1/6/2015,ccc_help_script,5,4,0:00:03,,1
1/6/2015,ccc_311_calgary_combined,6235,3974,0:07:01,,2261
2/6/2015,ccc_priority_script,43,41,0:00:19,,2
2/6/2015,ccc_tax_script,16,7,0:09:40,,9
2/6/2015,ccc_help_script,25,21,0:00:20,,4
2/6/2015,ccc_311_calgary_combined,5686,3342,0:08:35,,2344
3/6/2015,ccc_priority_script,36,35,0:00:19,,1
3/6/2015,ccc_tax_script,19,12,0:08:28,,7
3/6/2015,ccc_help_script,7,5,0:00:28,,2
3/6/2015,ccc_311_calgary_combined,5226,3269,0:07:54,,1957
4/6/2015,ccc_priority_script,29,27,0:00:28,,2
4/6/2015,ccc_tax_script,24,17,0:08:27,,7
4/6/2015,ccc_help_script,14,13,0:00:13,,1
4/6/2015,ccc_311_calgary_combined,5267,3397,0:07:08,,1870
5/6/2015,ccc_priority_script,29,28,0:00:21,,1
5/6/2015,ccc_tax_script,31,16,0:06:53,,15
5/6/2015,ccc_help_script,6,5,0:00:11,,1
5/6/2015,ccc_311_calgary_combined,4848,3505,0:05:27,,1343
6/6/2015,ccc_priority_script,34,33,0:00:19,,1
6/6/2015,ccc_help_script,1,1,0:00:21,,0
6/6/2015,ccc_311_calgary_combined,1799,1608,0:01:17,,191
7/6/2015,ccc_priority_script,32,28,0:00:13,,4
7/6/2015,ccc_help_script,3,3,0:00:23,,0
7/6/2015,ccc_311_calgary_combined,1696,1486,0:01:26,,210
8/6/2015,ccc_priority_script,48,45,0:00:20,,3
8/6/2015,ccc_tax_script,25,14,0:08:26,,11
8/6/2015,ccc_help_script,16,14,0:00:20,,2
8/6/2015,ccc_311_calgary_combined,6036,3822,0:07:24,,2214
9/6/2015,ccc_priority_script,37,35,0:00:24,,2
9/6/2015,ccc_tax_script,27,13,0:07:47,,14
9/6/2015,ccc_help_script,12,12,0:00:10,,0
9/6/2015,ccc_311_calgary_combined,5516,3473,0:07:28,,2043
10/6/2015,ccc_priority_script,31,28,0:00:17,,3
10/6/2015,ccc_tax_script,17,11,0:08:41,,6
10/6/2015,ccc_help_script,13,12,0:00:13,,1
10/6/2015,ccc_311_calgary_combined,5063,3525,0:06:17,,1538
11/6/2015,ccc_priority_script,35,34,0:00:24,,1
11/6/2015,ccc_tax_script,32,20,0:09:56,,12
11/6/2015,ccc_help_script,15,14,0:00:22,,1
11/6/2015,ccc_311_calgary_combined,5165,3090,0:08:12,,2075
12/6/2015,ccc_priority_script,32,31,0:00:29,,1
12/6/2015,ccc_tax_script,21,14,0:06:47,,7
12/6/2015,ccc_help_script,4,3,0:00:06,,1
12/6/2015,ccc_311_calgary_combined,4205,3120,0:05:40,,1085
13/06/2015,ccc_priority_script,27,27,0:00:10,,0
13/06/2015,ccc_311_calgary_combined,1444,1366,0:00:38,,78
14/06/2015,ccc_priority_script,33,32,0:00:12,,1
14/06/2015,ccc_tax_script,1,1,0:00:04,,0
14/06/2015,ccc_311_calgary_combined,1155,1112,0:00:26,,43
15/06/2015,ccc_priority_script,33,32,0:00:23,,1
15/06/2015,ccc_tax_script,33,17,0:07:53,,16
15/06/2015,ccc_help_script,6,6,0:00:13,,0
15/06/2015,ccc_311_calgary_combined,5280,3644,0:06:25,,1636
16/06/2015,ccc_priority_script,35,31,0:00:14,,4
16/06/2015,ccc_tax_script,20,10,0:08:36,,10
16/06/2015,ccc_help_script,8,7,0:00:09,,1
16/06/2015,ccc_311_calgary_combined,5129,3236,0:07:50,,1893
17/06/2015,ccc_priority_script,29,29,0:00:13,,0
17/06/2015,ccc_tax_script,18,10,0:08:59,,8
17/06/2015,ccc_help_script,6,6,0:00:08,,0
17/06/2015,ccc_311_calgary_combined,4615,3066,0:07:07,,1549
18/06/2015,ccc_priority_script,34,30,0:00:18,,4
18/06/2015,ccc_tax_script,15,10,0:08:05,,5
18/06/2015,ccc_help_script,11,9,0:00:14,,2
18/06/2015,ccc_311_calgary_combined,4524,3149,0:06:27,,1375
19/06/2015,ccc_priority_script,42,40,0:00:21,,2
19/06/2015,ccc_tax_script,13,8,0:05:58,,5
19/06/2015,ccc_help_script,10,7,0:00:08,,3
19/06/2015,ccc_311_calgary_combined,4321,3244,0:05:16,,1077
20/06/2015,ccc_priority_script,32,32,0:00:15,,0
20/06/2015,ccc_help_script,1,1,0:00:04,,0
20/06/2015,ccc_311_calgary_combined,1438,1389,0:00:22,,49
21/06/2015,ccc_priority_script,28,28,0:00:09,,0
21/06/2015,ccc_help_script,3,3,0:00:05,,0
21/06/2015,ccc_311_calgary_combined,1072,1044,0:00:16,,28
22/06/2015,ccc_priority_script,30,26,0:00:15,,4
22/06/2015,ccc_tax_script,18,11,0:08:10,,7
22/06/2015,ccc_help_script,12,9,0:00:11,,3
22/06/2015,ccc_311_calgary_combined,5729,3651,0:06:03,,1932
23/06/2015,ccc_priority_script,39,38,0:00:23,,1
23/06/2015,ccc_tax_script,31,17,0:09:48,,14
23/06/2015,ccc_help_script,17,16,0:00:16,,1
23/06/2015,ccc_311_calgary_combined,5241,3130,0:08:42,,2111
24/06/2015,ccc_priority_script,24,24,0:00:13,,0
24/06/2015,ccc_tax_script,19,15,0:08:03,,4
24/06/2015,ccc_help_script,8,7,0:00:16,,1
24/06/2015,ccc_311_calgary_combined,5274,3380,0:07:23,,1894
25/06/2015,ccc_priority_script,32,32,0:00:18,,0
25/06/2015,ccc_tax_script,17,9,0:07:47,,8
25/06/2015,ccc_help_script,8,7,0:00:13,,1
25/06/2015,ccc_311_calgary_combined,5039,3447,0:07:05,,1592
26/06/2015,ccc_priority_script,33,32,0:00:24,,1
26/06/2015,ccc_tax_script,17,13,0:04:40,,4
26/06/2015,ccc_help_script,3,3,0:00:07,,0
26/06/2015,ccc_311_calgary_combined,4435,3480,0:04:32,,952
27/06/2015,ccc_priority_script,29,28,0:00:16,,1
27/06/2015,ccc_help_script,1,1,0:02:01,,0
27/06/2015,ccc_311_calgary_combined,1855,1673,0:01:17,,180
28/06/2015,ccc_priority_script,32,30,0:00:26,,2
28/06/2015,ccc_tax_script,2,1,0:00:03,,1
28/06/2015,ccc_help_script,1,1,0:00:02,,0
28/06/2015,ccc_311_calgary_combined,1526,1349,0:01:27,,182
29/06/2015,ccc_priority_script,40,40,0:00:21,,0
29/06/2015,ccc_tax_script,21,15,0:06:23,,6
29/06/2015,ccc_help_script,9,9,0:00:17,,0
29/06/2015,ccc_311_calgary_combined,6005,4219,0:06:37,,1786
30/06/2015,ccc_priority_script,46,45,0:00:15,,1
30/06/2015,ccc_tax_script,16,11,0:04:49,,5
30/06/2015,ccc_help_script,15,11,0:00:12,,4
30/06/2015,ccc_311_calgary_combined,6559,4734,0:05:25,,1822
1/7/2015,ccc_priority_script,36,32,0:00:13,,4
1/7/2015,ccc_help_script,3,3,0:00:32,,0
1/7/2015,ccc_311_calgary_combined,2115,1991,0:00:38,,127
2/7/2015,ccc_priority_script,58,54,0:00:29,,4
2/7/2015,ccc_tax_script,19,11,0:06:15,,8
2/7/2015,ccc_help_script,17,16,0:00:12,,1
2/7/2015,ccc_311_calgary_combined,4857,3538,0:05:44,,1319
3/7/2015,ccc_priority_script,38,37,0:00:29,,1
3/7/2015,ccc_tax_script,9,7,0:03:56,,2
3/7/2015,ccc_help_script,6,6,0:00:17,,0
3/7/2015,ccc_311_calgary_combined,3871,3233,0:02:56,,638
4/7/2015,ccc_priority_script,69,68,0:00:25,,1
4/7/2015,ccc_help_script,2,2,0:00:46,,0
4/7/2015,ccc_311_calgary_combined,1732,1457,0:01:52,,275
5/7/2015,ccc_priority_script,27,25,0:00:17,,2
5/7/2015,ccc_help_script,1,1,0:00:04,,0
5/7/2015,ccc_311_calgary_combined,1272,1215,0:00:35,,57
6/7/2015,ccc_priority_script,28,27,0:00:18,,1
6/7/2015,ccc_tax_script,13,8,0:09:12,,5
6/7/2015,ccc_help_script,18,16,0:00:22,,2
6/7/2015,ccc_311_calgary_combined,5047,3050,0:08:13,,1998
7/7/2015,ccc_priority_script,44,44,0:00:22,,0
7/7/2015,ccc_tax_script,13,10,0:08:15,,3
7/7/2015,ccc_help_script,13,10,0:00:13,,3
7/7/2015,ccc_311_calgary_combined,4726,3042,0:07:31,,1683
8/7/2015,ccc_priority_script,50,47,0:00:28,,3
8/7/2015,ccc_tax_script,18,15,0:06:04,,3
8/7/2015,ccc_help_script,20,16,0:00:19,,4
8/7/2015,ccc_311_calgary_combined,4765,3123,0:06:38,,1641
9/7/2015,ccc_priority_script,36,35,0:00:23,,1
9/7/2015,ccc_tax_script,16,13,0:05:52,,3
9/7/2015,ccc_help_script,9,7,0:00:21,,2
9/7/2015,ccc_311_calgary_combined,4156,3035,0:05:21,,1121
10/7/2015,ccc_priority_script,43,40,0:00:21,,3
10/7/2015,ccc_tax_script,16,9,0:02:27,,7
10/7/2015,ccc_help_script,12,10,0:00:29,,2
10/7/2015,ccc_311_calgary_combined,3802,3015,0:03:51,,786
11/7/2015,ccc_priority_script,58,53,0:00:28,,5
11/7/2015,ccc_help_script,4,3,0:00:23,,1
11/7/2015,ccc_311_calgary_combined,1705,1485,0:01:13,,219
12/7/2015,ccc_priority_script,56,51,0:00:31,,5
12/7/2015,ccc_help_script,4,2,0:00:04,,2
12/7/2015,ccc_311_calgary_combined,1639,1340,0:01:43,,300
13/07/2015,ccc_priority_script,39,37,0:00:27,,2
13/07/2015,ccc_tax_script,22,15,0:07:02,,7
13/07/2015,ccc_help_script,9,9,0:00:21,,0
13/07/2015,ccc_311_calgary_combined,4790,3068,0:07:13,,1722
14/07/2015,ccc_priority_script,51,51,0:00:26,,0
14/07/2015,ccc_tax_script,20,11,0:08:02,,9
14/07/2015,ccc_help_script,14,10,0:00:12,,4
14/07/2015,ccc_311_calgary_combined,4430,2864,0:07:22,,1565
15/07/2015,ccc_priority_script,21,20,0:00:20,,1
15/07/2015,ccc_tax_script,26,15,0:06:00,,11
15/07/2015,ccc_help_script,13,11,0:00:17,,2
15/07/2015,ccc_311_calgary_combined,4242,2841,0:06:34,,1400
16/07/2015,ccc_priority_script,27,27,0:00:17,,0
16/07/2015,ccc_tax_script,12,8,0:03:42,,4
16/07/2015,ccc_help_script,14,13,0:00:09,,1
16/07/2015,ccc_311_calgary_combined,3601,2827,0:03:27,,774
17/07/2015,ccc_priority_script,54,54,0:00:28,,0
17/07/2015,ccc_tax_script,18,14,0:03:35,,4
17/07/2015,ccc_help_script,9,7,0:00:43,,2
17/07/2015,ccc_311_calgary_combined,3510,2528,0:04:41,,981
18/07/2015,ccc_priority_script,28,28,0:00:15,,0
18/07/2015,ccc_tax_script,1,1,0:00:09,,0
18/07/2015,ccc_help_script,5,5,0:00:18,,0
18/07/2015,ccc_311_calgary_combined,1525,1402,0:00:51,,123
19/07/2015,ccc_priority_script,27,27,0:00:28,,0
19/07/2015,ccc_tax_script,4,4,0:03:26,,0
19/07/2015,ccc_help_script,1,1,0:00:22,,0
19/07/2015,ccc_311_calgary_combined,1230,1172,0:00:30,,58
20/07/2015,ccc_priority_script,30,28,0:00:15,,2
20/07/2015,ccc_tax_script,16,11,0:08:00,,5
20/07/2015,ccc_help_script,15,15,0:00:12,,0
20/07/2015,ccc_311_calgary_combined,4682,3038,0:07:25,,1641
21/07/2015,ccc_priority_script,30,26,0:00:26,,4
21/07/2015,ccc_tax_script,22,16,0:04:39,,6
21/07/2015,ccc_help_script,22,22,0:00:17,,0
21/07/2015,ccc_311_calgary_combined,4620,3053,0:06:19,,1567
22/07/2015,ccc_priority_script,35,32,0:00:45,,3
22/07/2015,ccc_tax_script,14,13,0:07:57,,1
22/07/2015,ccc_help_script,11,10,0:00:21,,1
22/07/2015,ccc_311_calgary_combined,4301,2916,0:06:18,,1384
23/07/2015,ccc_priority_script,26,24,0:00:33,,2
23/07/2015,ccc_tax_script,11,4,0:01:50,,7
23/07/2015,ccc_help_script,17,15,0:00:15,,2
23/07/2015,ccc_311_calgary_combined,4014,2821,0:05:28,,1193
24/07/2015,ccc_priority_script,36,34,0:00:23,,2
24/07/2015,ccc_tax_script,18,8,0:08:57,,10
24/07/2015,ccc_help_script,9,8,0:00:24,,1
24/07/2015,ccc_311_calgary_combined,4153,2572,0:08:16,,1581
25/07/2015,ccc_priority_script,27,27,0:00:20,,0
25/07/2015,ccc_tax_script,2,2,0:01:37,,0
25/07/2015,ccc_311_calgary_combined,1397,1301,0:00:40,,96
26/07/2015,ccc_priority_script,26,24,0:00:16,,2
26/07/2015,ccc_help_script,3,2,0:00:54,,1
26/07/2015,ccc_311_calgary_combined,1202,1063,0:01:09,,139
27/07/2015,ccc_priority_script,25,23,0:00:14,,2
27/07/2015,ccc_tax_script,10,9,0:06:47,,1
27/07/2015,ccc_help_script,10,10,0:00:46,,0
27/07/2015,ccc_311_calgary_combined,4578,3367,0:05:13,,1210
28/07/2015,ccc_priority_script,36,33,0:00:24,,3
28/07/2015,ccc_tax_script,15,12,0:04:59,,3
28/07/2015,ccc_help_script,16,16,0:00:43,,0
28/07/2015,ccc_311_calgary_combined,4153,3305,0:03:34,,848
29/07/2015,ccc_priority_script,48,41,0:00:19,,7
29/07/2015,ccc_tax_script,11,7,0:05:39,,4
29/07/2015,ccc_help_script,6,5,0:00:13,,1
29/07/2015,ccc_311_calgary_combined,4060,2843,0:05:30,,1197
30/07/2015,ccc_priority_script,43,40,0:00:21,,3
30/07/2015,ccc_tax_script,17,12,0:07:11,,5
30/07/2015,ccc_help_script,18,17,0:00:19,,1
30/07/2015,ccc_311_calgary_combined,4080,2884,0:05:20,,1193
31/07/2015,ccc_priority_script,19,17,0:00:15,,2
31/07/2015,ccc_tax_script,18,15,0:03:41,,3
31/07/2015,ccc_help_script,9,7,0:00:09,,2
31/07/2015,ccc_311_calgary_combined,3701,2890,0:03:34,,808
1/8/2015,ccc_priority_script,31,31,0:00:19,,0
1/8/2015,ccc_311_calgary_combined,1433,1359,0:00:36,,74
2/8/2015,ccc_priority_script,26,26,0:00:33,,0
2/8/2015,ccc_help_script,4,4,0:00:27,,0
2/8/2015,ccc_311_calgary_combined,1213,1122,0:00:39,,91
3/8/2015,ccc_priority_script,18,18,0:00:17,,0
3/8/2015,ccc_help_script,1,1,0:00:46,,0
3/8/2015,ccc_311_calgary_combined,1486,1419,0:00:30,,67
4/8/2015,ccc_priority_script,98,95,0:00:22,,3
4/8/2015,ccc_tax_script,19,13,0:07:16,,6
4/8/2015,ccc_help_script,21,17,0:00:15,,4
4/8/2015,ccc_311_calgary_combined,5979,3439,0:06:38,,2540
5/8/2015,ccc_priority_script,51,49,0:00:19,,2
5/8/2015,ccc_tax_script,24,19,0:04:51,,5
5/8/2015,ccc_help_script,20,20,0:00:13,,0
5/8/2015,ccc_311_calgary_combined,4427,3222,0:04:05,,1205
6/8/2015,ccc_priority_script,40,37,0:00:17,,3
6/8/2015,ccc_tax_script,12,10,0:05:12,,2
6/8/2015,ccc_help_script,11,10,0:02:19,,1
6/8/2015,ccc_311_calgary_combined,4240,3231,0:03:46,,1009
7/8/2015,ccc_priority_script,43,42,0:00:26,,1
7/8/2015,ccc_tax_script,17,12,0:05:20,,5
7/8/2015,ccc_help_script,4,4,0:00:06,,0
7/8/2015,ccc_311_calgary_combined,3849,2949,0:03:44,,899
8/8/2015,ccc_priority_script,30,30,0:00:34,,0
8/8/2015,ccc_help_script,4,3,0:00:18,,1
8/8/2015,ccc_311_calgary_combined,1653,1368,0:02:03,,285
9/8/2015,ccc_priority_script,36,34,0:00:14,,2
9/8/2015,ccc_help_script,2,1,0:00:06,,1
9/8/2015,ccc_311_calgary_combined,1290,1174,0:00:54,,115
10/8/2015,ccc_priority_script,31,28,0:00:12,,3
10/8/2015,ccc_tax_script,20,15,0:04:25,,5
10/8/2015,ccc_help_script,9,8,0:00:11,,1
10/8/2015,ccc_311_calgary_combined,4621,3402,0:04:36,,1219
11/8/2015,ccc_priority_script,28,28,0:00:30,,0
11/8/2015,ccc_tax_script,11,11,0:03:30,,0
11/8/2015,ccc_help_script,11,11,0:00:13,,0
11/8/2015,ccc_311_calgary_combined,4176,3340,0:03:22,,836
12/8/2015,ccc_priority_script,24,23,0:00:15,,1
12/8/2015,ccc_tax_script,16,12,0:07:24,,4
12/8/2015,ccc_help_script,7,7,0:00:27,,0
12/8/2015,ccc_311_calgary_combined,4182,2978,0:04:54,,1204
13/08/2015,ccc_priority_script,35,32,0:00:19,,3
13/08/2015,ccc_tax_script,7,5,0:06:54,,2
13/08/2015,ccc_help_script,15,12,0:00:13,,3
13/08/2015,ccc_311_calgary_combined,3994,3025,0:04:19,,969
14/08/2015,ccc_priority_script,24,24,0:00:14,,0
14/08/2015,ccc_tax_script,13,11,0:06:02,,2
14/08/2015,ccc_help_script,12,10,0:00:22,,2
14/08/2015,ccc_311_calgary_combined,3910,2629,0:05:47,,1274
15/08/2015,ccc_priority_script,30,30,0:00:19,,0
15/08/2015,ccc_tax_script,2,1,0:00:05,,1
15/08/2015,ccc_help_script,1,1,0:00:02,,0
15/08/2015,ccc_311_calgary_combined,1300,1206,0:00:45,,94
16/08/2015,ccc_priority_script,21,21,0:00:06,,0
16/08/2015,ccc_help_script,2,2,0:00:27,,0
16/08/2015,ccc_311_calgary_combined,1142,1088,0:00:25,,54
17/08/2015,ccc_priority_script,42,41,0:00:12,,1
17/08/2015,ccc_tax_script,14,13,0:08:04,,1
17/08/2015,ccc_help_script,12,12,0:00:12,,0
17/08/2015,ccc_311_calgary_combined,5011,3580,0:05:11,,1431
18/08/2015,ccc_priority_script,31,30,0:00:20,,1
18/08/2015,ccc_tax_script,22,22,0:03:14,,0
18/08/2015,ccc_help_script,9,8,0:00:09,,1
18/08/2015,ccc_311_calgary_combined,4203,3321,0:03:26,,882
19/08/2015,ccc_priority_script,39,38,0:00:23,,1
19/08/2015,ccc_tax_script,17,16,0:03:17,,1
19/08/2015,ccc_help_script,12,9,0:00:15,,3
19/08/2015,ccc_311_calgary_combined,4035,3249,0:02:53,,786
20/08/2015,ccc_priority_script,39,33,0:00:13,,6
20/08/2015,ccc_tax_script,17,14,0:02:51,,3
20/08/2015,ccc_help_script,19,14,0:00:15,,5
20/08/2015,ccc_311_calgary_combined,4009,3234,0:02:58,,775
21/08/2015,ccc_priority_script,38,37,0:00:15,,1
21/08/2015,ccc_tax_script,15,11,0:01:16,,4
21/08/2015,ccc_help_script,9,7,0:00:22,,2
21/08/2015,ccc_311_calgary_combined,3276,2798,0:01:59,,478
22/08/2015,ccc_priority_script,25,24,0:00:22,,1
22/08/2015,ccc_help_script,1,0,0:00:00,,1
22/08/2015,ccc_311_calgary_combined,1505,1357,0:01:02,,148
23/08/2015,ccc_priority_script,20,19,0:00:05,,1
23/08/2015,ccc_help_script,3,3,0:00:07,,0
23/08/2015,ccc_311_calgary_combined,1157,1133,0:00:14,,24
24/08/2015,ccc_priority_script,37,34,0:00:12,,3
24/08/2015,ccc_tax_script,18,17,0:01:16,,1
24/08/2015,ccc_help_script,7,7,0:00:11,,0
24/08/2015,ccc_311_calgary_combined,4052,3671,0:01:15,,381
25/08/2015,ccc_priority_script,32,28,0:00:14,,4
25/08/2015,ccc_tax_script,15,9,0:03:07,,6
25/08/2015,ccc_help_script,10,10,0:00:10,,0
25/08/2015,ccc_311_calgary_combined,4126,3278,0:03:07,,848
26/08/2015,ccc_priority_script,35,31,0:00:19,,4
26/08/2015,ccc_tax_script,10,10,0:01:52,,0
26/08/2015,ccc_help_script,8,8,0:00:11,,0
26/08/2015,ccc_311_calgary_combined,3775,3101,0:02:42,,674
27/08/2015,ccc_priority_script,28,26,0:00:13,,2
27/08/2015,ccc_tax_script,13,12,0:01:21,,1
27/08/2015,ccc_help_script,12,11,0:00:09,,1
27/08/2015,ccc_311_calgary_combined,3775,3377,0:01:22,,398
28/08/2015,ccc_priority_script,31,28,0:01:48,,3
28/08/2015,ccc_tax_script,19,13,0:03:03,,6
28/08/2015,ccc_help_script,5,5,0:00:13,,0
28/08/2015,ccc_311_calgary_combined,3649,3159,0:02:03,,490
29/08/2015,ccc_priority_script,38,35,0:00:31,,3
29/08/2015,ccc_help_script,1,1,0:00:05,,0
29/08/2015,ccc_311_calgary_combined,1777,1456,0:01:57,,321
30/08/2015,ccc_priority_script,18,18,0:00:10,,0
30/08/2015,ccc_help_script,8,8,0:00:11,,0
30/08/2015,ccc_311_calgary_combined,1369,1285,0:00:44,,83
31/08/2015,ccc_priority_script,16,16,0:00:10,,0
31/08/2015,ccc_tax_script,15,14,0:01:31,,1
31/08/2015,ccc_help_script,13,12,0:00:11,,1
31/08/2015,ccc_311_calgary_combined,4224,3820,0:01:20,,403
1/9/2015,ccc_priority_script,37,36,0:00:12,,1
1/9/2015,ccc_tax_script,13,11,0:03:19,,2
1/9/2015,ccc_help_script,12,11,0:00:16,,1
1/9/2015,ccc_311_calgary_combined,4223,3516,0:02:41,,704
2/9/2015,ccc_priority_script,37,37,0:00:15,,0
2/9/2015,ccc_tax_script,17,17,0:06:09,,0
2/9/2015,ccc_help_script,25,19,0:00:13,,6
2/9/2015,ccc_311_calgary_combined,4257,3253,0:04:17,,1002
3/9/2015,ccc_priority_script,44,42,0:00:14,,2
3/9/2015,ccc_tax_script,19,17,0:03:35,,2
3/9/2015,ccc_help_script,14,11,0:00:08,,3
3/9/2015,ccc_311_calgary_combined,3838,3227,0:02:41,,610
4/9/2015,ccc_priority_script,22,22,0:00:28,,0
4/9/2015,ccc_tax_script,14,13,0:01:17,,1
4/9/2015,ccc_help_script,17,12,0:00:24,,5
4/9/2015,ccc_311_calgary_combined,3256,2971,0:01:10,,285
5/9/2015,ccc_priority_script,26,25,0:00:07,,1
5/9/2015,ccc_help_script,1,0,0:00:00,,0
5/9/2015,ccc_311_calgary_combined,1143,1097,0:00:17,,46
6/9/2015,ccc_priority_script,20,20,0:00:15,,0
6/9/2015,ccc_tax_script,1,1,0:00:03,,0
6/9/2015,ccc_help_script,5,5,0:00:07,,0
6/9/2015,ccc_311_calgary_combined,1038,973,0:00:31,,65
7/9/2015,ccc_priority_script,20,20,0:00:27,,0
7/9/2015,ccc_tax_script,1,1,0:00:02,,0
7/9/2015,ccc_help_script,4,4,0:00:03,,0
7/9/2015,ccc_311_calgary_combined,1347,1308,0:00:20,,39
8/9/2015,ccc_priority_script,26,25,0:00:18,,1
8/9/2015,ccc_tax_script,15,12,0:02:47,,3
8/9/2015,ccc_help_script,10,7,0:00:13,,3
8/9/2015,ccc_311_calgary_combined,4610,3441,0:04:18,,1168
9/9/2015,ccc_priority_script,29,29,0:00:14,,0
9/9/2015,ccc_tax_script,9,8,0:01:21,,1
9/9/2015,ccc_help_script,11,10,0:00:13,,1
9/9/2015,ccc_311_calgary_combined,3797,3406,0:01:27,,391
10/9/2015,ccc_priority_script,41,40,0:00:26,,1
10/9/2015,ccc_tax_script,16,14,0:03:56,,2
10/9/2015,ccc_help_script,15,13,0:01:24,,2
10/9/2015,ccc_311_calgary_combined,3915,3126,0:03:15,,788
11/9/2015,ccc_priority_script,24,23,0:00:14,,1
11/9/2015,ccc_tax_script,10,6,0:02:45,,4
11/9/2015,ccc_help_script,8,5,0:00:17,,3
11/9/2015,ccc_311_calgary_combined,3729,3158,0:02:17,,571
12/9/2015,ccc_priority_script,35,30,0:00:43,,5
12/9/2015,ccc_tax_script,1,1,0:00:04,,0
12/9/2015,ccc_311_calgary_combined,1689,1329,0:02:16,,360
13/09/2015,ccc_priority_script,19,18,0:00:16,,1
13/09/2015,ccc_311_calgary_combined,1114,1058,0:00:29,,56
14/09/2015,ccc_tax_script,12,10,0:00:44,0:03:33,2
14/09/2015,ccc_priority_script,30,30,0:00:14,0:00:54,0
14/09/2015,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
14/09/2015,ccc_city_script,19,19,0:00:11,0:01:08,0
14/09/2015,ccc_feedback_script,1,0,0:00:00,0:00:00,0
14/09/2015,ccc_help_script,3,3,0:00:04,0:00:05,0
14/09/2015,ccc_link_script,0,0,0:00:00,0:00:00,0
14/09/2015,ccc_bylaw_script,0,0,0:00:00,0:00:00,0
14/09/2015,ccc_cty_online_script,0,0,0:00:00,0:00:00,0
14/09/2015,ccc_fpb_script,0,0,0:00:00,0:00:00,0
14/09/2015,ccc_311_calgary_script,3663,3392,0:01:01,0:09:15,271
14/09/2015,ccc_311_lobby_ph_script,1,1,0:00:12,0:00:12,0
14/09/2015,ccc_media_line_script,2,2,0:00:09,0:00:14,0
14/09/2015,ccc_waste_recycling_script,0,0,0:00:00,0:00:00,0
15/09/2015,ccc_tax_script,16,13,0:02:32,0:06:09,3
15/09/2015,ccc_priority_script,35,31,0:00:17,0:01:28,4
15/09/2015,ccc_aserv_info_script,0,0,0:00:00,0:00:00,0
15/09/2015,ccc_city_script,21,21,0:00:34,0:03:49,0
15/09/2015,ccc_feedback_script,0,0,0:00:00,0:00:00,0
