CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,REN,RENFREW,2004,,5552,3086,294,3979,0,1615,1537,122,4,622,380,0,415,0,4,1,1,0,0,0,1,509,183,774,57,55,0,0,316,14,487,84,1,14,0,115,48,248,5,2,0,0,0,0,0,0,0,0,0,3,2,8,1,0,0,0,6,1,16,0,0,0,0,370,279,757,10,0,0,12,1464,1088,3262,56,4,1,6,1010,1140,373,239,21,2778,2774,122,205,105,218,741,583,394,165,113,132,129,160,106,252,730,559,353,164,153,168,251,365,211,470,1471,1142,747,329,266,300,2658624.38464000000,7948.22241459000
Residential,1,RDL,ROSEDALE,2004,,1591,626,108,1130,0,503,578,0,0,35,4,0,8,0,0,1,0,0,0,0,0,34,0,39,1,0,0,0,7,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,3,8,1,0,0,1,555,499,1528,18,4,0,1,138,191,95,162,14,783,808,41,109,57,40,70,135,181,96,27,27,55,121,65,34,78,145,160,81,29,40,96,230,122,74,148,280,341,177,56,67,666246.01006500000,3717.75068340000
Residential,1,MPK,MARLBOROUGH PARK,2004,,8715,2976,726,5162,0,2229,2059,76,0,58,630,0,153,0,0,0,0,0,0,0,0,58,50,100,0,0,0,0,115,11,223,30,0,8,0,67,29,181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,431,1695,26,0,0,1,2020,1708,6516,37,0,1,0,360,892,607,828,177,4457,4258,281,613,337,338,663,797,720,429,211,68,268,620,307,371,638,744,627,376,204,103,549,1233,644,709,1301,1541,1347,805,415,171,2487253.59045000000,6281.98092578000
Residual Sub Area,4,01D,01D,2004,Y,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416727.75978300000,3393.99385278000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,2004,,3668,1799,151,2804,0,1043,869,226,2,127,149,183,239,0,0,2,1,0,1,0,0,125,0,137,2,0,0,0,184,16,263,52,0,3,0,208,102,502,12,6,0,0,177,172,290,6,0,0,0,2,0,2,0,0,0,0,2,0,292,2,0,0,0,145,121,343,4,0,0,1,832,632,1839,34,2,0,4,634,656,190,174,21,1745,1923,45,142,76,115,309,298,313,156,136,155,78,132,75,117,286,319,288,173,203,252,123,274,151,232,595,617,601,329,339,407,3013962.83812000000,8242.93247518000
Residential,1,CRE,CRESCENT HEIGHTS,2004,,5661,3597,283,3453,0,1314,1193,38,6,1971,178,0,205,0,6,0,0,0,0,0,0,1729,384,2617,241,1,0,0,158,9,235,38,1,8,0,37,16,84,1,0,0,0,0,0,0,0,0,0,0,6,1,12,0,0,0,0,4,1,6,2,0,0,0,168,96,303,10,0,0,7,1084,807,2404,94,8,0,6,1503,1163,321,186,13,2922,2739,112,150,71,261,779,677,455,231,119,67,107,123,104,298,711,555,357,237,127,120,219,273,175,559,1490,1232,812,468,246,187,1625199.80500000000,5793.76856398000
Residential,1,HIL,HILLHURST,2004,,5578,2917,307,3055,0,1103,1070,160,97,1331,86,0,159,2,8,2,1,0,1,0,3,1257,203,2336,71,0,0,1,141,10,216,17,0,0,0,144,106,346,6,10,0,0,0,0,0,0,0,0,0,90,3,112,7,0,0,0,11,2,83,3,0,0,2,82,30,155,2,0,0,3,1002,749,2330,52,13,0,14,996,1084,289,349,9,2752,2826,120,160,200,377,709,487,404,181,73,41,129,183,238,411,732,432,353,165,69,114,249,343,438,788,1441,919,757,346,142,155,2068839.41083000000,6746.13246765000
Residential,1,ABB,ABBEYDALE,2004,,6200,1994,574,3476,0,1458,1420,290,0,0,230,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,3,70,11,0,3,0,283,207,855,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,215,107,639,15,0,0,0,1387,1141,4616,33,0,0,1,198,471,481,658,117,3214,2986,226,542,296,281,432,623,537,174,72,31,195,550,234,208,480,627,424,139,80,49,421,1092,530,489,912,1250,961,313,152,80,1668248.73632000000,5745.72531285000
Residential,1,MRL,MARLBOROUGH,2004,,8529,3073,568,5772,0,2155,2262,124,0,378,192,0,117,0,0,0,0,0,0,0,1,319,0,625,58,0,0,1,86,9,168,20,0,10,0,122,81,390,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,134,537,8,0,0,2,2218,1931,6809,42,0,0,0,427,1031,581,715,175,4446,4083,205,555,319,340,659,796,625,539,286,122,248,480,237,325,552,660,574,580,254,173,453,1035,556,665,1211,1456,1199,1119,540,295,2654747.52367000000,6656.11476513000
Industrial,2,FRA,FRANKLIN,2004,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464543.54816000000,5267.41926306000
Residential,1,MAL,MAYLAND HEIGHTS,2004,,5706,2722,291,4043,0,1520,1308,318,12,622,286,0,174,0,0,1,0,0,1,0,0,560,209,889,62,0,0,0,131,10,215,37,0,6,0,297,131,745,21,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,1,0,1,1,0,0,0,235,15,591,51,0,0,1,1276,1155,3247,31,0,0,2,718,980,383,404,27,2850,2856,94,303,159,212,525,527,451,241,217,121,123,308,166,205,464,480,379,293,269,169,217,611,325,417,989,1007,830,534,486,290,2021813.73699000000,6234.85937781000
Industrial,2,MER,MERIDIAN,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382365.49136000000,5945.49283239000
Residual Sub Area,4,10A,10A,2004,,684,312,61,475,0,289,4,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295,287,673,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,1,0,0,0,72,122,61,40,3,329,355,15,24,15,26,30,52,62,52,44,9,31,36,14,26,42,53,68,46,26,13,46,60,29,52,72,105,130,98,70,22,2054961.09165000000,7727.89625789000
Residential,1,COA,COACH HILL,2004,,3275,1474,169,2178,0,1227,627,104,0,237,506,0,0,0,0,0,0,0,0,0,0,217,127,339,20,0,0,0,0,0,0,0,0,0,0,102,97,194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,390,934,8,0,4,0,623,613,1808,4,0,0,0,433,525,220,237,21,1585,1690,66,173,128,93,199,224,316,201,97,88,59,184,111,92,217,313,327,172,126,89,125,357,239,185,416,537,643,373,223,177,1076091.99187000000,4831.20981807000
Residential,1,WHL,WEST HILLHURST,2004,,5453,2783,349,3772,0,1457,1615,368,11,341,126,0,313,0,8,0,0,0,1,0,1,321,57,421,19,0,0,0,257,11,429,54,0,2,0,341,191,808,22,5,0,0,0,0,0,0,0,0,0,9,2,19,2,0,0,0,7,1,127,2,0,0,0,118,66,212,8,0,0,1,1513,1129,3437,59,39,3,9,883,992,381,292,18,2732,2721,140,209,122,253,601,497,468,219,110,113,155,207,123,258,590,464,409,174,144,197,295,416,245,511,1191,961,877,393,254,310,2362234.99006000000,7089.65905728000
Industrial,2,MLI,MAYLAND,2004,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227207.22151000000,5751.14173476000
Residential,1,BRD,BRIDGELAND/RIVERSIDE,2004,,4595,2405,239,3252,0,836,937,70,1,954,145,0,281,0,9,1,5,0,2,0,2,916,182,1427,36,0,0,2,218,16,340,48,0,13,0,62,23,125,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,1,709,1,0,0,0,127,34,176,5,0,13,12,875,580,1817,44,5,1,17,1065,777,234,121,18,2079,2516,109,134,57,138,506,438,295,102,101,199,89,129,81,183,524,357,233,128,174,618,198,263,138,321,1030,795,528,230,275,817,3051304.76880000000,8373.44777214000
Residential,1,APP,APPLEWOOD PARK,2004,,5628,2017,529,2848,0,1390,1369,21,0,470,132,0,25,0,0,0,0,0,0,0,0,179,102,253,213,78,0,0,21,1,41,3,0,1,0,21,16,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,12,244,7,61,0,0,1364,1259,5015,5,0,0,0,207,351,317,592,181,2808,2820,172,509,210,222,390,596,411,182,83,33,199,507,205,203,477,575,340,185,89,40,371,1016,415,425,867,1171,751,367,172,73,1566371.30109000000,5555.60108527000
Residential,1,UOC,UNIVERSITY OF CALGARY,2004,,2221,644,134,152,0,0,0,0,0,392,250,0,0,2,0,0,0,0,0,0,0,372,0,786,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,696,0,0,0,0,247,0,739,3,0,0,0,0,0,0,0,0,0,2,147,204,121,147,2,1061,1160,52,64,308,336,173,113,12,2,1,0,58,56,362,385,220,67,6,3,3,0,110,120,670,721,393,180,18,5,4,0,2659681.31046000000,9062.15134420000
Residential,1,MOP,MOUNT PLEASANT,2004,,4680,2448,270,2853,0,1274,1642,232,3,62,86,0,420,0,2,1,0,0,0,0,1,59,0,81,2,0,0,0,314,9,449,65,2,39,2,212,117,491,8,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,1,6,1,0,0,0,85,67,118,1,0,0,1,1559,1080,3532,69,12,1,3,791,830,327,270,16,2425,2255,96,197,123,274,572,445,338,174,101,105,117,165,114,286,426,425,302,132,109,179,213,362,237,560,998,870,640,306,210,284,1864829.85009000000,5992.60603260000
Industrial,2,SUN,SUNRIDGE,2004,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261630.17601000000,6030.65685615000
Industrial,2,SAW,SOUTH AIRWAYS,2004,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891791.23698000000,8022.22535419000
Residential,1,CAP,CAPITOL HILL,2004,,3900,2150,151,2668,0,775,959,352,1,433,28,0,376,0,0,0,1,0,0,0,0,404,0,568,29,0,0,1,305,23,494,58,1,11,0,320,144,760,31,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,55,0,0,0,0,25,5,48,3,0,0,1,902,603,1974,51,2,3,1,777,723,276,169,13,1947,1953,48,121,103,356,523,311,218,93,71,103,79,120,100,314,428,298,222,103,108,181,127,241,203,670,951,609,440,196,179,284,1418523.94906000000,6600.71258255000
Residential,1,VIS,VISTA HEIGHTS,2004,,2135,792,177,1358,0,375,381,20,0,0,370,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,2,25,1,0,0,0,19,7,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,321,34,1010,49,0,0,0,378,332,1053,3,0,0,3,105,233,163,203,31,1092,1043,70,168,80,104,204,187,133,79,50,17,71,160,73,105,166,189,145,76,41,17,141,328,153,209,370,376,278,155,91,34,1140009.72099000000,4782.18048841000
Residential,1,UNI,UNIVERSITY HEIGHTS,2004,,2950,1373,130,1740,0,421,431,41,0,874,12,0,14,0,0,1,0,0,0,0,3,815,12,1498,56,0,0,0,12,1,30,2,0,0,0,39,7,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,0,40,0,0,0,0,426,401,1259,4,1,0,1,363,553,174,196,19,1458,1492,51,121,120,277,299,193,161,84,97,55,54,119,99,295,288,201,159,113,106,58,105,240,219,572,587,394,320,197,203,113,811616.80322600000,4021.40746869000
Residential,1,RAM,RAMSAY,2004,,1980,1141,113,1534,0,557,754,66,0,56,54,0,204,0,6,1,0,0,0,0,1,47,0,60,8,0,0,1,140,10,214,54,0,9,0,53,15,129,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,1,47,0,114,6,0,0,3,697,529,1451,50,3,1,7,356,401,142,88,4,1047,933,41,84,39,68,218,242,205,68,38,44,39,67,41,65,212,191,145,57,48,68,80,151,80,133,430,433,350,125,86,112,890617.17987000000,4498.70877374000
Residential,1,SIG,SIGNAL HILL,2004,,13778,5281,1132,9144,0,4852,3380,392,0,1084,417,0,7,0,0,0,1,0,0,0,4,963,886,1331,50,67,0,0,7,3,13,0,0,0,0,390,372,737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,406,355,728,11,0,0,0,3308,3236,10918,34,38,0,1,1100,1586,804,1443,142,6590,7188,421,1091,461,296,614,1258,1175,575,401,298,410,1059,439,327,767,1444,1146,539,505,552,831,2150,900,623,1381,2702,2321,1114,906,850,5556768.74994000000,10669.35914820000
Residential,1,SPH,SPRINGBANK HILL,2004,,3488,1582,441,2213,0,1126,1302,66,0,201,11,1,1,0,0,0,0,0,0,0,0,79,76,120,1,121,0,0,1,0,3,0,0,0,0,27,24,47,1,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1052,1026,3318,47,191,1,0,141,360,240,366,52,1721,1767,187,265,115,61,262,390,239,127,56,19,172,264,113,90,319,403,213,117,60,16,359,529,228,151,581,793,452,244,116,35,6344592.17495000000,10406.29546070000
Residential,1,GDL,GLENDALE,2004,,2804,1106,150,1695,0,902,960,0,0,108,24,0,14,0,0,0,0,0,0,0,0,108,0,162,0,0,0,0,11,4,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,36,0,0,0,0,946,874,2583,13,0,1,0,260,379,166,248,36,1432,1372,56,227,112,72,131,218,260,121,112,123,50,189,78,71,121,250,245,108,133,127,106,416,190,143,252,468,505,229,245,250,1363685.72385000000,5283.95935222000
Residential,1,BNK,BANKVIEW,2004,,5014,3445,171,3139,0,797,544,73,40,2381,160,0,243,0,4,0,0,0,0,0,2,2124,350,3211,253,1,1,1,205,11,315,29,0,8,0,64,21,111,9,0,0,0,0,0,0,0,0,0,0,38,1,54,2,0,0,0,4,0,7,0,0,0,0,144,85,245,10,6,0,3,515,329,1071,19,4,3,4,1624,1149,221,94,6,2632,2382,75,83,52,289,1039,572,308,127,53,34,68,75,67,413,944,386,212,107,66,44,143,158,119,702,1983,958,520,234,119,78,686657.16904800000,3414.74785849000
Residual Sub Area,4,09E,09E,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662306.05137000000,13122.17496660000
Residential,1,LMR,LOWER MOUNT ROYAL,2004,,3139,2266,59,1963,0,484,83,14,0,2031,82,0,51,0,0,4,1,0,0,0,12,1845,364,2650,110,64,0,0,47,2,62,4,0,0,0,14,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,94,0,0,0,0,80,67,140,2,0,0,2,75,37,160,4,1,1,5,1273,637,131,21,4,1679,1460,31,21,31,184,699,327,191,93,53,49,20,25,45,227,569,208,132,89,55,90,51,46,76,411,1268,535,323,182,108,139,282657.31771900000,2856.12390163000
Industrial,2,AYB,ALYTH/BONNYBROOK,2004,,25,17,1,16,0,5,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,10,5,19,4,0,1,2,5,2,2,1,1,17,8,0,0,1,0,2,1,6,3,3,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,2,7,4,4,2,3907691.33399000000,11197.81008280000
Residential,1,UMR,UPPER MOUNT ROYAL,2004,,2610,1077,154,1803,0,792,805,8,0,235,13,0,15,0,0,1,0,0,0,0,0,212,55,286,23,0,0,0,13,0,18,2,0,0,1,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,9,7,14,2,0,0,2,770,725,2277,23,8,2,1,255,348,123,256,30,1301,1309,55,182,106,92,111,178,297,144,73,63,52,186,96,94,119,209,276,133,71,73,107,368,202,186,230,387,573,277,144,136,1275581.54629000000,5092.20785212000
Residential,1,GBK,GLENBROOK,2004,,6637,3143,460,4030,0,1678,918,664,2,675,703,0,181,0,0,0,0,0,0,0,0,623,166,989,51,0,1,0,136,11,222,45,0,0,0,629,275,1643,35,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,645,452,1466,58,0,0,0,900,774,2315,18,0,0,0,925,1063,460,426,61,3190,3447,179,412,229,280,565,571,417,222,190,125,180,374,196,284,595,613,486,249,256,214,359,786,425,564,1160,1184,903,471,446,339,1947131.20398000000,5962.93982038000
Residential,1,SOC,SOUTH CALGARY,2004,,3335,1974,143,2349,0,775,738,121,90,618,223,0,165,2,17,0,0,0,0,0,1,556,168,845,61,0,0,2,138,8,208,24,0,1,0,116,59,271,3,2,0,0,0,0,0,0,0,0,0,75,0,126,15,0,0,0,15,1,84,4,0,0,0,204,59,369,18,0,1,7,669,480,1432,48,14,0,19,753,702,193,114,11,1748,1587,61,94,45,201,557,365,235,108,53,29,51,101,57,206,480,262,208,111,59,52,112,195,102,407,1037,627,443,219,112,81,885510.67427700000,4859.69803270000
Residential,1,EPK,ELBOW PARK,2004,,3484,1216,267,2263,0,1108,1205,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,1103,3467,33,17,4,0,171,361,166,416,48,1713,1771,83,331,157,95,67,261,351,214,90,64,97,320,158,80,98,310,348,167,98,95,180,651,315,175,165,571,699,381,188,159,1786488.95815000000,7301.11865043000
Residential,1,ROX,ROXBORO,2004,,414,163,20,273,0,151,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,151,414,4,2,0,0,29,60,20,47,1,196,218,5,25,23,5,8,26,52,24,15,13,10,45,19,1,5,41,47,25,11,14,15,70,42,6,13,67,99,49,26,27,271809.65588400000,2330.94175463000
Residential,1,RID,RIDEAU PARK,2004,,634,345,27,370,0,271,134,2,0,184,23,0,2,0,0,0,0,0,0,0,3,165,129,214,16,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,47,1,0,0,0,128,124,369,5,1,0,0,148,94,26,50,1,302,332,11,36,18,12,16,38,70,47,26,28,10,30,18,7,18,50,78,40,28,53,21,66,36,19,34,88,148,87,54,81,267082.46090300000,2265.32060678000
Residential,1,ERI,ERIN WOODS,2004,,6860,2253,814,3743,0,1733,1849,47,0,0,238,93,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,41,4,0,5,0,41,10,124,6,0,0,0,92,92,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,27,679,21,0,0,0,1819,1600,5815,30,0,0,0,216,610,519,730,111,3485,3375,302,640,245,224,579,757,447,205,66,20,302,585,234,240,658,699,405,153,82,17,604,1225,479,464,1237,1456,852,358,148,37,1588421.15317000000,5242.94408112000
Residential,1,CFC,CFB - CURRIE,2004,,49,4,0,33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,26,23,0,0,1,4,6,10,4,1,0,0,0,0,3,4,8,1,7,0,0,0,0,0,4,8,14,11,11,1,0,0,1096775.30039000000,5101.63955079000
Residential,1,DIS,DISCOVERY RIDGE,2004,,1898,794,250,1216,0,618,666,90,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,76,176,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,31,58,4,2,0,1,519,511,1664,24,122,0,0,43,227,124,221,14,967,931,117,172,40,39,113,240,146,62,34,4,83,150,52,29,139,253,133,62,25,5,200,322,92,68,252,493,279,124,59,9,3598431.26711000000,8463.02400316000
Residential,1,GLA,GLAMORGAN,2004,,6438,2976,329,4494,0,1817,1140,86,44,994,694,0,15,0,0,1,2,0,0,0,3,906,238,1616,85,0,0,0,10,1,16,2,0,3,0,85,57,222,1,0,0,0,0,0,0,0,0,0,0,42,0,119,2,0,0,0,3,0,188,0,0,0,1,677,448,1355,16,0,0,0,1126,1073,2922,14,0,0,3,901,1077,431,404,36,3112,3326,140,345,168,257,517,529,448,268,239,201,130,268,176,279,544,553,448,296,273,359,270,613,344,536,1061,1082,896,564,512,560,1955756.40425000000,6069.12807340000
Industrial,2,GTI,GOLDEN TRIANGLE,2004,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510543.87053900000,3196.11473765000
Residual Sub Area,4,03I,03I,2004,,21,5,5,6,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,1,2,0,1,1,9,12,2,2,1,0,1,2,0,0,1,0,2,2,1,1,1,1,3,0,1,0,4,4,2,1,2,3,3,0,2,0,7967099.56493000000,11400.68111670000
Residual Sub Area,4,03H,03H,2004,,25,8,2,16,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,25,0,0,0,0,2,1,1,4,0,14,11,0,3,0,2,0,3,4,2,0,0,1,2,0,0,2,1,3,2,0,0,1,5,0,2,2,4,7,4,0,0,2656660.47502000000,6516.94210477000
Residual Sub Area,4,03D,03D,2004,,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514302.30526000000,6874.64371581000
