CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,FOIP_IND,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residential,1,DNW,DOWNTOWN WEST END,2001,510,1141,2,413,380,137,6,9,16,0,0,1111,0,0,11,1,0,0,0,0,2,23,315,135,444,100,0,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,27,1,0,0,0,0,0,2,11,2,30,2,320,190,2,2,9,34,64,61,82,38,21,7,0,1,5,24,29,35,40,26,24,6,2,3,14,58,93,96,122,64,45,13,,205,113,12,4,2,140,364534.76936500000,2809.59153047000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,2001,1303,689,6,659,105,3,0,13,7,0,0,667,0,0,3,3,2,0,0,0,7,3,641,0,706,23,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,581,2,0,0,0,0,0,0,7,3,12,0,953,350,1,1,3,30,144,160,168,174,198,74,3,1,0,16,22,22,13,91,121,61,4,2,3,46,166,182,181,265,319,135,,587,59,6,0,8,141,521308.99926400000,3518.12388114000
Residential,1,SNA,SUNALTA,2001,3341,2014,87,2286,2294,305,92,554,267,4,0,1530,50,0,153,1,6,1,0,0,2,2,1478,153,2255,49,1,144,6,209,6,0,3,0,4,1,0,0,0,0,0,0,10,0,260,0,0,49,27,87,1,1,248,119,526,14,1871,1470,41,48,46,301,643,411,260,81,27,13,35,49,56,293,571,248,123,42,30,23,76,97,102,594,1214,659,383,123,57,36,,1041,682,153,51,5,144,940817.81725400000,4680.77130692000
Residential,1,FLN,FOREST LAWN,2001,8002,3213,700,5175,3941,1252,906,1018,1416,305,0,225,725,52,484,0,2,2,0,2,0,0,214,3,420,10,0,379,26,763,66,0,297,111,913,8,1,38,28,53,13,0,4,0,15,2,0,696,51,2014,24,4,1368,1033,3824,35,4316,3686,248,549,280,396,811,877,528,280,237,110,291,496,269,342,613,590,427,265,256,137,539,1045,549,738,1424,1467,955,545,493,247,,653,1030,542,616,155,148,2316962.67354000000,6520.72444002000
Residential,1,SCA,SCARBORO,2001,888,342,66,620,476,302,103,110,334,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,302,877,10,445,443,22,70,20,28,50,77,82,51,26,19,26,64,37,15,49,74,82,45,26,25,48,134,57,43,99,151,164,96,52,44,,56,126,50,91,7,152,453685.27209900000,3058.96749666000
Industrial,2,FHI,FOOTHILLS,2001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,192,7644882.10572000000,13205.81037860000
Residual Sub Area,4,09H,09H,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,194,569745.64637800000,3296.69383648000
Residential,1,WND,WINDSOR PARK,2001,3791,2296,145,3025,2386,736,199,420,376,240,1,1499,52,0,123,0,0,4,0,0,1,30,1411,368,2060,59,1,108,5,174,14,0,227,69,581,11,0,0,0,0,0,0,4,3,43,1,0,47,38,82,5,2,360,253,851,13,1842,1949,60,102,56,185,493,352,264,109,117,104,63,91,68,189,442,281,245,152,175,243,123,193,124,374,935,633,509,261,292,347,,1052,793,182,116,14,200,1276633.19090000000,5332.15983411000
Residential,1,BEL,BEL-AIRE,2001,479,159,25,323,196,153,52,38,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,153,479,3,248,231,6,50,24,16,8,32,44,26,27,15,14,37,18,9,5,41,43,24,28,12,20,87,42,25,13,73,87,50,55,27,,17,55,16,63,4,204,336947.10596900000,2577.34239500000
Industrial,2,EFV,EAST FAIRVIEW INDUSTRIAL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,207,2310347.06710000000,7172.78603281000
Industrial,2,FVI,FAIRVIEW INDUSTRIAL,2001,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,208,1279220.63737000000,7842.92162444000
Residual Sub Area,4,03H,03H,2001,19,8,1,12,8,5,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,0,11,8,1,3,0,0,0,3,2,2,0,0,0,1,0,0,0,4,1,2,0,0,1,4,0,0,0,7,3,4,0,0,,2,4,0,2,0,2,2656660.47502000000,6516.94210477000
Industrial,2,ST4,STONEY 4,2001,14,8,0,10,6,4,2,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,0,6,8,0,0,2,0,0,0,3,0,0,1,0,0,1,0,1,1,2,1,1,1,0,0,3,0,1,1,5,1,1,2,,1,5,1,0,0,3,5559451.94495000000,16495.89916600000
Residual Sub Area,4,02A,02A,2001,61,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,1,0,4,1,50,11,0,2,3,5,16,24,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,2,3,5,18,33,0,0,0,0,,0,0,0,1,1,4,5426188.55548000000,10567.62566220000
Residual Sub Area,4,03D,03D,2001,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,5,2514302.30526000000,6874.64371581000
Residual Sub Area,4,02B,02B,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,6,2655613.23601000000,6527.84570333000
Residual Sub Area,4,02C,02C,2001,15,6,0,12,11,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15,0,9,6,0,0,0,0,4,1,3,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,6,1,5,3,0,0,,1,2,2,1,0,7,2652388.83644000000,6514.50479319000
Residual Sub Area,4,03C,03C,2001,0,2,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,8,1714032.79217000000,5540.56269399000
Residual Sub Area,4,02D,02D,2001,68,23,3,40,41,15,27,16,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,15,64,1,35,33,1,5,4,2,2,9,5,7,0,0,1,8,4,1,3,7,4,4,1,0,2,13,8,3,5,16,9,11,1,0,,2,8,5,5,2,9,3509050.82777000000,7535.19061648000
Residual Sub Area,4,03B,03B,2001,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,10,2478618.46404000000,6216.64169985000
Residual Sub Area,4,03A,03A,2001,30,8,3,17,12,5,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,30,0,18,12,1,6,2,3,0,5,1,0,0,0,0,2,2,0,1,3,2,1,0,1,1,8,4,3,1,8,3,1,0,1,,0,1,1,4,1,11,1788541.66203000000,5536.83533360000
Industrial,2,ST3,STONEY 3,2001,21,9,0,17,12,4,10,19,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,19,1,12,9,0,1,0,4,3,1,1,1,1,0,0,1,0,2,1,2,1,0,2,0,0,2,0,6,4,3,2,1,3,0,,2,2,1,3,0,13,6113291.70612000000,12019.54222050000
Residual Sub Area,4,03P,03P,2001,11,3,1,6,4,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,6,1,1,0,0,0,2,0,1,0,0,0,3,0,0,0,2,1,0,0,0,1,4,0,0,0,4,1,1,0,0,,0,1,0,2,0,16,2637258.70988000000,6497.32889136000
Residual Sub Area,4,02E,02E,2001,658,4,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,656,0,0,0,0,0,0,0,1,0,2,0,627,31,0,3,128,125,170,160,28,10,3,0,0,2,9,3,11,5,1,0,0,0,0,5,137,128,181,165,29,10,3,0,,0,1,0,0,3,17,3797712.39827000000,8028.59635458000
Residual Sub Area,4,02F,02F,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,18,3140258.52404000000,7072.58023207000
Residual Sub Area,4,03J,03J,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,20,1747381.90109000000,5679.41790862000
Residential,1,CHV,COUNTRY HILLS VILLAGE,2001,81,137,3,73,63,49,5,12,0,0,0,103,34,0,0,0,0,0,0,0,0,1,28,28,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,40,4,0,0,0,0,0,34,47,2,0,1,3,16,7,1,3,1,0,1,0,0,4,23,5,10,2,2,0,3,0,1,7,39,12,11,5,3,0,,26,21,3,1,0,22,952023.57667800000,4008.22925478000
Residential,1,ROC,ROCKY RIDGE,2001,2341,1154,289,1525,1383,828,331,248,789,33,1,123,207,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,2,24,23,50,7,0,0,0,0,0,0,1,1,5,0,2,122,115,229,4,13,708,688,2054,39,1148,1193,127,114,49,63,240,233,186,83,48,5,115,145,63,58,275,227,190,83,30,7,242,259,112,121,515,460,376,166,78,12,,95,354,177,213,17,24,2807012.39475000000,6955.62297731000
Residual Sub Area,4,03S,03S,2001,12,6,1,8,7,2,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,12,1,6,6,1,1,0,0,1,1,0,1,1,0,0,2,0,0,1,1,0,2,0,0,1,3,0,0,2,2,0,3,1,0,,0,2,0,2,0,25,3966277.46362000000,8142.82718882000
Residual Sub Area,4,03R,03R,2001,0,2,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,27,2634338.03611000000,6491.89871233000
Residential,1,HAR,HARVEST HILLS,2001,7465,2534,931,4817,4328,2404,1001,754,2078,103,0,165,184,0,2,0,0,0,1,0,1,0,160,152,266,5,0,2,0,3,0,0,102,100,189,1,0,0,0,0,0,0,2,1,61,0,0,182,166,356,2,0,2056,1985,6590,17,3760,3705,377,592,197,180,781,874,425,184,110,40,322,583,204,166,843,844,392,166,111,74,699,1175,401,346,1624,1718,817,350,221,114,,275,821,516,826,66,29,2202147.78615000000,6369.94373692000
Residential,1,HAM,HAMPTONS,2001,6548,2088,575,4104,3229,1904,432,271,1757,136,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,255,1,0,0,0,0,0,0,0,0,0,0,1,167,151,312,8,10,1656,1618,5981,26,3216,3332,219,554,273,203,260,669,621,245,143,29,214,570,286,191,359,753,558,220,130,51,433,1124,559,394,619,1422,1179,465,273,80,,143,475,376,868,96,31,3470576.51314000000,8248.95745543000
Residential,1,MAC,MACEWAN GLEN,2001,5660,1773,566,3453,2900,1599,629,430,1517,70,0,0,181,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,70,52,176,0,0,0,0,0,0,0,0,0,0,0,0,178,106,389,3,1,1508,1441,5090,8,2817,2843,224,595,241,118,314,699,410,96,71,49,217,588,218,106,363,735,347,102,99,68,441,1183,459,224,677,1434,757,198,170,117,,166,420,386,725,63,35,1413039.44347000000,5008.37184840000
Residential,1,SAN,SANDSTONE VALLEY,2001,6905,2112,440,4374,3545,1944,584,383,1679,44,0,0,385,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,44,28,126,0,0,0,0,0,0,0,0,0,0,0,0,371,333,797,14,0,1663,1582,5971,16,3374,3531,144,669,329,190,274,722,595,229,159,63,175,624,296,170,333,873,565,217,197,81,319,1293,625,360,607,1595,1160,446,356,144,,214,465,411,882,110,37,1788143.44262000000,5465.32000833000
Residential,1,HAW,HAWKWOOD,2001,10978,3326,722,7127,5790,3155,1107,771,3066,1,0,139,119,0,1,0,0,0,0,0,0,0,135,134,185,4,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,119,112,219,0,1,3041,2908,10571,23,5441,5537,255,1009,566,376,363,976,1221,362,197,116,257,965,543,340,426,1163,1128,337,219,159,512,1974,1109,716,789,2139,2349,699,416,275,,255,769,653,1481,139,39,3206005.35296000000,7381.82668527000
Residential,1,SAD,SADDLE RIDGE,2001,1018,441,109,627,603,283,158,114,438,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,327,282,1011,30,542,476,60,84,28,41,157,102,39,18,9,4,38,73,20,53,144,84,34,20,4,6,98,157,48,94,301,186,73,38,13,10,,30,113,70,97,20,41,3959178.86503000000,8133.64570916000
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,2001,73,33,4,54,50,13,23,26,29,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,25,12,69,2,40,33,1,2,0,3,3,17,6,4,4,0,3,3,4,3,5,6,4,2,3,0,4,5,4,6,8,23,10,6,7,0,,7,10,2,8,1,42,2506250.65213000000,7847.01659644000
Residential,1,BED,BEDDINGTON HEIGHTS,2001,12784,4225,1069,8241,7159,3308,1429,1303,2605,950,1,0,614,0,55,0,0,0,0,0,0,0,1,1,3,0,0,49,4,87,6,2,938,652,2597,8,0,0,0,0,0,0,0,0,0,0,0,602,337,1540,12,2,2584,2314,8557,15,6294,6490,417,1045,545,487,905,1255,949,395,216,80,393,1051,528,422,1011,1354,1024,356,240,111,810,2096,1073,909,1916,2609,1973,751,456,191,,520,1129,968,1365,192,43,3187605.51101000000,9406.91350006000
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,45,1952597.58700000000,7806.68940348000
Residential,1,COV,COVENTRY HILLS,2001,6401,2371,943,4228,4018,2131,1038,790,2359,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2184,2123,6378,60,3326,3075,409,452,159,197,1052,653,266,85,42,11,357,399,115,207,1051,569,233,81,48,15,766,851,274,404,2103,1222,499,166,90,26,,201,805,485,636,69,12,4109028.35292000000,9476.56915750000
Industrial,2,ST1,STONEY 1,2001,13,5,1,9,10,2,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,8,5,1,0,0,3,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,3,1,2,0,2,2,1,,1,1,2,1,0,14,6132274.22661000000,14266.67272900000
Residential,1,PAN,PANORAMA HILLS,2001,2323,843,304,1464,1343,681,212,167,814,26,0,1,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,9,9,15,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,18,678,670,2303,24,1139,1184,128,159,76,60,229,252,159,52,20,4,124,197,72,68,253,253,136,44,24,13,252,356,148,128,482,505,295,96,44,17,,33,192,141,280,44,15,6240496.63941000000,11514.83448830000
Residual Sub Area,4,02G,02G,2001,0,3,0,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,19,5105716.79069000000,9592.15957690000
Industrial,2,ST2,STONEY 2,2001,16,4,0,5,5,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,16,0,8,8,0,1,2,2,0,2,0,0,1,0,0,1,0,1,3,0,1,1,1,0,0,2,2,3,3,2,1,1,2,0,,1,1,0,0,2,21,4537965.88168000000,11284.84209020000
Residential,1,HID,HIDDEN VALLEY,2001,10028,3371,1442,6509,5879,3184,1182,996,3114,47,0,1,208,0,1,0,0,0,0,0,0,0,1,1,4,0,0,1,1,3,0,0,46,44,89,0,0,0,0,0,0,0,0,0,0,0,0,179,167,334,5,4,3074,2971,9598,19,5048,4980,609,749,254,252,1174,1157,536,198,91,28,569,670,282,228,1304,1106,501,169,113,38,1178,1419,536,480,2478,2263,1037,367,204,66,,301,1006,773,1123,98,23,4103598.61511000000,10220.65798580000
Residential,1,ROY,ROYAL OAK,2001,713,338,87,482,421,226,101,52,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,238,226,713,26,359,354,39,44,18,15,62,95,48,28,8,2,34,60,11,18,73,79,47,21,10,1,73,104,29,33,135,174,95,49,18,3,,7,93,61,71,6,26,3642546.08667000000,7871.21855778000
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,2001,0,5,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,28,20617525.50600000000,23162.49845260000
Residential,1,COU,COUNTRY HILLS,2001,3430,1372,391,2399,2137,1222,424,331,977,24,0,150,221,0,0,0,0,0,0,0,0,0,125,108,191,14,0,0,0,0,0,0,23,23,48,1,0,0,0,0,0,0,0,0,0,0,1,174,158,334,20,0,960,933,2857,12,1677,1753,173,188,80,99,554,290,187,65,33,8,164,195,94,124,568,282,185,64,61,16,337,383,174,223,1122,572,372,129,94,24,,228,449,280,289,36,30,1905785.33812000000,7468.28920373000
Residential,1,CIT,CITADEL,2001,6749,2383,886,4089,3899,2142,814,617,2242,2,0,1,138,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,136,122,305,2,20,2068,2017,6437,60,3336,3413,356,516,184,171,653,799,421,142,74,20,351,540,184,175,739,799,384,136,76,29,707,1056,368,346,1392,1598,805,278,150,49,,167,709,472,805,54,32,2757033.08646000000,7814.79953028000
Industrial,2,HIF,HIGHFIELD,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,173,2736442.09331000000,7657.69910317000
Residential,1,RID,RIDEAU PARK,2001,635,343,33,422,304,268,67,46,134,2,0,181,23,0,2,1,0,0,0,0,0,3,160,128,196,15,0,2,0,2,0,0,2,0,4,0,0,0,0,0,0,0,1,0,7,0,0,23,23,46,0,0,126,117,380,2,300,335,15,45,17,6,15,57,56,35,26,28,8,40,12,9,21,67,67,30,43,38,23,85,29,15,36,124,123,65,69,66,,148,85,25,54,2,176,267082.46090300000,2265.32060678000
Residential,1,PKH,PARKHILL,2001,1514,800,91,1115,959,358,163,216,393,104,0,207,16,0,79,0,0,1,0,0,0,1,181,15,278,10,1,65,1,100,7,0,97,50,229,5,0,0,0,0,0,0,1,0,4,0,0,11,3,26,0,2,378,289,877,12,775,739,33,76,30,68,180,166,112,62,27,21,38,63,37,74,147,166,109,51,22,32,71,139,67,142,327,332,221,113,49,53,,258,288,101,79,7,179,655806.32811700000,4018.27159229000
Residential,1,ALT,ALTADORE,2001,6312,3305,372,4643,3831,1609,780,885,1734,389,16,532,281,0,330,0,20,2,1,0,0,1,428,85,638,40,0,287,11,454,37,0,332,127,841,38,0,0,0,0,0,0,12,2,29,9,0,225,130,456,11,3,1608,1254,3894,66,3182,3130,155,293,157,310,805,631,389,163,145,134,140,297,159,280,727,626,356,166,195,184,295,590,316,590,1532,1257,745,329,340,318,,921,1110,441,388,32,181,2911819.90560000000,7570.09625157000
Residential,1,DIS,DISCOVERY RIDGE,2001,314,245,44,207,176,96,40,24,238,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,98,95,312,4,164,150,21,28,10,5,26,35,21,11,5,2,14,16,17,5,30,30,27,9,2,0,35,44,27,10,56,65,48,20,7,2,,5,27,26,39,2,182,3601729.69455000000,8462.95258841000
Residential,1,BRT,BRITANNIA,2001,812,314,35,552,373,253,96,55,256,0,0,58,0,0,0,0,0,0,0,0,0,0,56,13,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,240,737,5,386,426,4,64,39,14,22,62,79,33,25,44,20,71,37,25,17,72,75,32,44,33,24,135,76,39,39,134,154,65,69,77,,70,104,38,85,8,187,503168.22942400000,3216.46845035000
Residual Sub Area,4,09D,09D,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,189,404271.64457200000,3450.24631625000
