COMMUNITY9,COMMUNIT_1,CLASS,CLASS_CODE,COMM_CODE,NAME,ID,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,FOIP_IND,OBJECTID,SHAPE_AREA,SHAPE_LEN
122,121,Residual Sub Area,4,10A,10A,122,1999,22,7,2,10,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,0,13,9,1,4,0,0,2,1,2,1,1,1,1,2,1,0,2,1,1,0,0,1,2,6,1,0,4,2,3,1,1,2,2,1,1,2,1,,121,2054913.99270000000,7727.53736994000
123,122,Residential,1,PKD,PARKDALE,123,1999,1740,864,110,880,460,550,48,3,126,3,0,139,0,0,0,0,0,0,0,100,25,135,1,1,126,4,201,8,0,46,21,99,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,541,410,1299,6,839,901,53,75,33,62,194,177,83,46,67,49,44,68,24,94,211,150,91,57,75,87,97,143,57,156,405,327,174,103,142,136,279,295,129,109,4,,122,1050282.91698000000,5241.72430908000
125,124,Residential,1,WHL,WEST HILLHURST,125,1999,5166,2668,323,2940,1438,1661,233,8,362,83,0,321,0,4,5,0,0,0,0,339,36,451,5,0,277,14,436,32,1,228,91,509,4,0,0,0,0,0,0,9,2,17,0,0,80,47,129,3,1,1609,1248,3624,39,2527,2639,142,202,87,208,583,558,353,129,147,118,114,198,95,236,608,525,314,140,193,216,256,400,182,444,1191,1083,667,269,340,334,944,942,365,278,13,,124,2362216.58717000000,7092.27788954000
128,127,Industrial,2,MLI,MAYLAND,128,1999,202,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,202,0,0,0,0,0,0,0,0,0,0,0,160,42,0,2,39,53,30,19,14,2,1,0,0,4,11,15,4,4,3,1,0,0,0,6,50,68,34,23,17,3,1,0,0,1,0,0,1,,127,1227169.43778000000,5751.40021357000
129,128,Residential,1,BRD,BRIDGELAND/RIVERSIDE,129,1999,4660,2427,290,2295,815,945,70,1,1002,47,0,255,0,1,9,100,3,0,0,932,120,1414,37,2,233,17,382,12,0,57,20,126,4,0,0,0,0,0,0,94,1,679,19,0,47,29,93,0,3,917,628,1966,21,2186,2474,125,139,50,171,570,488,190,100,142,211,122,131,66,200,567,383,196,115,174,520,247,270,116,371,1137,871,386,215,316,731,1057,814,256,131,22,,128,3051292.12417000000,8398.24482019000
114,112,Residential,1,CRE,CRESCENT HEIGHTS,114,1999,5719,3422,253,3984,1207,1208,44,11,1807,134,0,227,0,6,7,0,0,0,0,1740,272,2577,76,0,171,13,236,23,0,43,16,109,1,0,0,0,0,0,0,10,1,14,0,0,131,67,238,0,7,1153,838,2545,37,2897,2822,94,126,81,274,884,728,325,192,124,69,110,123,103,299,811,607,355,169,145,100,204,249,184,573,1695,1335,680,361,269,169,1525,1230,301,180,12,,113,1625050.24215000000,5801.23227236000
115,114,Residential,1,HIL,HILLHURST,115,1999,5072,2717,279,3061,1027,1083,115,87,1170,81,0,184,1,3,4,0,0,0,9,1199,158,2021,42,0,159,9,229,18,0,99,63,225,2,0,0,0,0,0,0,8,2,39,0,1,75,29,147,5,4,1040,766,2411,27,2580,2492,102,190,167,386,661,517,296,129,87,45,110,169,136,330,638,492,285,124,104,104,212,359,303,716,1299,1009,581,253,191,149,962,1060,313,234,11,,114,2068745.04162000000,6748.87945391000
124,123,Residential,1,COA,COACH HILL,124,1999,3236,1449,185,1823,1109,602,104,0,237,506,0,0,0,0,0,0,0,0,0,225,119,364,12,0,0,0,0,0,0,98,92,200,3,0,0,0,0,0,0,0,0,0,0,5,430,323,863,22,0,593,575,1809,8,1554,1682,80,183,90,106,253,259,304,125,97,57,71,219,95,92,256,337,286,145,96,85,151,402,185,198,509,596,590,270,193,142,333,536,203,247,27,,123,1068867.15262000000,4813.25509917000
126,125,Residential,1,POI,POINT MCKAY,126,1999,1323,846,23,818,655,0,24,0,312,510,0,0,0,0,0,0,0,0,0,291,211,411,19,0,0,0,0,0,0,24,24,54,0,0,0,0,0,0,0,0,0,0,0,0,500,420,858,9,0,0,0,0,0,603,720,11,21,13,25,82,130,141,78,72,30,10,22,15,31,92,142,152,86,129,41,21,43,28,56,174,272,293,164,201,71,409,330,53,23,0,,125,383979.31790000000,2504.70488966000
127,126,Residential,1,SSD,SUNNYSIDE,127,1999,3748,2284,111,2777,605,561,28,7,1412,164,0,114,0,2,2,0,0,1,13,1385,121,2033,21,0,104,7,156,3,0,27,9,56,0,0,0,0,0,0,0,4,0,6,1,0,163,127,320,1,1,546,341,1177,6,1875,1873,48,40,53,256,717,368,235,69,52,37,55,53,71,253,696,340,197,70,71,67,103,93,124,509,1413,708,432,139,123,104,1099,848,206,68,8,,126,1022159.32412000000,5851.89641595000
131,130,Residential,1,CHN,CHINATOWN,131,1999,1283,761,58,353,75,1,0,0,760,0,0,14,1,0,23,0,0,0,1,739,75,1257,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,1,0,2,0,546,737,27,36,13,18,54,79,55,40,81,143,18,28,13,27,58,88,43,46,146,270,45,64,26,45,112,167,98,86,227,413,393,236,63,46,3,,130,247521.63980000000,2670.46353026000
96,95,Residential,1,PIN,PINERIDGE,96,1999,10288,3445,936,5513,2262,1735,638,0,480,536,0,60,0,0,0,0,0,0,0,457,5,731,23,0,50,3,123,6,0,633,455,2009,5,0,0,0,0,0,0,0,0,0,0,0,527,250,1356,8,0,1719,1549,6069,13,5099,5189,391,829,425,437,773,978,716,297,174,79,345,821,463,397,791,1028,694,287,242,121,736,1650,888,834,1564,2006,1410,584,416,200,576,935,636,1014,225,,95,2640936.66743000000,6501.49655679000
97,96,Residential,1,MOP,MOUNT PLEASANT,97,1999,4763,2393,305,2889,1395,1643,194,7,73,92,0,399,0,0,2,0,0,0,0,74,0,104,0,0,311,10,438,28,1,181,90,426,4,0,0,0,0,0,0,2,1,4,0,0,91,70,143,1,0,1621,1224,3648,16,2347,2416,144,189,89,196,601,535,269,102,129,93,114,199,91,235,540,513,243,120,166,195,258,388,180,431,1141,1048,512,222,295,288,816,850,345,239,30,,96,1864783.51720000000,5993.04940022000
101,100,Industrial,2,SAW,SOUTH AIRWAYS,101,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,100,1891624.85173000000,8021.63594177000
103,102,Residential,1,CAP,CAPITOL HILL,103,1999,3932,2082,190,2311,772,961,326,0,432,29,0,338,0,0,0,1,0,0,0,426,0,597,6,0,298,8,477,27,0,312,125,733,13,0,0,0,0,0,0,1,0,61,0,0,27,4,53,2,4,930,635,2011,18,1983,1949,88,136,81,278,543,390,171,83,107,106,70,109,80,303,454,331,145,95,154,208,158,245,161,581,997,721,316,178,261,314,800,754,266,156,18,,102,1418468.05905000000,6600.25679831000
106,105,Residual Sub Area,4,06A,06A,106,1999,49,17,4,27,11,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,49,2,27,22,3,8,2,0,1,7,4,1,1,0,1,4,1,1,1,8,2,2,1,1,4,12,3,1,2,15,6,3,2,1,2,4,3,4,2,,105,2834964.24630000000,13258.13420750000
109,108,Residential,1,STA,ST. ANDREWS HEIGHTS,109,1999,2055,730,93,867,377,405,0,0,192,132,0,0,3,0,3,1,0,0,0,185,0,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,391,0,0,130,5,291,2,0,402,372,1073,3,945,1110,38,100,50,87,142,171,117,70,75,95,36,101,45,104,146,174,108,68,103,225,74,201,95,191,288,345,225,138,178,320,204,269,116,122,13,,108,1160346.78738000000,4934.28730086000
111,110,Residential,1,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,111,1999,2630,931,125,972,732,677,3,0,205,27,0,23,0,0,1,1,0,1,0,201,95,326,4,0,14,0,22,2,0,3,1,3,0,0,0,0,0,0,0,2,0,587,1,0,27,25,44,0,2,659,611,1648,12,1193,1437,43,115,36,64,142,205,154,79,114,241,46,110,41,44,115,202,138,89,160,492,89,225,77,108,257,407,292,168,274,733,270,353,107,171,5,,110,1178140.19645000000,4705.52932445000
112,111,Residential,1,REN,RENFREW,112,1999,5265,2791,281,3161,1310,1541,115,8,529,239,0,378,0,2,1,0,0,0,0,523,85,814,14,2,305,20,481,40,0,106,37,229,8,0,0,0,0,0,0,3,0,5,0,2,150,19,405,21,3,1501,1149,3331,29,2644,2621,118,198,88,227,729,573,287,119,163,142,112,205,84,200,679,529,247,160,216,189,230,403,172,427,1408,1102,534,279,379,331,932,1013,362,262,19,,111,2658799.57311000000,7957.59355945000
156,155,Residential,1,SPH,SPRINGBANK HILL,156,1999,863,347,99,472,272,347,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,6,281,271,859,46,413,450,37,45,33,10,55,106,65,28,31,3,53,64,30,11,72,105,53,35,22,5,90,109,63,21,127,211,118,63,53,8,15,118,56,77,17,,155,6341968.09811000000,10412.91191540000
158,157,Residential,1,KIL,KILLARNEY/GLENGARRY,158,1999,6385,3321,390,3931,1666,1590,266,0,523,452,0,499,0,0,5,0,0,0,2,506,95,772,12,0,398,24,649,73,0,259,105,648,5,0,0,0,0,0,1,4,0,20,0,2,386,247,787,20,6,1546,1195,3509,24,3068,3317,147,246,119,278,776,688,369,173,156,116,162,255,128,323,827,655,327,199,243,198,309,501,247,601,1603,1343,696,372,399,314,1099,1213,447,304,36,,157,1843553.67723000000,5571.48139937000
159,158,Residential,1,RIC,RICHMOND,159,1999,3943,1984,228,2403,1061,1260,139,1,275,58,0,270,0,0,1,0,0,0,0,271,2,395,4,0,221,9,355,13,0,131,49,299,2,0,0,0,0,0,0,1,0,1,0,0,55,14,123,3,0,1230,987,2770,18,1992,1951,84,185,75,150,489,445,261,91,105,107,106,129,68,164,457,383,208,109,111,216,190,314,143,314,946,828,469,200,216,323,662,752,278,202,15,,158,1793845.22118000000,6460.12154782000
165,164,Residential,1,MIS,MISSION,165,1999,3609,2606,41,2386,496,129,4,0,2355,24,0,95,2,0,4,0,0,0,7,2266,438,3154,57,0,81,2,116,5,0,4,2,7,0,0,0,0,0,0,0,6,1,64,0,0,18,17,29,1,6,116,36,239,5,1805,1804,13,22,18,140,636,420,216,123,120,97,21,20,20,186,598,283,174,145,188,169,34,42,38,326,1234,703,390,268,308,266,1551,836,78,22,4,,164,534984.40642300000,3830.02537523000
168,167,Residential,1,UMR,UPPER MOUNT ROYAL,168,1999,2638,1069,202,1325,797,801,9,0,235,13,0,12,0,0,1,0,0,0,1,210,42,303,24,0,8,0,12,3,0,8,7,19,1,0,0,0,0,0,0,0,0,0,1,0,13,10,28,0,0,778,738,2276,11,1304,1334,82,205,74,85,118,260,243,101,85,51,71,189,106,70,138,267,224,111,95,63,153,394,180,155,256,527,467,212,180,114,244,352,141,250,30,,167,1275568.54983000000,5091.61958469000
169,168,Residential,1,ERL,ERLTON,169,1999,594,447,18,430,157,152,48,4,149,62,0,44,0,0,1,0,0,0,1,64,38,111,57,0,43,3,63,1,1,45,19,102,2,0,0,0,0,0,0,1,1,6,0,2,15,7,28,22,1,137,89,284,5,322,272,4,10,12,25,93,79,56,19,14,10,13,15,19,20,63,60,35,16,15,16,17,25,31,45,156,139,91,35,29,26,110,131,42,20,2,,168,506513.99332400000,4069.24792767000
170,169,Industrial,2,MNI,MANCHESTER INDUSRIAL,170,1999,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,169,4574999.28092000000,11955.92792660000
172,171,Residential,1,DOV,DOVER,172,1999,11331,4147,975,6002,2688,1989,771,12,711,498,1,172,0,0,0,0,0,0,0,701,210,1040,11,0,135,17,289,30,1,740,456,2504,22,0,1,1,2,0,0,0,0,0,0,0,486,248,1343,11,0,1974,1756,6153,15,5851,5480,356,887,427,466,947,1223,782,424,247,92,391,804,371,373,922,1027,718,416,302,156,747,1691,798,839,1869,2250,1500,840,549,248,851,1176,769,1035,206,,171,4152079.97208000000,9284.33243350000
175,174,Residential,1,EPK,ELBOW PARK,175,1999,3480,1203,321,1529,1104,1193,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1102,3459,17,1694,1786,127,340,121,60,101,336,280,145,110,74,105,358,109,54,126,380,277,134,135,108,232,698,230,114,227,716,557,279,245,182,188,362,178,396,51,,174,1786595.29139000000,7304.12172697000
176,175,Residential,1,ROX,ROXBORO,176,1999,429,166,45,201,154,163,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,154,426,0,215,214,18,31,7,13,13,36,43,23,20,11,18,31,6,11,22,35,47,14,14,16,36,62,13,24,35,71,90,37,34,27,34,59,22,47,2,,175,271828.94157500000,2331.86095841000
178,177,Residential,1,ERI,ERIN WOODS,178,1999,6987,2208,898,3945,1705,1813,47,0,1,237,93,17,0,0,0,0,1,0,0,1,0,4,0,0,17,0,30,0,0,46,10,153,1,0,92,92,200,1,0,0,0,0,0,0,231,23,766,6,0,1773,1580,5834,10,3532,3455,336,657,207,251,765,825,309,117,55,10,352,657,217,238,805,724,287,103,53,19,688,1314,424,489,1570,1549,596,220,108,29,180,595,490,771,124,,177,1588781.58352000000,5243.56351523000
179,178,Residential,1,RUT,RUTLAND PARK,179,1999,2380,966,147,1064,400,311,40,0,95,492,0,28,0,0,0,1,0,0,0,94,0,97,1,0,25,3,41,2,0,39,7,107,1,0,0,0,0,0,0,1,0,170,0,0,491,106,1233,1,0,306,284,732,4,1072,1308,55,116,73,70,160,164,143,96,103,92,63,102,57,66,146,203,175,115,142,239,118,218,130,136,306,367,318,211,245,331,268,351,165,161,11,,178,680976.14497400000,4322.28939971000
181,180,Residential,1,CFC,CFB - CURRIE,181,1999,140,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,140,0,0,0,0,0,0,3,0,0,0,0,91,49,0,0,4,21,56,7,2,1,0,0,0,0,3,23,22,0,1,0,0,0,0,0,7,44,78,7,3,1,0,0,0,0,0,0,2,,180,1096708.97455000000,5099.46340051000
184,183,Residential,1,GLA,GLAMORGAN,184,1999,6573,2888,392,3499,1773,1138,86,43,912,694,0,10,0,0,4,1,0,0,4,886,203,1656,57,0,10,2,15,0,0,85,61,211,1,0,0,0,0,0,0,5,0,257,0,0,679,433,1351,15,1,1129,1074,3083,7,3154,3419,162,338,182,266,525,568,376,247,267,223,143,318,160,261,547,575,417,306,313,379,305,656,342,527,1072,1143,793,553,580,602,802,1115,402,425,50,,183,1955830.34010000000,6068.67252538000
185,184,Industrial,2,GTI,GOLDEN TRIANGLE,185,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,184,510599.52544900000,3196.68201334000
187,186,Residential,1,LPK,LINCOLN PARK,187,1999,1449,730,71,347,181,1,6,0,298,421,0,0,3,0,0,1,0,0,3,288,85,349,7,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,4,0,76,0,0,395,92,1015,26,1,0,0,0,0,546,903,20,70,85,121,40,36,27,15,54,78,32,51,151,150,86,53,31,34,97,218,52,121,236,271,126,89,58,49,151,296,312,209,56,106,10,,186,1523067.24160000000,5862.26476262000
188,0,,0,,,188,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,187,19.56815000000,53.30010680290
190,188,Residential,1,MAN,MANCHESTER,190,1999,267,172,17,184,9,35,6,0,121,0,0,8,0,1,0,0,0,1,0,113,0,176,8,1,6,0,16,1,0,5,0,14,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,28,8,58,5,150,117,9,4,6,9,41,37,25,10,6,3,6,1,2,15,34,25,18,8,4,4,15,5,8,24,75,62,43,18,10,7,77,52,15,7,2,,189,474084.09935000000,4015.83229478000
192,190,Industrial,2,VAF,VALLEYFIELD,192,1999,37,24,1,20,10,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18,10,37,3,21,16,0,2,1,0,2,5,7,3,1,0,0,3,1,0,3,3,2,3,0,1,0,5,2,0,5,8,9,6,1,1,6,7,3,2,0,,191,1200296.77317000000,5092.10479706000
193,191,Industrial,2,EFI,EASTFIELD,193,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,192,1126842.66840000000,4649.64122644000
194,192,Industrial,2,FHI,FOOTHILLS,194,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,193,7644679.78780000000,13206.75261050000
195,193,Industrial,2,BUR,BURNS INDUSTRIAL,195,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,194,2898993.94525000000,9626.93834677000
196,194,Residual Sub Area,4,09H,09H,196,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,195,569714.82137300000,3297.27238806000
197,195,Residential,1,LKV,LAKEVIEW,197,1999,5848,2325,394,2770,1885,1688,75,0,332,230,0,0,0,0,0,0,0,0,0,312,0,572,20,0,0,0,0,0,0,75,49,211,0,0,0,0,0,0,0,0,0,0,0,0,228,218,405,2,0,1676,1618,4660,9,2833,3015,156,385,168,133,274,514,372,330,385,116,143,420,175,134,261,553,382,432,410,105,299,805,343,267,535,1067,754,762,795,221,439,956,323,529,44,,196,2221666.71470000000,6830.48154362000
198,196,Residual Sub Area,4,09K,09K,198,1999,25,11,3,10,4,6,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,18,0,13,12,0,2,0,2,1,4,1,3,0,0,2,1,0,0,2,2,1,4,0,0,2,3,0,2,3,6,2,7,0,0,2,5,2,0,1,,197,1925475.56720000000,7664.74113812000
199,197,Industrial,2,STD,STARFIELD,199,1999,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,198,4348010.95685000000,8621.36883151000
200,198,Major Park,3,GPK,GLENMORE PARK,200,1999,0,6,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,199,10159889.89440000000,21849.91932980000
203,201,Residential,1,CFL,CFB - LINCOLN PARK PMQ,203,1999,598,234,54,388,0,212,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,0,521,20,345,253,25,49,26,45,96,65,36,3,0,0,17,28,16,39,72,55,21,2,2,1,42,77,42,84,168,120,57,5,2,1,28,70,53,54,7,,202,339304.33397500000,2728.43911961000
204,202,Residential,1,OGD,OGDEN,204,1999,10290,3882,747,5700,2526,2314,446,0,274,611,0,240,1,1,0,1,0,1,0,261,1,485,13,0,210,15,382,16,0,437,254,1308,9,0,0,0,0,0,0,4,2,118,0,0,596,243,1493,14,0,2288,2011,6504,18,5329,4961,297,766,381,449,856,1133,707,365,231,144,290,702,307,348,808,1005,680,337,254,230,587,1468,688,797,1664,2138,1387,702,485,374,708,1279,801,905,103,,203,4096509.75190000000,8862.41146256000
205,203,Industrial,2,OSH,OGDEN SHOPS,205,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,204,2219773.15486000000,7725.91223172000
207,205,Residential,1,MEA,MEADOWLARK PARK,207,1999,645,294,18,330,257,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,257,645,5,311,334,3,25,10,24,31,57,53,24,45,39,11,20,12,11,39,60,45,24,60,52,14,45,22,35,70,117,98,48,105,91,68,132,46,38,2,,206,644848.65272400000,3167.29742168000
208,206,Residential,1,MAF,MAYFAIR,208,1999,556,187,47,240,181,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,181,556,2,265,291,16,52,16,2,12,46,40,23,29,29,18,52,19,10,20,66,33,24,34,15,34,104,35,12,32,112,73,47,63,44,13,69,36,57,8,,207,304890.48402500000,2369.32002924000
211,209,Residential,1,KIN,KINGSLAND,211,1999,4363,2260,207,2610,791,671,194,0,1163,188,0,45,0,0,0,0,0,1,2,1100,32,1704,61,1,34,2,58,7,0,191,55,511,3,0,0,0,0,0,0,1,0,1,0,0,180,122,374,8,2,663,580,1715,5,2249,2114,103,153,97,220,451,477,285,169,195,99,73,149,93,205,411,383,268,154,235,143,176,302,190,425,862,860,553,323,430,242,832,821,274,221,21,,210,1327727.57135000000,4886.88811250000
212,210,Industrial,2,GPI,GREAT PLAINS,212,1999,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,211,4348112.31965000000,8593.63040651000
2,1,Residual Sub Area,4,03I,03I,2,1999,15,2,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,0,8,7,1,3,2,0,1,1,0,0,0,0,2,2,1,0,1,1,0,0,0,0,3,5,3,0,2,2,0,0,0,0,0,1,0,0,1,,1,7967338.22460000000,11400.55758470000
3,2,Residual Sub Area,4,03H,03H,3,1999,27,10,3,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,27,0,15,12,0,4,0,1,2,3,1,3,1,0,1,1,0,2,1,3,2,2,0,0,1,5,0,3,3,6,3,5,1,0,3,2,2,3,0,,2,2656448.38522000000,6516.83361176000
177,176,Residential,1,RID,RIDEAU PARK,177,1999,667,343,47,322,270,136,2,0,180,23,0,6,0,0,0,0,0,0,1,164,129,208,7,0,2,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,21,46,1,0,131,120,407,1,320,347,30,39,19,10,19,60,58,29,36,20,11,40,12,9,33,62,67,28,45,40,41,79,31,19,52,122,125,57,81,60,147,86,23,62,2,,176,267074.94570000000,2266.20135625000
