SR_TYPE,DT_CREATED,LONGITUDE,LATITUDE,COMM,WARD
Roads - Detour Questions or Concerns,08/30/2013,-113.9871051,50.93614252,DOUGLASDALE/GLEN,12
Roads - Detour Questions or Concerns,08/30/2013,-113.9353955,51.02595698,10B,10
Roads - Detour Questions or Concerns,08/31/2013,-114.1695485,51.07800941,MONTGOMERY,1
Roads - Detour Questions or Concerns,08/31/2013,-114.1669111,51.0180695,SIGNAL HILL,6
Roads - Detour Questions or Concerns,08/31/2013,-114.1412112,51.03779275,GLENDALE,6
Roads - Detour Questions or Concerns,09/01/2013,-114.1504628,51.03517042,GLENDALE,6
Roads - Detour Questions or Concerns,09/01/2013,-114.1222231,51.03963508,SHAGANAPPI,8
Roads - Detour Questions or Concerns,09/01/2013,-114.114948,51.05734325,WEST HILLHURST,7
Roads - Detour Questions or Concerns,09/01/2013,-114.11296,51.03821411,SCARBORO,8
Roads - Detour Questions or Concerns,09/01/2013,-114.0839838,51.04200897,BELTLINE,8
Roads - Detour Questions or Concerns,09/01/2013,-113.9810763,51.12519806,SADDLE RIDGE INDUSTRIAL,3
Roads - Detour Questions or Concerns,09/02/2013,-114.1354995,51.04306281,SPRUCE CLIFF,8
Roads - Detour Questions or Concerns,09/02/2013,-114.1126968,50.97157303,PALLISER,11
Roads - Detour Questions or Concerns,09/02/2013,-114.071693,50.97590714,HAYSBORO,11
Roads - Detour Questions or Concerns,09/02/2013,-114.0714984,51.0231815,RIDEAU PARK,9
Roads - Detour Questions or Concerns,09/03/2013,-114.1181063,50.98915507,GLENMORE PARK,11
Roads - Detour Questions or Concerns,09/03/2013,-114.11296,51.03821411,SCARBORO,8
Roads - Detour Questions or Concerns,09/03/2013,-114.0860122,51.07243875,CAPITOL HILL,7
Roads - Detour Questions or Concerns,09/03/2013,-114.0845968,51.05559686,SUNNYSIDE,7
Roads - Detour Questions or Concerns,09/03/2013,-114.0840181,51.05589651,SUNNYSIDE,7
Roads - Detour Questions or Concerns,09/03/2013,-114.0664732,51.08685263,HIGHLAND PARK,4
Roads - Detour Questions or Concerns,09/03/2013,-113.9948231,51.08940302,HORIZON,5
Roads - Detour Questions or Concerns,09/04/2013,-114.1414159,51.03951297,ROSSCARROCK,8
Roads - Detour Questions or Concerns,09/04/2013,-114.0750155,51.12025157,HUNTINGTON HILLS,4
Roads - Detour Questions or Concerns,09/05/2013,-114.1069409,51.02071285,ALTADORE,11
Roads - Detour Questions or Concerns,09/05/2013,-114.0941348,51.08755072,CAMBRIAN HEIGHTS,7
Roads - Detour Questions or Concerns,09/05/2013,-114.0866466,50.94551675,CANYON MEADOWS,13
Roads - Detour Questions or Concerns,09/05/2013,-114.0690908,51.05344492,EAU CLAIRE,7
Roads - Detour Questions or Concerns,09/05/2013,-114.0604673,51.14547913,HARVEST HILLS,3
Roads - Detour Questions or Concerns,09/05/2013,-113.9758457,50.88702418,CRANSTON,12
Roads - Detour Questions or Concerns,09/06/2013,-114.2173004,51.10453784,SCENIC ACRES,1
Roads - Detour Questions or Concerns,09/06/2013,-114.19627,51.01378697,DISCOVERY RIDGE,6
Roads - Detour Questions or Concerns,09/06/2013,-114.1302972,51.00872142,LINCOLN PARK,11
Roads - Detour Questions or Concerns,09/06/2013,-114.0897906,51.02581041,UPPER MOUNT ROYAL,8
Roads - Detour Questions or Concerns,09/06/2013,-114.0859029,51.05405045,HILLHURST,7
Roads - Detour Questions or Concerns,09/06/2013,-114.0797103,51.16840729,PANORAMA HILLS,3
Roads - Detour Questions or Concerns,09/06/2013,-114.0791385,51.04092921,BELTLINE,8
Roads - Detour Questions or Concerns,09/06/2013,-114.0715359,51.15687827,PANORAMA HILLS,3
Roads - Detour Questions or Concerns,09/06/2013,-114.0552982,51.0778421,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Detour Questions or Concerns,09/06/2013,-114.0519621,51.05103982,BRIDGELAND/RIVERSIDE,7
Roads - Detour Questions or Concerns,09/06/2013,-114.0039219,51.09289626,PEGASUS,3
Roads - Detour Questions or Concerns,09/06/2013,-113.9351888,50.97964412,SECTION 23,9
Roads - Detour Questions or Concerns,09/06/2013,-113.9217486,51.03781078,10B,10
Roads - Detour Questions or Concerns,09/07/2013,-114.1688603,51.04284508,STRATHCONA PARK,6
Roads - Detour Questions or Concerns,09/07/2013,-114.1669111,51.0180695,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/07/2013,-114.0714821,51.03783055,MISSION,8
Roads - Detour Questions or Concerns,09/07/2013,-114.0694176,51.04965597,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/07/2013,-114.0627326,51.04932874,CHINATOWN,7
Roads - Detour Questions or Concerns,09/08/2013,-114.19627,51.01378697,DISCOVERY RIDGE,6
Roads - Detour Questions or Concerns,09/08/2013,-114.1637922,51.00940377,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/08/2013,-114.0740567,51.01462047,ELBOYA,11
Roads - Detour Questions or Concerns,09/08/2013,-114.0626242,51.05122677,CHINATOWN,7
Roads - Detour Questions or Concerns,09/08/2013,-114.0578415,51.04919002,CHINATOWN,7
Roads - Detour Questions or Concerns,09/08/2013,-113.9753036,50.8998892,MCKENZIE TOWNE,12
Roads - Detour Questions or Concerns,09/08/2013,-113.9582986,51.1254818,SADDLE RIDGE,3
Roads - Detour Questions or Concerns,09/09/2013,-114.0946962,51.05251658,HILLHURST,7
Roads - Detour Questions or Concerns,09/09/2013,-114.0734633,51.05152871,EAU CLAIRE,7
Roads - Detour Questions or Concerns,09/09/2013,-114.0671079,51.02628817,ROXBORO,9
Roads - Detour Questions or Concerns,09/09/2013,-114.0517522,51.07255714,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Detour Questions or Concerns,09/09/2013,-113.9758457,50.88702418,CRANSTON,12
Roads - Detour Questions or Concerns,09/09/2013,-113.9607793,50.97964232,FOOTHILLS,9
Roads - Detour Questions or Concerns,09/09/2013,-113.9352201,50.95081019,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/10/2013,-114.1107719,51.03053894,RICHMOND,8
Roads - Detour Questions or Concerns,09/10/2013,-114.0831484,50.97957223,KINGSLAND,11
Roads - Detour Questions or Concerns,09/10/2013,-114.0778263,51.01917597,ELBOW PARK,11
Roads - Detour Questions or Concerns,09/10/2013,-114.0518171,50.99449399,BURNS INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/10/2013,-114.039109,51.12060125,DEERFOOT BUSINESS CENTRE,3
Roads - Detour Questions or Concerns,09/10/2013,-113.9752953,51.11093302,SADDLE RIDGE INDUSTRIAL,3
Roads - Detour Questions or Concerns,09/10/2013,-113.9406228,50.95038749,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/11/2013,-114.1685728,51.04607186,STRATHCONA PARK,6
Roads - Detour Questions or Concerns,09/11/2013,-114.133759,51.17295716,SAGE HILL,2
Roads - Detour Questions or Concerns,09/11/2013,-114.053363,51.04955844,DOWNTOWN EAST VILLAGE,7
Roads - Detour Questions or Concerns,09/11/2013,-114.0177128,50.99401146,OGDEN,9
Roads - Detour Questions or Concerns,09/12/2013,-114.2113745,51.03801221,ASPEN WOODS,6
Roads - Detour Questions or Concerns,09/12/2013,-114.1637922,51.00940377,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/12/2013,-114.1201583,51.00866774,LINCOLN PARK,11
Roads - Detour Questions or Concerns,09/12/2013,-114.0963134,51.01242634,ALTADORE,11
Roads - Detour Questions or Concerns,09/12/2013,-114.0513212,51.0598341,RENFREW,9
Roads - Detour Questions or Concerns,09/12/2013,-114.0251321,51.03767336,ALYTH/BONNYBROOK,9
Roads - Detour Questions or Concerns,09/12/2013,-114.0194343,51.04885989,BRIDGELAND/RIVERSIDE,9
Roads - Detour Questions or Concerns,09/12/2013,-113.9352201,50.95081019,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/13/2013,-114.2108685,51.05243934,WEST SPRINGS,6
Roads - Detour Questions or Concerns,09/13/2013,-114.1935059,51.03053368,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/13/2013,-114.1644579,51.19740083,02L,2
Roads - Detour Questions or Concerns,09/13/2013,-114.1343295,51.00155616,LAKEVIEW,11
Roads - Detour Questions or Concerns,09/13/2013,-114.0976555,51.08318587,COLLINGWOOD,7
Roads - Detour Questions or Concerns,09/13/2013,-114.0858604,51.05196099,HILLHURST,7
Roads - Detour Questions or Concerns,09/13/2013,-114.0700673,51.00144787,MANCHESTER,9
Roads - Detour Questions or Concerns,09/13/2013,-114.0679668,51.12011267,HUNTINGTON HILLS,4
Roads - Detour Questions or Concerns,09/13/2013,-114.0519986,51.08817642,GREENVIEW INDUSTRIAL PARK,4
Roads - Detour Questions or Concerns,09/13/2013,-114.0503355,51.05060182,BRIDGELAND/RIVERSIDE,7
Roads - Detour Questions or Concerns,09/13/2013,-114.0419281,51.04123312,RAMSAY,9
Roads - Detour Questions or Concerns,09/13/2013,-114.0413597,51.03783455,RAMSAY,9
Roads - Detour Questions or Concerns,09/13/2013,-113.9335261,51.0870944,MONTEREY PARK,5
Roads - Detour Questions or Concerns,09/14/2013,-114.1817227,51.01689574,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/14/2013,-114.1669111,51.0180695,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/14/2013,-114.1654769,51.05336967,PATTERSON,6
Roads - Detour Questions or Concerns,09/14/2013,-114.1643574,51.05271403,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/14/2013,-114.1637922,51.00940377,SIGNAL HILL,6
Roads - Detour Questions or Concerns,09/14/2013,-114.1613171,51.18321489,SAGE HILL,2
Roads - Detour Questions or Concerns,09/14/2013,-114.1123288,51.03706733,RICHMOND,8
Roads - Detour Questions or Concerns,09/14/2013,-114.0428721,51.03795125,RAMSAY,9
Roads - Detour Questions or Concerns,09/14/2013,-113.9796209,51.01763716,ERIN WOODS,10
Roads - Detour Questions or Concerns,09/14/2013,-113.9575692,50.916404,NEW BRIGHTON,12
Roads - Detour Questions or Concerns,09/15/2013,-114.1677859,51.04485644,STRATHCONA PARK,6
Roads - Detour Questions or Concerns,09/15/2013,-114.1422454,51.1100886,EDGEMONT,4
Roads - Detour Questions or Concerns,09/15/2013,-114.1350723,51.18321981,SAGE HILL,2
Roads - Detour Questions or Concerns,09/15/2013,-114.0913881,51.0007752,BEL-AIRE,11
Roads - Detour Questions or Concerns,09/15/2013,-114.0191331,51.05356276,MAYLAND,9
Roads - Detour Questions or Concerns,09/16/2013,-114.1643574,51.05271403,CHRISTIE PARK,6
Roads - Detour Questions or Concerns,09/16/2013,-114.1422454,51.1100886,EDGEMONT,4
Roads - Detour Questions or Concerns,09/16/2013,-114.1332191,51.00361021,LAKEVIEW,11
Roads - Detour Questions or Concerns,09/16/2013,-114.1162584,50.99578462,NORTH GLENMORE PARK,11
Roads - Detour Questions or Concerns,09/16/2013,-114.0817767,51.00152736,WINDSOR PARK,11
Roads - Detour Questions or Concerns,09/16/2013,-114.0711905,51.11158138,HUNTINGTON HILLS,4
Roads - Detour Questions or Concerns,09/16/2013,-114.0664999,51.03139404,MISSION,8
Roads - Detour Questions or Concerns,09/16/2013,-114.0647933,51.03027206,MISSION,8
Roads - Detour Questions or Concerns,09/16/2013,-114.0508316,50.9806534,FAIRVIEW,9
Roads - Detour Questions or Concerns,09/16/2013,-113.9352201,50.95081019,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/17/2013,-114.1948328,51.02661656,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/17/2013,-114.1919403,51.01776428,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/17/2013,-114.1054128,51.04563423,SUNALTA,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/17/2013,-114.0946962,51.05251658,HILLHURST,7
Roads - Detour Questions or Concerns,09/17/2013,-114.089356,51.05240165,HILLHURST,7
Roads - Detour Questions or Concerns,09/17/2013,-114.0862254,51.04525151,DOWNTOWN WEST END,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0837664,51.04518209,DOWNTOWN WEST END,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0822833,51.04210584,BELTLINE,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0782658,51.11798676,HUNTINGTON HILLS,4
Roads - Detour Questions or Concerns,09/17/2013,-114.0766637,51.04086004,BELTLINE,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0716778,51.04118017,BELTLINE,8
Roads - Detour Questions or Concerns,09/17/2013,-114.0679668,51.12011267,HUNTINGTON HILLS,4
Roads - Detour Questions or Concerns,09/17/2013,-114.0654119,51.04656542,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/17/2013,-114.0638133,50.99773236,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/17/2013,-114.0400529,51.04121173,RAMSAY,9
Roads - Detour Questions or Concerns,09/17/2013,-114.0377273,51.03458143,ALYTH/BONNYBROOK,9
Roads - Detour Questions or Concerns,09/17/2013,-114.0367655,51.03565914,RAMSAY,9
Roads - Detour Questions or Concerns,09/17/2013,-113.9518772,51.09459599,TEMPLE,5
Roads - Detour Questions or Concerns,09/17/2013,-113.9406228,50.95038749,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/18/2013,-114.1689994,51.11245098,DALHOUSIE,7
Roads - Detour Questions or Concerns,09/18/2013,-114.1413415,51.04987953,SPRUCE CLIFF,8
Roads - Detour Questions or Concerns,09/18/2013,-114.1337003,51.1729602,SAGE HILL,2
Roads - Detour Questions or Concerns,09/18/2013,-114.1302972,51.00872142,LINCOLN PARK,11
Roads - Detour Questions or Concerns,09/18/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/18/2013,-114.0885067,51.04817254,DOWNTOWN WEST END,8
Roads - Detour Questions or Concerns,09/18/2013,-114.065076,51.0425612,BELTLINE,8
Roads - Detour Questions or Concerns,09/18/2013,-114.0417868,51.03539845,RAMSAY,9
Roads - Detour Questions or Concerns,09/19/2013,-114.1354128,51.03780795,KILLARNEY/GLENGARRY,8
Roads - Detour Questions or Concerns,09/19/2013,-114.1002337,51.00887751,ALTADORE,11
Roads - Detour Questions or Concerns,09/19/2013,-114.0881707,51.02672266,UPPER MOUNT ROYAL,8
Roads - Detour Questions or Concerns,09/19/2013,-114.086154,51.05629896,HILLHURST,7
Roads - Detour Questions or Concerns,09/19/2013,-114.0856867,51.05422982,SUNNYSIDE,7
Roads - Detour Questions or Concerns,09/19/2013,-114.0627548,51.00858861,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/19/2013,-114.0569117,50.99398108,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/19/2013,-114.0502832,51.05326867,BRIDGELAND/RIVERSIDE,7
Roads - Detour Questions or Concerns,09/19/2013,-114.0489206,51.1603317,COVENTRY HILLS,3
Roads - Detour Questions or Concerns,09/19/2013,-114.0429724,51.05961434,RENFREW,9
Roads - Detour Questions or Concerns,09/19/2013,-114.0251498,51.0360132,ALYTH/BONNYBROOK,9
Roads - Detour Questions or Concerns,09/19/2013,-113.9937642,50.89705027,N/A,N/A
Roads - Detour Questions or Concerns,09/19/2013,-113.9919139,50.8970139,N/A,N/A
Roads - Detour Questions or Concerns,09/19/2013,-113.9874367,50.89339068,CRANSTON,12
Roads - Detour Questions or Concerns,09/19/2013,-113.9860462,50.89426888,CRANSTON,12
Roads - Detour Questions or Concerns,09/19/2013,-113.9856225,50.91587554,MCKENZIE LAKE,12
Roads - Detour Questions or Concerns,09/19/2013,-113.9657561,51.03782937,FOREST LAWN,10
Roads - Detour Questions or Concerns,09/19/2013,-113.9489654,50.910094,COPPERFIELD,12
Roads - Detour Questions or Concerns,09/19/2013,-113.9119702,51.0323273,10B,10
Roads - Detour Questions or Concerns,09/20/2013,-114.2279239,51.12965011,ROYAL OAK,2
Roads - Detour Questions or Concerns,09/20/2013,-114.1653588,51.10755005,DALHOUSIE,7
Roads - Detour Questions or Concerns,09/20/2013,-114.0962436,51.05457161,HILLHURST,7
Roads - Detour Questions or Concerns,09/20/2013,-114.0715395,51.06439765,CRESCENT HEIGHTS,7
Roads - Detour Questions or Concerns,09/20/2013,-114.0684686,51.03872927,BELTLINE,8
Roads - Detour Questions or Concerns,09/20/2013,-114.0569117,50.99398108,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/20/2013,-113.9752953,51.11093302,SADDLE RIDGE INDUSTRIAL,3
Roads - Detour Questions or Concerns,09/20/2013,-113.9599716,51.01495784,ERIN WOODS,10
Roads - Detour Questions or Concerns,09/21/2013,-114.2239702,51.03760072,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/21/2013,-114.1323424,50.96364027,OAKRIDGE,11
Roads - Detour Questions or Concerns,09/21/2013,-114.1090013,51.07040585,BANFF TRAIL,7
Roads - Detour Questions or Concerns,09/21/2013,-114.0503355,51.05060182,BRIDGELAND/RIVERSIDE,7
Roads - Detour Questions or Concerns,09/22/2013,-114.1642087,51.08852773,VARSITY,1
Roads - Detour Questions or Concerns,09/22/2013,-114.1600818,51.09529675,VARSITY,1
Roads - Detour Questions or Concerns,09/22/2013,-114.1575053,51.09384875,VARSITY,1
Roads - Detour Questions or Concerns,09/22/2013,-114.156149,51.1008578,VARSITY,1
Roads - Detour Questions or Concerns,09/22/2013,-114.1542427,51.08831297,VARSITY,1
Roads - Detour Questions or Concerns,09/22/2013,-114.0743129,51.14667297,COUNTRY HILLS,4
Roads - Detour Questions or Concerns,09/22/2013,-114.065349,51.04753035,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/22/2013,-114.0569117,50.99398108,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/22/2013,-114.0377934,50.86581002,14V,14
Roads - Detour Questions or Concerns,09/22/2013,-113.9816584,51.15430768,STONEGATE LANDING,3
Roads - Detour Questions or Concerns,09/23/2013,-114.194705,51.02774856,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/23/2013,-114.1428725,51.102639,DALHOUSIE,7
Roads - Detour Questions or Concerns,09/23/2013,-114.1422454,51.1100886,EDGEMONT,4
Roads - Detour Questions or Concerns,09/23/2013,-114.1413061,51.08756708,BRENTWOOD,7
Roads - Detour Questions or Concerns,09/23/2013,-114.075206,51.04069899,BELTLINE,8
Roads - Detour Questions or Concerns,09/23/2013,-114.0652203,51.01104042,MANCHESTER,9
Roads - Detour Questions or Concerns,09/23/2013,-114.0608443,51.08723675,HIGHLAND PARK,4
Roads - Detour Questions or Concerns,09/23/2013,-114.0016503,50.95647575,DOUGLASDALE/GLEN,12
Roads - Detour Questions or Concerns,09/24/2013,-114.2110575,51.06674825,WEST SPRINGS,6
Roads - Detour Questions or Concerns,09/24/2013,-114.2108685,51.05243934,WEST SPRINGS,6
Roads - Detour Questions or Concerns,09/24/2013,-114.1422454,51.1100886,EDGEMONT,4
Roads - Detour Questions or Concerns,09/24/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/24/2013,-114.0837664,51.04518209,DOWNTOWN WEST END,8
Roads - Detour Questions or Concerns,09/24/2013,-114.078914,51.05221119,EAU CLAIRE,7
Roads - Detour Questions or Concerns,09/24/2013,-114.0747414,50.98819345,KINGSLAND,11
Roads - Detour Questions or Concerns,09/24/2013,-114.0456042,51.02655565,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/24/2013,-114.0111832,50.97660668,RIVERBEND,9
Roads - Detour Questions or Concerns,09/24/2013,-113.9699963,51.04690343,FOREST HEIGHTS,10
Roads - Detour Questions or Concerns,09/24/2013,-113.9492478,50.91052478,MCKENZIE TOWNE,12
Roads - Detour Questions or Concerns,09/25/2013,-114.1413061,51.08756708,VARSITY,1
Roads - Detour Questions or Concerns,09/25/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/25/2013,-114.0950762,51.04561256,SUNALTA,8
Roads - Detour Questions or Concerns,09/25/2013,-114.0862254,51.04525151,DOWNTOWN WEST END,8
Roads - Detour Questions or Concerns,09/25/2013,-114.0581294,51.04519006,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/25/2013,-114.0569117,50.99398108,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/25/2013,-114.0520633,51.08497167,GREENVIEW INDUSTRIAL PARK,4
Roads - Detour Questions or Concerns,09/25/2013,-114.0516927,51.05191102,CRESCENT HEIGHTS,7
Roads - Detour Questions or Concerns,09/25/2013,-114.0430038,51.03457912,RAMSAY,9
Roads - Detour Questions or Concerns,09/25/2013,-114.0413969,51.04990485,BRIDGELAND/RIVERSIDE,9
Roads - Detour Questions or Concerns,09/25/2013,-113.9443406,51.10198932,FALCONRIDGE,5
Roads - Detour Questions or Concerns,09/25/2013,-113.9352201,50.95081019,EAST SHEPARD INDUSTRIAL,12
Roads - Detour Questions or Concerns,09/25/2013,-113.9271248,51.11893524,TARADALE,3
Roads - Detour Questions or Concerns,09/26/2013,-114.2170025,51.06666313,WEST SPRINGS,6
Roads - Detour Questions or Concerns,09/26/2013,-114.1435432,51.05407267,WILDWOOD,8
Roads - Detour Questions or Concerns,09/26/2013,-114.1091781,51.01692622,ALTADORE,11
Roads - Detour Questions or Concerns,09/26/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/26/2013,-114.0726286,50.89252516,SILVERADO,14
Roads - Detour Questions or Concerns,09/26/2013,-114.0722056,51.08738349,HIGHWOOD,7
Roads - Detour Questions or Concerns,09/26/2013,-114.0715119,51.0495925,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/26/2013,-114.0694978,50.93945487,CANYON MEADOWS,13
Roads - Detour Questions or Concerns,09/26/2013,-114.0694307,51.04053258,BELTLINE,8
Roads - Detour Questions or Concerns,09/26/2013,-114.0678984,51.10185484,THORNCLIFFE,4
Roads - Detour Questions or Concerns,09/26/2013,-114.0636505,50.99741941,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/26/2013,-114.0618852,50.99651359,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/26/2013,-114.0437561,51.03365747,RAMSAY,9
Roads - Detour Questions or Concerns,09/26/2013,-114.039173,50.99415665,BURNS INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/26/2013,-114.0386062,51.0659125,RENFREW,9
Roads - Detour Questions or Concerns,09/26/2013,-113.9904199,51.03992181,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Detour Questions or Concerns,09/26/2013,-113.9848298,50.90306638,MCKENZIE LAKE,12
Roads - Detour Questions or Concerns,09/26/2013,-113.9819611,50.91991899,MCKENZIE LAKE,12
Roads - Detour Questions or Concerns,09/26/2013,-113.9814593,51.06265423,MARLBOROUGH,10
Roads - Detour Questions or Concerns,09/26/2013,-113.9633108,51.06710442,RUNDLE,5
Roads - Detour Questions or Concerns,09/27/2013,-114.2108685,51.05243934,WEST SPRINGS,6
Roads - Detour Questions or Concerns,09/27/2013,-114.1888752,51.02099552,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,09/27/2013,-114.1049579,51.04693926,SUNALTA,8
Roads - Detour Questions or Concerns,09/27/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/27/2013,-114.0916928,51.04014184,BELTLINE,8
Roads - Detour Questions or Concerns,09/27/2013,-114.0694307,51.04053258,BELTLINE,8
Roads - Detour Questions or Concerns,09/27/2013,-114.0605701,51.04547229,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/27/2013,-114.0566344,51.08324034,HIGHLAND PARK,4
Roads - Detour Questions or Concerns,09/27/2013,-114.0503355,51.05060182,BRIDGELAND/RIVERSIDE,7
Roads - Detour Questions or Concerns,09/28/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,09/28/2013,-114.0797903,51.00860254,WINDSOR PARK,11
Roads - Detour Questions or Concerns,09/28/2013,-114.0504596,51.09187651,GREENVIEW INDUSTRIAL PARK,4
Roads - Detour Questions or Concerns,09/28/2013,-114.0491206,51.01600142,MANCHESTER INDUSTRIAL,9
Roads - Detour Questions or Concerns,09/28/2013,-113.9816584,51.15430768,STONEGATE LANDING,3
Roads - Detour Questions or Concerns,09/29/2013,-114.2114005,51.04522546,ASPEN WOODS,6
Roads - Detour Questions or Concerns,09/29/2013,-114.1893572,51.12511513,RANCHLANDS,2
Roads - Detour Questions or Concerns,09/29/2013,-114.071693,50.97590714,HAYSBORO,11
Roads - Detour Questions or Concerns,09/29/2013,-114.0639884,51.07330561,TUXEDO PARK,9
Roads - Detour Questions or Concerns,09/30/2013,-114.2115666,51.14345345,ROYAL OAK,2
Roads - Detour Questions or Concerns,09/30/2013,-114.1267484,51.06375192,ST. ANDREWS HEIGHTS,7
Roads - Detour Questions or Concerns,09/30/2013,-114.0959388,51.04926486,HILLHURST,7
Roads - Detour Questions or Concerns,09/30/2013,-114.0799993,51.02665869,ELBOW PARK,8
Roads - Detour Questions or Concerns,09/30/2013,-114.0714797,51.04577188,DOWNTOWN COMMERCIAL CORE,7
Roads - Detour Questions or Concerns,09/30/2013,-114.0665788,51.04329978,BELTLINE,8
Roads - Detour Questions or Concerns,09/30/2013,-114.0357109,50.89960866,SUNDANCE,14
Roads - Detour Questions or Concerns,09/30/2013,-114.0235908,50.91361907,PARKLAND,14
Roads - Detour Questions or Concerns,10/01/2013,-114.1936776,51.02996473,SPRINGBANK HILL,6
Roads - Detour Questions or Concerns,10/01/2013,-114.1061254,51.04914811,WEST HILLHURST,7
Roads - Detour Questions or Concerns,10/01/2013,-114.0963074,50.97230192,BAYVIEW,11
Roads - Detour Questions or Concerns,10/01/2013,-114.0964156,51.05444196,HILLHURST,7
Roads - Detour Questions or Concerns,10/01/2013,-114.0959388,51.04926486,HILLHURST,7
Roads - Detour Questions or Concerns,10/01/2013,-114.0855588,51.06698495,CAPITOL HILL,7
Roads - Detour Questions or Concerns,10/01/2013,-114.0813769,51.00871808,BRITANNIA,11
Roads - Detour Questions or Concerns,10/01/2013,-114.0715106,51.09557532,HIGHWOOD,4
Roads - Detour Questions or Concerns,10/01/2013,-114.0703621,50.94787333,LAKE BONAVISTA,14
Roads - Detour Questions or Concerns,10/01/2013,-114.0694978,50.93945487,CANYON MEADOWS,13
Roads - Detour Questions or Concerns,10/01/2013,-114.0638133,50.99773236,MANCHESTER INDUSTRIAL,9
Roads - Fence - Retaining Wall Concerns,01/01/2013,-114.1998525,51.08888343,BOWNESS,1
Roads - Fence - Retaining Wall Concerns,01/02/2013,-114.0115832,51.09208164,NORTH AIRWAYS,5
Roads - Fence - Retaining Wall Concerns,01/04/2013,-114.167809,51.12166539,HAWKWOOD,2
Roads - Fence - Retaining Wall Concerns,01/04/2013,-114.1654769,51.05336967,PATTERSON,6
Roads - Fence - Retaining Wall Concerns,01/04/2013,-114.1198956,50.95059328,CEDARBRAE,11
Roads - Fence - Retaining Wall Concerns,01/04/2013,-114.0293043,50.94120909,BONAVISTA DOWNS,14
Roads - Fence - Retaining Wall Concerns,01/07/2013,-114.163725,51.03529196,GLENDALE,6
Roads - Fence - Retaining Wall Concerns,01/07/2013,-114.0941725,50.95709902,SOUTHWOOD,11
Roads - Fence - Retaining Wall Concerns,01/08/2013,-114.1935506,51.05644753,WEST SPRINGS,6
Roads - Fence - Retaining Wall Concerns,01/08/2013,-113.9690436,51.12014803,MARTINDALE,3
