FID,RED,TRAMO,SECTOR,PGOU,ET_ID,SHAPE_Leng,CreationDate,Creator,EditDate,Editor
180,COMPLEMENTARIA,10,OESTE, ,716,472.801181,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
181, ,0, , ,82,154.979226,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
182,COMPLEMENTARIA,10,OESTE, ,717,429.855999,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
183,PRINCIPAL,2, , ,718,2.334524,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
184,SECUNDARIA,10, , ,398,408.206421,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
185,PRINCIPAL,2, , ,719,31.524276,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
186,COMPLEMENTARIA,27,NORTE, ,399,464.54724,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
187, ,0, , ,83,5.308484,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
188,PRINCIPAL,2, , ,720,62.378353,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
189,COMPLEMENTARIA,27,NORTE, ,400,149.412069,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
190, ,0, , ,84,300.145301,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
191,PRINCIPAL,2, , ,721,608.447819,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
192,COMPLEMENTARIA,27,NORTE, ,401,140.91614,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
193,COMPLEMENTARIA,12,SUR, ,722,201.978469,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
194,PLANEAMIENTO,1,API-DE-01,PGOU-2006,402,396.876336,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
195,PRINCIPAL,2, , ,723,88.761618,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
196,COMPLEMENTARIA,17,SUR, ,724,78.128643,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
197, ,0, , ,85,61.211764,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
198,COMPLEMENTARIA,27,NORTE, ,403,111.226145,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
199,COMPLEMENTARIA,17,SUR, ,725,7.419112,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
200, ,0, , ,86,10.916501,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
201, ,0, , ,726,782.004161,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
202,COMPLEMENTARIA,28,NORTE, ,404,436.511923,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
203,COMPLEMENTARIA,28,NORTE, ,405,163.916724,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
204,COMPLEMENTARIA,18,SUR, ,727,555.99412,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
205,COMPLEMENTARIA,28,NORTE, ,406,90.225758,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
206, ,0, , ,87,35.85676,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
207,COMPLEMENTARIA,18,SUR, ,728,12.218429,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
208,COMPLEMENTARIA,28,NORTE, ,407,337.04256,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
209,PRINCIPAL,2, , ,729,21.95837,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
210,COMPLEMENTARIA,28,NORTE, ,408,164.825446,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
211,PRINCIPAL,2, , ,730,539.547903,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
212,PLANEAMIENTO,1,API-DE-01,PGOU-2006,409,2278.250436,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
213,PRINCIPAL,2, , ,731,1049.958944,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
214, ,0, , ,88,12.114867,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
215,PLANEAMIENTO,1,API-DE-01,PGOU-2006,410,411.771556,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
216,PRINCIPAL,8, , ,732,36.838179,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
217,PLANEAMIENTO,1,API-DE-01,PGOU-2006,411,204.3755,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
218,PRINCIPAL,8, , ,733,1232.660399,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
219,PLANEAMIENTO,1,API-DE-01,PGOU-2006,412,447.568339,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
220, ,0, , ,89,2.2,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
221,COMPLEMENTARIA,21,NORTE, ,734,587.337176,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
222,COMPLEMENTARIA,21,NORTE, ,735,55.069413,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
223,PLANEAMIENTO,1,API-DE-01,PGOU-2006,413,466.364122,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
224, ,0, , ,90,9.618732,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
225,COMPLEMENTARIA,29,NORTE, ,736,712.493514,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
226, ,0, , ,91,6.706713,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
227,PLANEAMIENTO,1,API-DE-01,PGOU-2006,414,565.778166,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
228,COMPLEMENTARIA,29,NORTE, ,737,4.317656,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
229,PLANEAMIENTO,1,API-DE-01,PGOU-2006,415,569.345382,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
230,COMPLEMENTARIA,29,NORTE, ,738,131.1115,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
231,PRINCIPAL,5, , ,416,1661.346656,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
232,COMPLEMENTARIA,29,NORTE, ,739,374.060156,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
233,PRINCIPAL,8, , ,417,1311.411322,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
234,PRINCIPAL,3, , ,92,160.412,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
235,PRINCIPAL,5, , ,418,1074.700475,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
236,PRINCIPAL,5, , ,740,65.551263,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
237,PRINCIPAL,5, , ,741,558.471333,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
238,PRINCIPAL,5, , ,419,459.441562,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
239,COMPLEMENTARIA,30,ESTE, ,742,876.940537,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
240,SECUNDARIA,999, , ,420,513.143733,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
241,PRINCIPAL,3, , ,93,9.167879,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
242,COMPLEMENTARIA,30,ESTE, ,743,747.487162,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
243,PRINCIPAL,8, , ,421,192.633414,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
244,COMPLEMENTARIA,30,ESTE, ,744,93.496585,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
245,PRINCIPAL,3, , ,94,17.650496,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
246,PRINCIPAL,5, , ,422,541.757483,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
247,COMPLEMENTARIA,31,ESTE, ,745,141.48287,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
248,PRINCIPAL,5, , ,423,618.583563,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
249,COMPLEMENTARIA,31,ESTE, ,746,116.206772,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
250,PRINCIPAL,5, , ,424,735.705387,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
251,COMPLEMENTARIA,34,ESTE, ,747,229.38378,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
252,PRINCIPAL,3, , ,95,7.180529,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
253,PRINCIPAL,5, , ,425,120.370481,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
254,PRINCIPAL,4, , ,748,706.855993,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
255,PRINCIPAL,3, , ,96,195.437802,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
256,SECUNDARIA,17,JARDIN AMERICANO, ,426,445.817954,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
257,COMPLEMENTARIA,35,ESTE, ,749,26.753957,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
258,SECUNDARIA,17,JARDIN AMERICANO, ,427,1393.648298,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
259,COMPLEMENTARIA,35,ESTE, ,750,327.970413,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
260,PRINCIPAL,3, , ,97,11.356496,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
261,PRINCIPAL,5, , ,751,480.847974,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
262, ,0, , ,428,610.697412,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
263,PRINCIPAL,5, , ,752,28.675675,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
264,SECUNDARIA,18,PASARELA, ,429,388.800393,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
265,PRINCIPAL,3, , ,98,119.857624,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
266,PRINCIPAL,4, , ,753,11.322544,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
267,PRINCIPAL,4, , ,754,1444.402635,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
268,PRINCIPAL,3, , ,99,28.19558,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
269,SECUNDARIA,8, , ,430,264.813514,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
270,PRINCIPAL,3, , ,100,92.316516,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
271,COMPLEMENTARIA,32,ESTE, ,755,26.399909,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
272,SECUNDARIA,8, , ,431,409.202058,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
273,COMPLEMENTARIA,32,ESTE, ,756,28.210991,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
274,PRINCIPAL,3, , ,101,18.439089,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
275, ,0, , ,432,5181.200313,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
276,COMPLEMENTARIA,32,ESTE, ,757,642.916762,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
277,SECUNDARIA,8, , ,433,247.538159,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
278,COMPLEMENTARIA,33,ESTE, ,758,33.266349,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
279,COMPLEMENTARIA,5,OESTE, ,434,555.572139,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
280,PRINCIPAL,3, , ,102,179.783964,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
281,COMPLEMENTARIA,33,ESTE, ,759,393.567045,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
282,PRINCIPAL,8, , ,760,95.697622,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
283,COMPLEMENTARIA,7,OESTE, ,435,37.520261,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
284,COMPLEMENTARIA,24,NORTE, ,761,48.773349,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
285,COMPLEMENTARIA,7,OESTE, ,436,865.923485,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
286,PRINCIPAL,3, , ,103,7.083078,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
287,COMPLEMENTARIA,25,NORTE, ,762,201.765446,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
288,COMPLEMENTARIA,6,OESTE, ,437,286.010581,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
289,COMPLEMENTARIA,25,NORTE, ,763,274.818447,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
290,PRINCIPAL,3, , ,113,7.158911,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
291,COMPLEMENTARIA,24,NORTE, ,764,44.924463,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
292, ,0, , ,438,662.606578,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
293,PRINCIPAL,3, , ,104,82.414804,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
294,PRINCIPAL,5, , ,765,103.860505,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
295,PRINCIPAL,3, , ,114,81.101726,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
296,COMPLEMENTARIA,10,OESTE, ,439,333.873303,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
297,COMPLEMENTARIA,27,NORTE, ,766,61.882247,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
298,COMPLEMENTARIA,10,OESTE, ,440,470.725804,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
299,PRINCIPAL,5, , ,767,624.893649,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
300,COMPLEMENTARIA,10,OESTE, ,441,480.242605,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
301,PRINCIPAL,3, , ,115,7.158911,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
302,PRINCIPAL,3, , ,105,6.942622,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
303,COMPLEMENTARIA,27,NORTE, ,768,86.407796,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
304,PLANEAMIENTO,999, , ,442,883.513718,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
305,PRINCIPAL,3, , ,116,183.128507,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
306,PRINCIPAL,5, , ,769,21.325315,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
307,PRINCIPAL,3, , ,443,569.295502,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
308,PRINCIPAL,3, , ,106,181.197834,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
309,PRINCIPAL,5, , ,770,85.182805,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
310,PRINCIPAL,2, , ,444,742.878692,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
311,PRINCIPAL,3, , ,117,4.90306,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
312,PRINCIPAL,5, , ,771,21.543842,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
313,PRINCIPAL,2, , ,445,179.999884,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
314,PRINCIPAL,3, , ,118,45.677675,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
315,PRINCIPAL,5, , ,772,117.121767,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
316,PRINCIPAL,2, , ,446,1734.042617,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
317,PRINCIPAL,2, , ,447,1908.057893,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
318,PRINCIPAL,5, , ,773,81.181159,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
319,PRINCIPAL,5, , ,774,70.667611,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
320,PRINCIPAL,3, , ,107,9.610411,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
321,PRINCIPAL,2, , ,448,817.691391,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
322,PRINCIPAL,3, , ,119,5.021952,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
323,PRINCIPAL,5, , ,775,73.84798,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
324,PRINCIPAL,2, , ,449,654.260534,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
325,PRINCIPAL,3, , ,108,21.239821,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
326,PRINCIPAL,3, , ,120,660.040179,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
327,PRINCIPAL,2, , ,450,435.561253,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
328,PRINCIPAL,5, , ,776,170.757338,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
329,PRINCIPAL,5, , ,777,101.616375,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
330,PRINCIPAL,2, , ,451,1471.057991,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
331,PRINCIPAL,3, , ,109,18.85126,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
332,PRINCIPAL,5, , ,778,283.469028,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
333,PRINCIPAL,3, , ,121,12.509596,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
334,PRINCIPAL,3, , ,110,11.531695,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
335,PRINCIPAL,5, , ,779,171.103085,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
336,PRINCIPAL,5, , ,780,224.577957,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
337,PRINCIPAL,3, , ,122,273.359257,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
338,PRINCIPAL,3, , ,111,9.100549,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
339,PRINCIPAL,5, , ,781,237.902866,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
340,PRINCIPAL,5, , ,782,49.400879,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
341,PRINCIPAL,3, , ,112,181.929698,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
342,PRINCIPAL,5, , ,783,340.614799,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
343,PRINCIPAL,3, , ,123,18.788294,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
344,PRINCIPAL,5, , ,784,276.819912,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
345,PRINCIPAL,5, , ,785,279.619986,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
346,PRINCIPAL,5, , ,786,283.949504,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
347,PRINCIPAL,3, , ,124,153.138108,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
348,PRINCIPAL,5, , ,787,143.249103,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
349,COMPLEMENTARIA,23,NORTE, ,788,63.177908,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
350,PRINCIPAL,1, , ,789,287.159656,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
