X,Y,FID,id_estacio,Direccion,Aproximaci,Lat_Y,Lon_X,CreationDate,Creator,EditDate,Editor
-5.985422635801886,37.421909961249142,250,250,Calle de Salvador Allende,Calle de Marruecos,37.42191,-5.985423,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.965150354785167,37.385783341940453,251,251,Avenida Cruzcampo,Esquina a Calle Alejandro Collantes,37.385783,-5.96515,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.96898526273306,37.324606865179817,252,252,Carretera de Bellavista,Calle Calderas,37.324607,-5.968985,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.969164925789884,37.319696962600659,253,253,Carretera de Bellavista,Hospital Valme,37.319697,-5.969165,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.967813859602582,37.328765708185834,254,254,Carretera de Bellavista,Avenida de Jerez,37.328766,-5.967814,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.914097300558093,37.385973918329846,255,255,Calle Pero Mingo,Rotonda de Torreblanca,37.385974,-5.914097,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.910274070708867,37.385986766158865,256,256,Plaza Miguel Montoro,Calle Pero Mingo,37.385987,-5.910274,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.909691962404751,37.38421017601403,257,257,Plaza Torres de Albarracín,Plaza Corazón de María,37.38421,-5.909692,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.914632696467408,37.383796893283993,258,258,Calle Estaca de Vares,Calle Creus,37.383797,-5.914633,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.954482860786248,37.367180898489167,259,259,Calle 8 de Marzo,Calle Aguila Perdicera,37.367181,-5.954483,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
-5.948474029850786,37.378641017619351,260,260,Avenida de la Revoltosa,Centro Deportivo Amate,37.378641,-5.948474,2014-10-04T21:21:32.379Z,Ayto.Sevilla,2014-10-04T21:21:32.379Z,Ayto.Sevilla
