CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residual Sub Area,4,12J,12J,SOUTHEAST,N/A,UNDEVELOPED,2015,,49,24,5,0,0,15,0,0,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,14,47,2,0,0,0,6,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,14V,14V,SOUTH,N/A,UNDEVELOPED,2015,,68,29,4,0,0,10,0,0,26,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,10,63,1,0,1,0,4,12,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,06B,06B,WEST,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,10B,10B,EAST,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,13I,13I,SOUTH,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12B,12B,SOUTHEAST,N/A,UNDEVELOPED,2015,,27,7,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,27,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,13G,13G,SOUTH,N/A,UNDEVELOPED,2015,,14,7,0,0,0,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,13B,13B,SOUTH,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,QLD,QUEENSLAND,SOUTH,BUILT-OUT,1960s/1970s,2015,,4956,1911,320,0,0,1439,0,0,1174,217,0,60,391,0,69,0,0,0,0,0,0,0,0,60,51,105,0,0,0,0,59,4,102,8,0,2,0,213,132,551,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,239,936,11,0,0,0,1165,1013,3262,9,0,0,0,332,692,399,406,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WOO,WOODLANDS,SOUTH,BUILT-OUT,1980s/1990s,2015,,6229,2411,540,0,0,1717,0,0,1531,121,0,163,579,0,16,0,0,0,0,1,0,0,0,145,0,302,18,0,0,0,15,4,26,1,0,0,0,118,83,307,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56,0,0,0,2,551,231,1288,26,0,0,2,1513,1398,4250,16,0,0,1,350,967,474,497,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,2000s,2015,,18994,4918,2261,0,0,3566,0,0,3501,114,0,569,237,0,496,0,0,0,0,1,0,0,4,545,269,1381,20,0,0,0,405,51,1163,65,0,26,0,99,69,349,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,231,147,721,6,0,0,5,3430,3030,15380,35,24,7,1,301,684,823,2048,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CSC,CITYSCAPE,NORTHEAST,DEVELOPING,BUILDING OUT,2015,,627,292,98,0,0,162,0,0,288,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,161,159,622,22,105,0,0,4,26,30,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02E,02E,NORTHWEST,N/A,OTHER,2015,,1023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03S,03S,NORTHEAST,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAF,MAYFAIR,CENTRE,BUILT-OUT,1950s,2015,,478,156,22,0,0,150,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,150,478,2,0,0,0,16,54,21,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SOW,SOUTHWOOD,SOUTH,BUILT-OUT,1960s/1970s,2015,,6420,2656,489,0,0,1494,0,0,1375,287,33,334,520,0,105,1,0,1,0,0,0,0,0,317,97,600,8,0,9,0,98,3,187,5,0,2,1,277,87,766,9,0,0,0,0,0,0,0,0,0,0,30,6,41,3,0,0,1,1,0,6,0,0,0,0,505,156,1326,15,0,0,1,1343,1145,3494,29,0,2,2,587,954,493,467,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RDL,ROSEDALE,CENTRE,BUILT-OUT,INNER CITY,2015,,1653,632,81,0,0,442,0,0,574,0,0,36,4,0,17,0,0,0,0,1,0,0,0,35,2,52,1,0,0,0,14,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,4,3,11,0,0,0,0,553,436,1561,14,7,0,1,96,210,142,143,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,2015,,5974,1960,743,0,0,1668,0,0,1471,87,0,248,152,0,2,0,0,0,0,0,0,0,0,128,93,238,12,108,0,0,2,0,5,0,0,0,0,87,84,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,123,333,1,0,0,0,1460,1368,5168,11,0,0,0,161,486,380,687,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,2000s,2015,,6863,2322,631,0,0,1379,0,0,1370,20,0,715,132,0,85,0,0,0,0,0,0,0,0,566,139,994,49,100,0,0,72,3,179,5,0,8,0,20,18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,44,485,2,0,0,0,1355,1175,5133,13,1,1,0,340,559,395,628,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12H,12H,SOUTHEAST,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,2015,Y,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,13C,13C,SOUTH,N/A,UNDEVELOPED,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,2015,,74,8,1,0,0,4,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,1,6,4,18,0,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12A,12A,SOUTHEAST,N/A,OTHER,2015,,106,56,3,0,0,40,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,40,102,5,0,1,0,9,20,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,14U,14U,SOUTH,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09N,09N,SOUTHEAST,N/A,UNDEVELOPED,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,OAK,OAKRIDGE,SOUTH,BUILT-OUT,1960s/1970s,2015,,5759,2290,379,0,0,1991,0,0,1706,144,0,35,402,0,3,0,0,0,0,0,0,0,0,34,30,52,1,0,0,0,3,0,3,0,0,0,0,134,90,254,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,271,820,11,0,0,1,1689,1600,4630,16,0,0,0,421,909,378,503,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12F,12F,SOUTHEAST,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,01D,01D,WEST,N/A,UNDEVELOPED,2015,Y,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,12C,12C,SOUTHEAST,N/A,UNDEVELOPED,2015,,130,44,10,0,0,32,0,0,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,126,0,0,0,0,2,20,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,05C,05C,NORTHEAST,N/A,OTHER,2015,,12,6,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HUN,HUNTINGTON HILLS,NORTH,BUILT-OUT,1960s/1970s,2015,,13781,5588,921,0,0,3257,0,0,2957,557,4,527,1194,126,220,0,0,0,0,0,3,0,0,520,119,852,7,0,0,0,184,16,345,20,0,16,0,536,210,1507,19,0,2,0,124,107,258,1,1,0,0,4,1,5,0,0,0,0,3,0,6,0,0,0,2,1161,309,2964,31,0,0,2,2917,2495,7844,34,2,2,3,1188,2084,996,1020,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,BUILT-OUT,CENTRE CITY,2015,,9083,5672,549,0,0,426,0,0,2,0,0,5596,20,0,0,1,40,1,1,0,11,0,37,5059,401,8735,259,232,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,21,308,13,0,0,0,20,4,39,0,0,0,0,1,0,1,0,0,1,54,2414,1971,483,243,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MID,MIDNAPORE,SOUTH,BUILT-OUT,1960s/1970s,2015,,7183,2900,511,0,0,1834,0,0,1340,445,0,664,419,0,26,0,0,1,4,0,1,0,2,501,142,815,17,144,0,0,21,5,44,1,0,4,0,439,359,1153,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,395,0,2,0,1,412,157,990,6,0,0,0,1323,1171,3786,16,0,1,6,649,965,491,530,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DIA,DIAMOND COVE,SOUTH,BUILT-OUT,1980s/1990s,2015,,711,271,40,0,0,259,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,259,711,1,0,0,0,30,124,58,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,THO,THORNCLIFFE,NORTH,BUILT-OUT,1950s,2015,,8931,3852,585,0,0,2161,0,0,2052,373,0,332,815,0,279,0,0,0,0,1,0,0,3,307,19,448,22,0,0,0,208,11,338,29,1,41,1,356,156,948,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,796,297,2232,19,0,0,2,2015,1678,4965,34,0,1,1,971,1293,685,645,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ROC,ROCKY RIDGE,NORTHWEST,DEVELOPING,BUILDING OUT,2015,,8229,3097,635,0,0,2551,0,0,1790,197,0,490,617,0,2,0,0,0,1,0,0,0,0,464,276,706,25,0,1,0,2,1,5,0,0,0,0,195,169,459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158,0,0,0,0,578,436,1156,31,8,0,0,1766,1669,5745,14,10,0,1,636,988,487,807,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,FHT,FOREST HEIGHTS,EAST,BUILT-OUT,1960s/1970s,2015,,6648,2255,497,0,0,1241,0,0,945,460,0,30,577,0,242,0,0,0,1,0,0,0,0,30,0,48,0,0,0,0,182,8,377,37,0,23,0,445,236,1480,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235,0,0,0,0,564,293,1675,13,0,0,1,923,704,2833,21,0,0,1,354,628,453,554,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HAY,HAYSBORO,SOUTH,BUILT-OUT,1950s,2015,,7255,3644,479,0,0,2039,0,0,1815,0,0,1774,9,0,46,0,0,0,0,0,0,0,23,1679,510,2658,72,0,0,0,30,4,49,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,1768,1516,4530,47,0,0,0,1254,1324,474,398,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LEG,LEGACY,SOUTH,DEVELOPING,BUILDING OUT,2015,,1303,695,155,0,0,433,0,0,488,166,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,130,350,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,28,312,303,953,13,135,0,0,43,168,91,132,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ABB,ABBEYDALE,NORTHEAST,BUILT-OUT,2000s,2015,,6167,2056,587,0,0,1397,0,0,1420,290,0,0,230,0,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,5,215,6,0,12,0,285,205,862,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,1,225,100,712,2,0,2,0,1401,1087,4350,17,2,0,1,246,585,506,552,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,2015,,4578,2022,743,0,0,1493,0,0,1243,24,275,257,219,1,1,0,0,0,1,1,0,0,0,0,0,0,0,257,0,0,1,0,4,0,0,0,0,24,24,60,0,0,0,0,0,0,0,1,0,0,0,205,154,406,7,63,63,0,1,1,4,0,1,0,2,153,140,330,8,56,0,8,1211,1174,3774,9,14,1,2,201,501,415,436,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SCA,SCARBORO,CENTRE,BUILT-OUT,INNER CITY,2015,,917,334,62,0,0,281,0,0,327,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,281,910,8,0,0,0,45,110,67,96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ST4,STONEY 4,NORTHEAST,N/A,EMPLOYMENT,2015,Y,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,BUILT-OUT,2000s,2015,,10947,3937,595,0,0,3368,0,0,2683,174,0,683,61,308,27,0,0,0,1,0,0,0,0,672,505,1140,11,0,0,0,19,1,30,8,0,0,0,168,152,319,6,0,0,0,302,297,489,6,0,0,0,0,0,0,0,0,0,0,1,0,124,0,0,0,0,58,33,162,3,0,0,1,2659,2380,8683,23,0,0,1,676,1280,699,1100,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RAN,RANCHLANDS,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,7873,3063,628,0,0,1954,0,0,1469,271,0,285,958,0,80,0,0,0,0,0,0,0,1,267,34,558,17,0,0,0,72,5,135,7,0,1,0,268,175,709,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,948,485,2364,9,0,0,1,1459,1255,4107,9,0,0,0,578,1090,622,643,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
